base_model,correction,dataset,n,role,domain,rmse,mae,bias_observed_minus_pred,r2,spearman
B1_Q_proxy,C0_none,A4_A5_train_1m,512,base_fit,metric/the_pile_arxiv_val_loss,0.9901031037145648,0.7996945908403048,-2.0816681711721685e-17,0.046472019574052004,0.24353790798342892
B1_Q_proxy,C0_none,A4_A5_train_1m,512,base_fit,metric/the_pile_freelaw_val_loss,0.7459823915823591,0.6294511294526204,-3.122502256758253e-17,0.09384870461450567,0.26064841040958564
B1_Q_proxy,C0_none,A4_A5_train_1m,512,base_fit,metric/the_pile_pubmed_central_val_loss,0.806584288792185,0.6988327112491131,-2.0816681711721685e-17,0.10426554198740401,0.3066932635527174
B1_Q_proxy,C0_none,A4_A5_train_1m,512,base_fit,metric/the_pile_wikipedia_en_val_loss,0.5191737251532098,0.42746430938607977,4.5102810375396984e-17,0.03635604129270964,0.2881452704249207
B1_Q_proxy,C0_none,A4_A5_train_1m,512,base_fit,metric/the_pile_dm_mathematics_val_loss,1.532805658112794,1.4434996851618989,1.3877787807814457e-17,0.0006934758226057047,0.1240072212494707
B1_Q_proxy,C0_none,A4_A5_train_1m,512,base_fit,metric/the_pile_github_val_loss,0.8535603208954357,0.6938217363566128,1.3183898417423734e-16,0.34631275037509257,0.6229596358189995
B1_Q_proxy,C0_none,A4_A5_train_1m,512,base_fit,metric/the_pile_stackexchange_val_loss,0.6760446695042307,0.5605203435920143,7.632783294297951e-17,0.2401809474534572,0.5206567538995892
B1_Q_proxy,C0_none,A4_A5_train_1m,512,base_fit,metric/the_pile_gutenberg_pg_19_val_loss,0.4332139138896424,0.35204677293353615,3.122502256758253e-17,0.008612506979843948,0.032850837853766836
B1_Q_proxy,C0_none,A4_A5_train_1m,512,base_fit,metric/the_pile_pile_cc_val_loss,0.320125789122992,0.2619862609239151,2.949029909160572e-17,0.0018701172160932034,0.17339438779597396
B1_Q_proxy,C0_none,A4_A5_train_1m,512,base_fit,metric/the_pile_ubuntu_irc_val_loss,1.0223541092146844,0.9236176416244652,0.0,0.010256165284172503,0.18074152275666336
B1_Q_proxy,C0_none,A4_A5_train_1m,512,base_fit,metric/the_pile_hackernews_val_loss,0.3391943387541944,0.279135061052503,5.0306980803327406e-17,0.01830107043624385,0.18622317423124018
B1_Q_proxy,C0_none,A4_A5_train_1m,512,base_fit,metric/the_pile_pubmed_abstracts_val_loss,0.5298139392711804,0.41834174982862593,-5.551115123125783e-17,0.17876298806988433,0.34495699866103613
B1_Q_proxy,C0_none,A4_A5_train_1m,512,base_fit,metric/the_pile_uspto_backgrounds_val_loss,0.5054107909575123,0.4361551533187591,2.2551405187698492e-17,0.0935501727537853,0.20768039176136688
B1_Q_proxy,C0_none,A6_A7_test_1m,256,external_retrospective_evaluation,metric/the_pile_arxiv_val_loss,0.7774127037067345,0.6575576210347924,-0.18150700138301126,0.005550096231919155,0.2485744735637445
B1_Q_proxy,C0_none,A6_A7_test_1m,256,external_retrospective_evaluation,metric/the_pile_freelaw_val_loss,0.7320850795918336,0.6110534526515785,0.01540252857637174,0.013291587377702418,0.14352612153810937
B1_Q_proxy,C0_none,A6_A7_test_1m,256,external_retrospective_evaluation,metric/the_pile_pubmed_central_val_loss,0.7779655123515827,0.695746213505561,-0.10844242590578203,0.1343892582499413,0.3968485351338979
B1_Q_proxy,C0_none,A6_A7_test_1m,256,external_retrospective_evaluation,metric/the_pile_wikipedia_en_val_loss,0.5362845393231743,0.4489032025798418,0.012326960206654407,0.036583296046693414,0.21392051956969554
B1_Q_proxy,C0_none,A6_A7_test_1m,256,external_retrospective_evaluation,metric/the_pile_dm_mathematics_val_loss,1.5430988452368863,1.4595480788613475,-0.13148900980100497,-0.012698247420857012,0.008652580682078276
B1_Q_proxy,C0_none,A6_A7_test_1m,256,external_retrospective_evaluation,metric/the_pile_github_val_loss,0.7827347855256043,0.6498504889036735,-0.15919509638400892,0.2781570975013571,0.6138168059052413
B1_Q_proxy,C0_none,A6_A7_test_1m,256,external_retrospective_evaluation,metric/the_pile_stackexchange_val_loss,0.6056544639544421,0.5093676707553988,-0.09770678503806676,0.16813248476700704,0.48591568436713195
B1_Q_proxy,C0_none,A6_A7_test_1m,256,external_retrospective_evaluation,metric/the_pile_gutenberg_pg_19_val_loss,0.44553408774490244,0.3733711460558257,-0.019560771954621647,0.013849879976120416,0.15040770199130235
B1_Q_proxy,C0_none,A6_A7_test_1m,256,external_retrospective_evaluation,metric/the_pile_pile_cc_val_loss,0.32103140628721183,0.2608705937854347,0.006942605795941831,-0.003344544320872167,0.07527466239414052
B1_Q_proxy,C0_none,A6_A7_test_1m,256,external_retrospective_evaluation,metric/the_pile_ubuntu_irc_val_loss,1.0090009030197047,0.9234746945908875,-0.055695924638366284,-0.023364229385499424,0.045961604486152434
B1_Q_proxy,C0_none,A6_A7_test_1m,256,external_retrospective_evaluation,metric/the_pile_hackernews_val_loss,0.33801222453644036,0.2870935498511186,-0.009829711941641922,-0.010254721945738066,0.0814660105287251
B1_Q_proxy,C0_none,A6_A7_test_1m,256,external_retrospective_evaluation,metric/the_pile_pubmed_abstracts_val_loss,0.5148396976460783,0.41451845425544287,-0.04326250964895278,0.185063482583381,0.3958056763561455
B1_Q_proxy,C0_none,A6_A7_test_1m,256,external_retrospective_evaluation,metric/the_pile_uspto_backgrounds_val_loss,0.4822387843817978,0.40748993434901976,-0.02962639298968994,0.10620110322778276,0.28075432021057445
B1_Q_proxy,C0_none,A8_A9_test_60m,256,external_retrospective_evaluation,metric/the_pile_arxiv_val_loss,1.8646977029094458,1.7829588894192512,-1.775106437256341,-9.70572731324178,0.213363326848249
B1_Q_proxy,C0_none,A8_A9_test_60m,256,external_retrospective_evaluation,metric/the_pile_freelaw_val_loss,1.476866547652525,1.3366286087768908,-1.3276440676974082,-4.256318367659653,0.14223578049896998
B1_Q_proxy,C0_none,A8_A9_test_60m,256,external_retrospective_evaluation,metric/the_pile_pubmed_central_val_loss,1.8485000825075342,1.7749933633300006,-1.7722731318241536,-9.56161807806038,0.3990057793545433
B1_Q_proxy,C0_none,A8_A9_test_60m,256,external_retrospective_evaluation,metric/the_pile_wikipedia_en_val_loss,1.4269382724347732,1.3412925791534995,-1.3399839580648871,-7.121852163709159,0.22001602197299153
B1_Q_proxy,C0_none,A8_A9_test_60m,256,external_retrospective_evaluation,metric/the_pile_dm_mathematics_val_loss,1.6266539044450639,1.440374355688331,-1.43252510225371,-3.4831643635036373,0.022827019913023574
B1_Q_proxy,C0_none,A8_A9_test_60m,256,external_retrospective_evaluation,metric/the_pile_github_val_loss,2.6727798055252237,2.5987997820258344,-2.5987997820258344,-14.172808741036713,0.6141865987640192
B1_Q_proxy,C0_none,A8_A9_test_60m,256,external_retrospective_evaluation,metric/the_pile_stackexchange_val_loss,1.7963783383431424,1.720863920248998,-1.720863920248998,-9.427061674531792,0.4802471961547264
B1_Q_proxy,C0_none,A8_A9_test_60m,256,external_retrospective_evaluation,metric/the_pile_gutenberg_pg_19_val_loss,1.0595529341451138,0.9907983894151476,-0.9884205953752654,-6.57859327201753,0.13165555619134814
B1_Q_proxy,C0_none,A8_A9_test_60m,256,external_retrospective_evaluation,metric/the_pile_pile_cc_val_loss,1.103596669669748,1.0579602604632754,-1.0579602604632754,-11.366288530766257,0.08582913710231173
B1_Q_proxy,C0_none,A8_A9_test_60m,256,external_retrospective_evaluation,metric/the_pile_ubuntu_irc_val_loss,2.104231676124575,1.9821473236294145,-1.9821473236294145,-7.969175279281588,0.1062700274662394
B1_Q_proxy,C0_none,A8_A9_test_60m,256,external_retrospective_evaluation,metric/the_pile_hackernews_val_loss,1.0332024312588874,0.9861737255282822,-0.9861737255282822,-10.25060227107142,0.11232833600366215
B1_Q_proxy,C0_none,A8_A9_test_60m,256,external_retrospective_evaluation,metric/the_pile_pubmed_abstracts_val_loss,1.4698709714676348,1.388868884660452,-1.3855258953024485,-6.220424566265007,0.3980079823758296
B1_Q_proxy,C0_none,A8_A9_test_60m,256,external_retrospective_evaluation,metric/the_pile_uspto_backgrounds_val_loss,1.4637066593748436,1.4060395883836696,-1.4060395883836696,-10.4661054236803,0.2843721389333943
B1_Q_proxy,C0_none,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_arxiv_val_loss,3.2264004927872496,3.224119008688393,-3.224119008688393,-944.6812995048332,0.3063186813186813
B1_Q_proxy,C0_none,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_freelaw_val_loss,3.276327048203151,3.2721830889627825,-3.2721830889627825,-558.2146186055515,0.22440476190476188
B1_Q_proxy,C0_none,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_pubmed_central_val_loss,3.384430297412584,3.3826144255847543,-3.3826144255847543,-4170.294542466138,0.5603479853479854
B1_Q_proxy,C0_none,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_wikipedia_en_val_loss,3.317253860873555,3.313949982740017,-3.313949982740017,-438.58143048727015,0.4005494505494505
B1_Q_proxy,C0_none,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_dm_mathematics_val_loss,2.3657598674143294,2.3473965037303697,-2.3473965037303697,-62.33412372590987,0.1841575091575091
B1_Q_proxy,C0_none,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_github_val_loss,4.30393324765775,4.296621460138096,-4.296621460138096,-1284.708016592779,0.5547619047619047
B1_Q_proxy,C0_none,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_stackexchange_val_loss,3.4384576637968687,3.43410315772521,-3.43410315772521,-707.3415407166757,0.433058608058608
B1_Q_proxy,C0_none,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_gutenberg_pg_19_val_loss,2.639092098495508,2.62815793778452,-2.62815793778452,-117.93811459904543,0.1624084249084249
B1_Q_proxy,C0_none,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_pile_cc_val_loss,2.7480923489580578,2.7463075660712937,-2.7463075660712937,-742.7804009213127,0.20380036630036627
B1_Q_proxy,C0_none,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_ubuntu_irc_val_loss,3.944345119959413,3.922429706330652,-3.922429706330652,-86.02519887407071,0.20650183150183146
B1_Q_proxy,C0_none,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_hackernews_val_loss,2.268237368561022,2.26003535706587,-2.26003535706587,-131.72886157359696,0.23791208791208784
B1_Q_proxy,C0_none,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_pubmed_abstracts_val_loss,2.9515633478128223,2.9488284060222956,-2.9488284060222956,-680.1714174895875,0.3757783882783882
B1_Q_proxy,C0_none,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_uspto_backgrounds_val_loss,2.789410556367792,2.7857642650278676,-2.7857642650278676,-393.37913151997793,0.17706043956043954
B1_Q_proxy,C0_none,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_arxiv_val_loss,3.3219624633495877,3.304179518921564,-3.304179518921564,-117.03684518407505,0.10843894009216591
B1_Q_proxy,C0_none,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_freelaw_val_loss,3.5044599089098343,3.491913020465534,-3.491913020465534,-128.4152429792063,0.445084485407066
B1_Q_proxy,C0_none,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_pubmed_central_val_loss,3.4130040042367535,3.399788681350882,-3.399788681350882,-185.4715045633733,0.27923387096774194
B1_Q_proxy,C0_none,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_wikipedia_en_val_loss,3.889351764485749,3.8818142014621406,-3.8818142014621406,-283.9367315668317,-0.005256462570220174
B1_Q_proxy,C0_none,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_dm_mathematics_val_loss,2.588299090014352,2.554241141055656,-2.554241141055656,-36.366494770110016,0.18437980030721968
B1_Q_proxy,C0_none,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_github_val_loss,3.6390884604966693,3.6081624663308958,-3.6081624663308958,-177.06916554402255,0.48449500768049153
B1_Q_proxy,C0_none,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_stackexchange_val_loss,3.5748489901368847,3.5607170456121193,-3.5607170456121193,-356.4809913681516,0.38028490167991025
B1_Q_proxy,C0_none,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_gutenberg_pg_19_val_loss,3.6370697146805084,3.6309018903754486,-3.6309018903754486,-288.2455106935208,0.1597542242703533
B1_Q_proxy,C0_none,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_pile_cc_val_loss,3.8064212638606607,3.800490530857572,-3.800490530857572,-326.77149004864185,-0.18625192012288788
B1_Q_proxy,C0_none,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_ubuntu_irc_val_loss,4.329853004540358,4.318086497713365,-4.318086497713365,-194.25724999855564,0.040034562211981574
B1_Q_proxy,C0_none,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_hackernews_val_loss,3.5947062671050114,3.590240423048941,-3.590240423048941,-437.43066496037505,-0.13772081413210446
B1_Q_proxy,C0_none,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_pubmed_abstracts_val_loss,3.5822108842913156,3.5737598093933247,-3.5737598093933247,-277.0297569708123,0.4684619815668203
B1_Q_proxy,C0_none,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_uspto_backgrounds_val_loss,3.430015751594957,3.422351642034199,-3.422351642034199,-233.34832704614251,0.35381088965309
B1_Q_proxy,C0_none,A14_A15_est_70b,63,provided_estimates_extrapolation_audit,metric/the_pile_arxiv_val_loss,3.6788314030667033,3.6676017411437862,-3.6676017411437862,-235.38549445846627,0.1419930875576037
B1_Q_proxy,C0_none,A14_A15_est_70b,63,provided_estimates_extrapolation_audit,metric/the_pile_freelaw_val_loss,3.871106472478191,3.8620066712591843,-3.8620066712591843,-220.32702192899376,0.4608294930875576
B1_Q_proxy,C0_none,A14_A15_est_70b,63,provided_estimates_extrapolation_audit,metric/the_pile_pubmed_central_val_loss,3.7774299414822634,3.7675886813508805,-3.7675886813508805,-341.2347521616426,0.3187403993855607
B1_Q_proxy,C0_none,A14_A15_est_70b,63,provided_estimates_extrapolation_audit,metric/the_pile_wikipedia_en_val_loss,4.301279618734028,4.2953761062240465,-4.2953761062240465,-425.398075030574,-0.04411482334869432
B1_Q_proxy,C0_none,A14_A15_est_70b,63,provided_estimates_extrapolation_audit,metric/the_pile_dm_mathematics_val_loss,2.8638756512912678,2.84602685534137,-2.84602685534137,-77.53978721848114,0.1581221198156682
B1_Q_proxy,C0_none,A14_A15_est_70b,63,provided_estimates_extrapolation_audit,metric/the_pile_github_val_loss,4.02076261143562,3.990330720299149,-3.990330720299149,-342.6969036842958,0.4157546082949309
B1_Q_proxy,C0_none,A14_A15_est_70b,63,provided_estimates_extrapolation_audit,metric/the_pile_stackexchange_val_loss,3.9494969873263828,3.935983712278786,-3.935983712278786,-646.8384933819123,0.3058312431965044
B1_Q_proxy,C0_none,A14_A15_est_70b,63,provided_estimates_extrapolation_audit,metric/the_pile_gutenberg_pg_19_val_loss,4.019011438679923,4.014514588788146,-4.014514588788146,-435.7235018423363,0.17425115207373273
B1_Q_proxy,C0_none,A14_A15_est_70b,63,provided_estimates_extrapolation_audit,metric/the_pile_pile_cc_val_loss,4.214561841732445,4.209915927682968,-4.209915927682968,-463.71624139243755,-0.19863671274961597
B1_Q_proxy,C0_none,A14_A15_est_70b,63,provided_estimates_extrapolation_audit,metric/the_pile_ubuntu_irc_val_loss,4.806854189251103,4.7991388786657465,-4.7991388786657465,-350.28173810890036,-0.009864749721689164
B1_Q_proxy,C0_none,A14_A15_est_70b,63,provided_estimates_extrapolation_audit,metric/the_pile_hackernews_val_loss,3.981181360439184,3.9775356611441786,-3.9775356611441786,-608.3012537679929,-0.16685867895545317
B1_Q_proxy,C0_none,A14_A15_est_70b,63,provided_estimates_extrapolation_audit,metric/the_pile_pubmed_abstracts_val_loss,3.9672427776319923,3.960102666536182,-3.960102666536182,-424.75100825027783,0.45262096774193544
B1_Q_proxy,C0_none,A14_A15_est_70b,63,provided_estimates_extrapolation_audit,metric/the_pile_uspto_backgrounds_val_loss,3.794222816658134,3.7883944991770564,-3.7883944991770564,-365.96918700683676,0.35623934916533245
B1_Q_proxy,C1_global,A4_A5_train_1m,512,base_fit,metric/the_pile_arxiv_val_loss,0.9901031037145648,0.7996945908403048,-2.0816681711721685e-17,0.046472019574052004,0.24353790798342892
B1_Q_proxy,C1_global,A4_A5_train_1m,512,base_fit,metric/the_pile_freelaw_val_loss,0.7459823915823591,0.6294511294526204,-3.122502256758253e-17,0.09384870461450567,0.26064841040958564
B1_Q_proxy,C1_global,A4_A5_train_1m,512,base_fit,metric/the_pile_pubmed_central_val_loss,0.806584288792185,0.6988327112491131,-2.0816681711721685e-17,0.10426554198740401,0.3066932635527174
B1_Q_proxy,C1_global,A4_A5_train_1m,512,base_fit,metric/the_pile_wikipedia_en_val_loss,0.5191737251532098,0.42746430938607977,4.5102810375396984e-17,0.03635604129270964,0.2881452704249207
B1_Q_proxy,C1_global,A4_A5_train_1m,512,base_fit,metric/the_pile_dm_mathematics_val_loss,1.532805658112794,1.4434996851618989,1.3877787807814457e-17,0.0006934758226057047,0.1240072212494707
B1_Q_proxy,C1_global,A4_A5_train_1m,512,base_fit,metric/the_pile_github_val_loss,0.8535603208954357,0.6938217363566128,1.3183898417423734e-16,0.34631275037509257,0.6229596358189995
B1_Q_proxy,C1_global,A4_A5_train_1m,512,base_fit,metric/the_pile_stackexchange_val_loss,0.6760446695042307,0.5605203435920143,7.632783294297951e-17,0.2401809474534572,0.5206567538995892
B1_Q_proxy,C1_global,A4_A5_train_1m,512,base_fit,metric/the_pile_gutenberg_pg_19_val_loss,0.4332139138896424,0.35204677293353615,3.122502256758253e-17,0.008612506979843948,0.032850837853766836
B1_Q_proxy,C1_global,A4_A5_train_1m,512,base_fit,metric/the_pile_pile_cc_val_loss,0.320125789122992,0.2619862609239151,2.949029909160572e-17,0.0018701172160932034,0.17339438779597396
B1_Q_proxy,C1_global,A4_A5_train_1m,512,base_fit,metric/the_pile_ubuntu_irc_val_loss,1.0223541092146844,0.9236176416244652,0.0,0.010256165284172503,0.18074152275666336
B1_Q_proxy,C1_global,A4_A5_train_1m,512,base_fit,metric/the_pile_hackernews_val_loss,0.3391943387541944,0.279135061052503,5.0306980803327406e-17,0.01830107043624385,0.18622317423124018
B1_Q_proxy,C1_global,A4_A5_train_1m,512,base_fit,metric/the_pile_pubmed_abstracts_val_loss,0.5298139392711804,0.41834174982862593,-5.551115123125783e-17,0.17876298806988433,0.34495699866103613
B1_Q_proxy,C1_global,A4_A5_train_1m,512,base_fit,metric/the_pile_uspto_backgrounds_val_loss,0.5054107909575123,0.4361551533187591,2.2551405187698492e-17,0.0935501727537853,0.20768039176136688
B1_Q_proxy,C1_global,A6_A7_test_1m,256,paired_calibration_member,metric/the_pile_arxiv_val_loss,0.7774127037067345,0.6575576210347924,-0.18150700138301126,0.005550096231919155,0.2485744735637445
B1_Q_proxy,C1_global,A6_A7_test_1m,256,paired_calibration_member,metric/the_pile_freelaw_val_loss,0.7320850795918336,0.6110534526515785,0.01540252857637174,0.013291587377702418,0.14352612153810937
B1_Q_proxy,C1_global,A6_A7_test_1m,256,paired_calibration_member,metric/the_pile_pubmed_central_val_loss,0.7779655123515827,0.695746213505561,-0.10844242590578203,0.1343892582499413,0.3968485351338979
B1_Q_proxy,C1_global,A6_A7_test_1m,256,paired_calibration_member,metric/the_pile_wikipedia_en_val_loss,0.5362845393231743,0.4489032025798418,0.012326960206654407,0.036583296046693414,0.21392051956969554
B1_Q_proxy,C1_global,A6_A7_test_1m,256,paired_calibration_member,metric/the_pile_dm_mathematics_val_loss,1.5430988452368863,1.4595480788613475,-0.13148900980100497,-0.012698247420857012,0.008652580682078276
B1_Q_proxy,C1_global,A6_A7_test_1m,256,paired_calibration_member,metric/the_pile_github_val_loss,0.7827347855256043,0.6498504889036735,-0.15919509638400892,0.2781570975013571,0.6138168059052413
B1_Q_proxy,C1_global,A6_A7_test_1m,256,paired_calibration_member,metric/the_pile_stackexchange_val_loss,0.6056544639544421,0.5093676707553988,-0.09770678503806676,0.16813248476700704,0.48591568436713195
B1_Q_proxy,C1_global,A6_A7_test_1m,256,paired_calibration_member,metric/the_pile_gutenberg_pg_19_val_loss,0.44553408774490244,0.3733711460558257,-0.019560771954621647,0.013849879976120416,0.15040770199130235
B1_Q_proxy,C1_global,A6_A7_test_1m,256,paired_calibration_member,metric/the_pile_pile_cc_val_loss,0.32103140628721183,0.2608705937854347,0.006942605795941831,-0.003344544320872167,0.07527466239414052
B1_Q_proxy,C1_global,A6_A7_test_1m,256,paired_calibration_member,metric/the_pile_ubuntu_irc_val_loss,1.0090009030197047,0.9234746945908875,-0.055695924638366284,-0.023364229385499424,0.045961604486152434
B1_Q_proxy,C1_global,A6_A7_test_1m,256,paired_calibration_member,metric/the_pile_hackernews_val_loss,0.33801222453644036,0.2870935498511186,-0.009829711941641922,-0.010254721945738066,0.0814660105287251
B1_Q_proxy,C1_global,A6_A7_test_1m,256,paired_calibration_member,metric/the_pile_pubmed_abstracts_val_loss,0.5148396976460783,0.41451845425544287,-0.04326250964895278,0.185063482583381,0.3958056763561455
B1_Q_proxy,C1_global,A6_A7_test_1m,256,paired_calibration_member,metric/the_pile_uspto_backgrounds_val_loss,0.4822387843817978,0.40748993434901976,-0.02962639298968994,0.10620110322778276,0.28075432021057445
B1_Q_proxy,C1_global,A8_A9_test_60m,256,paired_calibration_member,metric/the_pile_arxiv_val_loss,0.6525210030516756,0.5579426502706032,-0.31573564856807085,-0.31095654400309924,0.213363326848249
B1_Q_proxy,C1_global,A8_A9_test_60m,256,paired_calibration_member,metric/the_pile_freelaw_val_loss,0.6601878203253767,0.5392297140446276,0.1317267209908619,-0.050350316791828664,0.14223578049896998
B1_Q_proxy,C1_global,A8_A9_test_60m,256,paired_calibration_member,metric/the_pile_pubmed_central_val_loss,0.611480480133661,0.5257777693506915,-0.3129023431358836,-0.15573084982431484,0.3990057793545433
B1_Q_proxy,C1_global,A8_A9_test_60m,256,paired_calibration_member,metric/the_pile_wikipedia_en_val_loss,0.5048257529031084,0.41480752345055655,0.11938683062338291,-0.016547579092630382,0.22001602197299153
B1_Q_proxy,C1_global,A8_A9_test_60m,256,paired_calibration_member,metric/the_pile_dm_mathematics_val_loss,0.7711001537670137,0.7136982298373392,0.026845686434559986,-0.007432415998611219,0.022827019913023574
B1_Q_proxy,C1_global,A8_A9_test_60m,256,paired_calibration_member,metric/the_pile_github_val_loss,1.2993421460970869,1.1884762214074815,-1.139428993337564,-2.585805030690682,0.6141865987640192
B1_Q_proxy,C1_global,A8_A9_test_60m,256,paired_calibration_member,metric/the_pile_stackexchange_val_loss,0.57791103148076,0.4892743634183625,-0.261493131560728,-0.07916609565943045,0.4802471961547264
B1_Q_proxy,C1_global,A8_A9_test_60m,256,paired_calibration_member,metric/the_pile_gutenberg_pg_19_val_loss,0.6061940543052876,0.48581443205361075,0.47095019331300464,-1.480656481267102,0.13165555619134814
B1_Q_proxy,C1_global,A8_A9_test_60m,256,paired_calibration_member,metric/the_pile_pile_cc_val_loss,0.5096823606487736,0.4251946576475695,0.4014105282249947,-1.6376539664953653,0.08582913710231173
B1_Q_proxy,C1_global,A8_A9_test_60m,256,paired_calibration_member,metric/the_pile_ubuntu_irc_val_loss,0.8787367294701276,0.6699490378957869,-0.5227765349411445,-0.5641664347072202,0.1062700274662394
B1_Q_proxy,C1_global,A8_A9_test_60m,256,paired_calibration_member,metric/the_pile_hackernews_val_loss,0.5646982447468575,0.4787628335339493,0.47319706315998783,-2.360762391530727,0.11232833600366215
B1_Q_proxy,C1_global,A8_A9_test_60m,256,paired_calibration_member,metric/the_pile_pubmed_abstracts_val_loss,0.496277880313761,0.38286626381105104,0.07384489338582151,0.17689707273387711,0.3980079823758296
B1_Q_proxy,C1_global,A8_A9_test_60m,256,paired_calibration_member,metric/the_pile_uspto_backgrounds_val_loss,0.4102853610867383,0.3491064920878207,0.053331200304600604,0.09909317619600466,0.2843721389333943
B1_Q_proxy,C1_global,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_arxiv_val_loss,0.7715449377435979,0.7619480515663752,-0.7619480515663752,-53.07925532100421,0.3063186813186813
B1_Q_proxy,C1_global,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_freelaw_val_loss,0.8265932571844372,0.8100121318407643,-0.8100121318407643,-34.59489678967761,0.22440476190476188
B1_Q_proxy,C1_global,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_pubmed_central_val_loss,0.927094528355045,0.9204434684627364,-0.9204434684627364,-312.0024555392983,0.5603479853479854
B1_Q_proxy,C1_global,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_wikipedia_en_val_loss,0.8645439247723012,0.8517790256179991,-0.8517790256179991,-28.857679241721694,0.4005494505494505
B1_Q_proxy,C1_global,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_dm_mathematics_val_loss,0.3157888213570173,0.24518007217501897,0.11477445339164835,-0.1284698243689919,0.1841575091575091
B1_Q_proxy,C1_global,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_github_val_loss,1.8515112952910937,1.8344505030160771,-1.8344505030160771,-236.93812204830942,0.5547619047619047
B1_Q_proxy,C1_global,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_stackexchange_val_loss,0.9872075822209457,0.9719322006031921,-0.9719322006031921,-57.38917156678713,0.433058608058608
B1_Q_proxy,C1_global,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_gutenberg_pg_19_val_loss,0.2917955382645472,0.2177326048529991,-0.165986980662502,-0.45401621901641454,0.1624084249084249
B1_Q_proxy,C1_global,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_pile_cc_val_loss,0.3008985268933291,0.2861940492562077,-0.284136608949276,-7.917070646602822,0.20380036630036627
B1_Q_proxy,C1_global,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_ubuntu_irc_val_loss,1.5181433525470633,1.4602587492086334,-1.4602587492086334,-11.892014160114007,0.20650183150183146
B1_Q_proxy,C1_global,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_hackernews_val_loss,0.2792843457103059,0.249252669317886,0.2021356000561479,-1.012248231844429,0.23791208791208784
B1_Q_proxy,C1_global,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_pubmed_abstracts_val_loss,0.5029639157615277,0.4866574489002775,-0.4866574489002775,-18.779980355843787,0.3757783882783882
B1_Q_proxy,C1_global,A10_A11_test_1b,64,external_retrospective_evaluation,metric/the_pile_uspto_backgrounds_val_loss,0.35361185018501534,0.3235933079058494,-0.3235933079058494,-5.337860373358194,0.17706043956043954
B1_Q_proxy,C1_global,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_arxiv_val_loss,0.3439263903979716,0.29079482011562896,-0.02128490942553931,-0.26519991821382516,0.10843894009216591
B1_Q_proxy,C1_global,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_freelaw_val_loss,0.3625898602882001,0.3015316739959828,-0.2090184109695091,-0.3853979800428462,0.445084485407066
B1_Q_proxy,C1_global,A12_A13_est_10b,63,provided_estimates_extrapolation_audit,metric/the_pile_pubmed_central_val_loss,0.32202092964488666,0.27165763341180255,-0.11689407185485702,-0.6599961403080286,0.27923387096774194
