axis,direction_id,to_index,from_index,to_domain,from_domain,step_kind,swap_fraction,swap_pp,simplex_feasible,training_hull_supported,slope_quality,slope_residual,observed_joint_row,delta_loss,delta_quality,delta_residual,min_convex_weight,status
quality_score_soft_proxy_0_1,00_from_03,0,3,arxiv,pubmed_central,fixed,0.02,2.0,True,True,0.07977109059422467,0.06090701166672252,False,0.002813562045218987,0.0015954218118845028,0.0012181402333344346,0.0016097310587373883,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_03,0,3,arxiv,pubmed_central,fixed,0.05,5.0,True,True,0.07977109059422467,0.06090701166672252,False,0.007033905113047467,0.003988554529711277,0.0030453505833361524,0.0010946401468434708,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_03,0,3,arxiv,pubmed_central,fraction_of_safe_limit_0.25,0.028154162285019428,2.8154162285019426,True,True,0.07977109059422467,0.06090701166672252,False,0.003960674121003649,0.0022458882302428024,0.0017147858907605035,0.0014697265625,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_03,0,3,arxiv,pubmed_central,fraction_of_safe_limit_0.5,0.056308324570038856,5.630832457003885,True,True,0.07977109059422467,0.06090701166672252,False,0.00792134824200641,0.004491776460485605,0.0034295717815209514,0.000986328125,SUPPORTED_CONDITIONAL_SCENARIO
quality_score_soft_proxy_0_1,00_from_03,0,3,arxiv,pubmed_central,fraction_of_safe_limit_1.0,0.11261664914007771,11.26166491400777,True,True,0.07977109059422467,0.06090701166672252,False,0.01584269648401282,0.00898355292097117,0.006859143563041875,1.9531250000000017e-05,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_04,0,4,arxiv,wikipedia_en,fixed,0.001,0.1,True,True,-0.07194892485130078,0.22512856591072472,False,0.00015317964105943105,-7.194892485134801e-05,0.0002251285659107565,0.001927110304010377,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_04,0,4,arxiv,wikipedia_en,fixed,0.005,0.5,True,True,-0.07194892485130078,0.22512856591072472,False,0.0007658982052971552,-0.0003597446242565391,0.001125642829553639,0.0018230515200518857,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_04,0,4,arxiv,wikipedia_en,fixed,0.01,1.0,True,True,-0.07194892485130078,0.22512856591072472,False,0.0015317964105943105,-0.0007194892485127968,0.002251285659107132,0.0016929780401037714,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_04,0,4,arxiv,wikipedia_en,fixed,0.02,2.0,True,True,-0.07194892485130078,0.22512856591072472,False,0.003063592821188621,-0.0014389784970258348,0.004502571318214393,0.001432831080207543,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_04,0,4,arxiv,wikipedia_en,fixed,0.05,5.0,True,True,-0.07194892485130078,0.22512856591072472,False,0.007658982052971108,-0.0035974462425650295,0.011256428295536244,0.000652390200518857,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_04,0,4,arxiv,wikipedia_en,fraction_of_safe_limit_0.25,0.018581744629759478,1.8581744629759478,True,True,-0.07194892485130078,0.22512856591072472,False,0.0028463449726445766,-0.0013369365479724115,0.004183281520616938,0.0014697265625,SUPPORTED_CONDITIONAL_SCENARIO
Q_A_topsis_0_1,00_from_04,0,4,arxiv,wikipedia_en,fraction_of_safe_limit_0.5,0.037163489259518956,3.7163489259518956,True,True,-0.07194892485130078,0.22512856591072472,False,0.005692689945289153,-0.002673873095945064,0.008366563041234025,0.000986328125,SUPPORTED_CONDITIONAL_SCENARIO
