axis,donor_index,to1_index,to2_index,step,pure_baseline_outside_training_hull,baseline_training_domain_max,any_corner_clipped,interaction_loss,clip_only_interaction,nonzero_interaction,observed_joint_row,is_empirical_complementarity_evidence
Q_A_topsis_0_1,0,2,3,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,2,3,0.25,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,2,3,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,2,4,0.1,True,0.903096903096903,False,-4.440892098500626e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,2,4,0.25,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,2,4,0.4,True,0.903096903096903,False,0.0,-2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,2,5,0.1,True,0.903096903096903,False,-4.440892098500626e-16,2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,2,5,0.25,True,0.903096903096903,False,-8.881784197001252e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,2,5,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,2,6,0.1,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,2,6,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,2,6,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,2,7,0.1,True,0.903096903096903,False,-4.440892098500626e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,2,7,0.25,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,2,7,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-3.617059513858019e-16,False,False,False
Q_A_topsis_0_1,0,2,8,0.1,True,0.903096903096903,False,0.0,2.4113730092386794e-16,False,False,False
Q_A_topsis_0_1,0,2,8,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,2,8,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,2,9,0.1,True,0.903096903096903,False,-4.440892098500626e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,2,9,0.25,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,2,9,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-3.215164012318239e-16,False,False,False
Q_A_topsis_0_1,0,2,10,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,2,10,0.25,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,2,10,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,2,11,0.1,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,2,11,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,2,11,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,2,12,0.1,True,0.903096903096903,False,-4.440892098500626e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,2,12,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,2,12,0.4,True,0.903096903096903,False,-4.440892098500626e-16,2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,2,13,0.1,True,0.903096903096903,False,4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,2,13,0.25,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,2,13,0.4,True,0.903096903096903,False,-4.440892098500626e-16,2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,2,14,0.1,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,2,14,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,2,14,0.4,True,0.903096903096903,False,-4.440892098500626e-16,2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,2,15,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,2,15,0.25,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,2,15,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,2,16,0.1,True,0.903096903096903,False,4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,2,16,0.25,True,0.903096903096903,False,-4.440892098500626e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,2,16,0.4,True,0.903096903096903,False,0.0,2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,3,4,0.1,True,0.903096903096903,False,4.440892098500626e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,4,0.25,True,0.903096903096903,False,4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,3,4,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,3,5,0.1,True,0.903096903096903,False,0.0,2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,3,5,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-3.215164012318239e-16,False,False,False
Q_A_topsis_0_1,0,3,5,0.4,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,6,0.1,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,6,0.25,True,0.903096903096903,False,0.0,-3.617059513858019e-16,False,False,False
Q_A_topsis_0_1,0,3,6,0.4,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,7,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,3,7,0.25,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,7,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,8,0.1,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,8,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-3.617059513858019e-16,False,False,False
Q_A_topsis_0_1,0,3,8,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,3,9,0.1,True,0.903096903096903,False,4.440892098500626e-16,2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,3,9,0.25,True,0.903096903096903,False,0.0,-2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,3,9,0.4,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,10,0.1,True,0.903096903096903,False,4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,10,0.25,True,0.903096903096903,False,4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,10,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,3,11,0.1,True,0.903096903096903,False,4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,3,11,0.25,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,11,0.4,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,12,0.1,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,12,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,12,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,13,0.1,True,0.903096903096903,False,4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,3,13,0.25,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,13,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,14,0.1,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,14,0.25,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,14,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,15,0.1,True,0.903096903096903,False,4.440892098500626e-16,2.4113730092386794e-16,False,False,False
Q_A_topsis_0_1,0,3,15,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-3.617059513858019e-16,False,False,False
Q_A_topsis_0_1,0,3,15,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,16,0.1,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,3,16,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-3.215164012318239e-16,False,False,False
Q_A_topsis_0_1,0,3,16,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,4,5,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,4,5,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,4,5,0.4,True,0.903096903096903,False,4.440892098500626e-16,-2.4113730092386794e-16,False,False,False
Q_A_topsis_0_1,0,4,6,0.1,True,0.903096903096903,False,-4.440892098500626e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,6,0.25,True,0.903096903096903,False,4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,4,6,0.4,True,0.903096903096903,False,8.881784197001252e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,7,0.1,True,0.903096903096903,False,-4.440892098500626e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,7,0.25,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,7,0.4,True,0.903096903096903,False,0.0,-3.215164012318239e-16,False,False,False
Q_A_topsis_0_1,0,4,8,0.1,True,0.903096903096903,False,4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,4,8,0.25,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,4,8,0.4,True,0.903096903096903,False,0.0,-2.4113730092386794e-16,False,False,False
Q_A_topsis_0_1,0,4,9,0.1,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,9,0.25,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,4,9,0.4,True,0.903096903096903,False,0.0,-2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,4,10,0.1,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,10,0.25,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,4,10,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,4,11,0.1,True,0.903096903096903,False,4.440892098500626e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,11,0.25,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,4,11,0.4,True,0.903096903096903,False,0.0,-3.215164012318239e-16,False,False,False
Q_A_topsis_0_1,0,4,12,0.1,True,0.903096903096903,False,-4.440892098500626e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,12,0.25,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,12,0.4,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,13,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,4,13,0.25,True,0.903096903096903,False,0.0,2.4113730092386794e-16,False,False,False
Q_A_topsis_0_1,0,4,13,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,4,14,0.1,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,14,0.25,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,14,0.4,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,15,0.1,True,0.903096903096903,False,4.440892098500626e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,4,15,0.25,True,0.903096903096903,False,4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,4,15,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,4,16,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,4,16,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,4,16,0.4,True,0.903096903096903,False,8.881784197001252e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,5,6,0.1,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,5,6,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,5,6,0.4,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,5,7,0.1,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,5,7,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,5,7,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,5,8,0.1,True,0.903096903096903,False,0.0,2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,5,8,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,5,8,0.4,True,0.903096903096903,False,0.0,-2.4113730092386794e-16,False,False,False
Q_A_topsis_0_1,0,5,9,0.1,True,0.903096903096903,False,0.0,2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,5,9,0.25,True,0.903096903096903,False,0.0,-2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,5,9,0.4,True,0.903096903096903,False,4.440892098500626e-16,-2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,5,10,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,5,10,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,5,10,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,5,11,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,5,11,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,5,11,0.4,True,0.903096903096903,False,0.0,-2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,5,12,0.1,True,0.903096903096903,False,-8.881784197001252e-16,2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,5,12,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,5,12,0.4,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,5,13,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,5,13,0.25,True,0.903096903096903,False,-4.440892098500626e-16,2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,5,13,0.4,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,5,14,0.1,True,0.903096903096903,False,-4.440892098500626e-16,2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,5,14,0.25,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,5,14,0.4,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,5,15,0.1,True,0.903096903096903,False,4.440892098500626e-16,2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,5,15,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-3.215164012318239e-16,False,False,False
Q_A_topsis_0_1,0,5,15,0.4,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,5,16,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,5,16,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,5,16,0.4,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,7,0.1,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,7,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,7,0.4,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,8,0.1,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,8,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,8,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,6,9,0.1,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,6,9,0.25,True,0.903096903096903,False,0.0,-2.813268510778459e-16,False,False,False
Q_A_topsis_0_1,0,6,9,0.4,True,0.903096903096903,False,8.881784197001252e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,6,10,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,6,10,0.25,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,10,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,6,11,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,6,11,0.25,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,6,11,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,6,12,0.1,True,0.903096903096903,False,-8.881784197001252e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,6,12,0.25,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,12,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,6,13,0.1,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,6,13,0.25,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,13,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,6,14,0.1,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,6,14,0.25,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,14,0.4,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,6,15,0.1,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,15,0.25,True,0.903096903096903,False,0.0,-3.617059513858019e-16,False,False,False
Q_A_topsis_0_1,0,6,15,0.4,True,0.903096903096903,False,-4.440892098500626e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,16,0.1,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,16,0.25,True,0.903096903096903,False,0.0,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,6,16,0.4,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,7,8,0.1,True,0.903096903096903,False,0.0,-0.0,False,False,False
Q_A_topsis_0_1,0,7,8,0.25,True,0.903096903096903,False,-8.881784197001252e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,7,8,0.4,True,0.903096903096903,False,-8.881784197001252e-16,-3.215164012318239e-16,False,False,False
Q_A_topsis_0_1,0,7,9,0.1,True,0.903096903096903,False,-4.440892098500626e-16,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,7,9,0.25,True,0.903096903096903,False,-4.440892098500626e-16,-0.0,False,False,False
Q_A_topsis_0_1,0,7,9,0.4,True,0.903096903096903,False,0.0,-3.617059513858019e-16,False,False,False
Q_A_topsis_0_1,0,7,10,0.1,True,0.903096903096903,False,0.0,4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,7,10,0.25,True,0.903096903096903,False,0.0,2.4113730092386794e-16,False,False,False
Q_A_topsis_0_1,0,7,10,0.4,True,0.903096903096903,False,-4.440892098500626e-16,-4.018955015397799e-17,False,False,False
Q_A_topsis_0_1,0,7,11,0.1,True,0.903096903096903,False,-4.440892098500626e-16,-2.4113730092386794e-16,False,False,False
Q_A_topsis_0_1,0,7,11,0.25,True,0.903096903096903,False,0.0,2.4113730092386794e-16,False,False,False
Q_A_topsis_0_1,0,7,11,0.4,True,0.903096903096903,False,-8.881784197001252e-16,-3.215164012318239e-16,False,False,False
