axis,donor_index,to1_index,to2_index,step,minimum_corner_weight,loss00,loss10,loss01,loss11,interaction_loss,complementarity_benefit,all_corners_training_hull_supported,is_empirical_complementarity_evidence
Q_A_topsis_0_1,1,2,7,0.00032512013752439566,0.0018479132752440052,2.3855781852659437,2.3847885491351004,2.3841006381510907,2.383311002020247,-4.440892098500626e-16,4.440892098500626e-16,True,False
Q_A_topsis_0_1,1,2,8,0.0005185409886154928,0.0018467702442224532,2.3855781852659437,2.3843187778879456,2.3853497314532444,2.3840903240752462,0.0,-0.0,True,False
Q_A_topsis_0_1,1,2,9,0.00019897370378367123,0.0018619081854491892,2.3855781852659437,2.3850949275176183,2.384634656585478,2.3841513988371528,0.0,-0.0,True,False
Q_A_topsis_0_1,1,2,10,0.0005080683193920412,0.0018440893837239187,2.3855781852659437,2.3843442134025468,2.385334735481854,2.384100763618457,0.0,-0.0,True,False
Q_A_topsis_0_1,1,2,11,0.0005184620576680059,0.0018475021034945872,2.3855781852659437,2.384318969591629,2.3854302965435026,2.384171080869188,0.0,-0.0,True,False
Q_A_topsis_0_1,1,2,12,0.0004630433720416467,0.0018472055849806622,2.3855781852659437,2.3844535678260774,2.384433742327564,2.3833091248876976,0.0,-0.0,True,False
Q_A_topsis_0_1,1,2,13,0.00047127823579111075,0.0018335159300876451,2.3855781852659437,2.384433567385629,2.3848957830142434,2.383751165133929,0.0,-0.0,True,False
Q_A_topsis_0_1,1,2,14,0.00045882315087658783,0.00185965194934456,2.3855781852659437,2.3844638176959796,2.3845804800298747,2.38346611245991,-4.440892098500626e-16,4.440892098500626e-16,True,False
Q_A_topsis_0_1,1,2,15,0.0004884232878526409,0.0018511861858302287,2.3855781852659437,2.384391926308961,2.385338029712441,2.384151770755458,-4.440892098500626e-16,4.440892098500626e-16,True,False
Q_A_topsis_0_1,1,2,16,0.0005121654783729103,0.0018487848645633825,2.3855781852659437,2.384334262420151,2.3854337882796575,2.3841898654338647,0.0,-0.0,True,False
