mapping_id,grid,N_params_B,D_tokens_B,anchor,Q_A,mapped_q,L_m1_frozen,epsilon_q,q_in_B6_fitted_range,epsilon_q_valid
M1_linear_normalization,cell_33,4.0,300.0,ALL_p50,53.29782328546341,0.5796804095691707,2.270817488794181,-0.09247231119434898,True,True
M1_linear_normalization,cell_33,4.0,300.0,ALL_p75,58.24080169435776,0.6241672152492199,2.254702257544997,-0.10028063438616458,True,True
M1_linear_normalization,cell_33,4.0,300.0,ALL_p95,68.9340289627691,0.7204062606649219,2.2198399101957853,-0.11756042356438443,True,True
M1_linear_normalization,cell_33,4.0,300.0,ALL_p99,75.06870741496967,0.7756183667347271,2.199839466390749,-0.12772103064127452,True,True
M1_linear_normalization,cell_33,4.0,300.0,ALL_min,20.573683268650814,0.28516314941785736,2.3775056108488295,-0.043448738443909084,True,True
M1_linear_normalization,cell_33,4.0,300.0,ALL_max,88.69887391735354,0.8982898652561818,2.155402030703076,-0.15097099981589354,True,True
M1_linear_normalization,cell_33,4.0,300.0,domain::arxiv::mean,63.53173283056447,0.6717855954750802,2.2374526214490644,-0.10876324553270644,True,True
M1_linear_normalization,cell_33,4.0,300.0,domain::book::mean,56.03252048079162,0.6042926843271246,2.261901755393463,-0.0967785070099056,True,True
M1_linear_normalization,cell_33,4.0,300.0,domain::c4::mean,66.00211266187863,0.6940190139569077,2.2293986226326195,-0.1127688001143689,True,True
M1_linear_normalization,cell_33,4.0,300.0,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,2.234831473593579,-0.1100636712863298,True,True
M1_linear_normalization,cell_33,4.0,300.0,domain::github::mean,51.68987795824728,0.5652089016242255,2.2760597554278985,-0.08995610698153049,True,True
M1_linear_normalization,cell_33,4.0,300.0,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,2.2444420898754363,-0.10531042056033108,True,True
M1_linear_normalization,cell_33,4.0,300.0,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,2.2453776655071,-0.10484987376199681,True,True
M1_linear_normalization,cell_34,4.0,600.0,ALL_p01,37.836087196915436,0.4405247847722389,2.2745152333220404,-0.07015955356210223,True,True
M1_linear_normalization,cell_34,4.0,600.0,ALL_p05,42.88931989600419,0.48600387906403775,2.2580405480684647,-0.0779674478141004,True,True
M1_linear_normalization,cell_34,4.0,600.0,ALL_p25,49.31734182463843,0.5438560764217459,2.2370837379662056,-0.08806575514022451,True,True
M1_linear_normalization,cell_34,4.0,600.0,ALL_mean,54.23226387916365,0.588090374912473,2.221059976798674,-0.09591556828217611,True,True
M1_linear_normalization,cell_34,4.0,600.0,ALL_p50,53.29782328546341,0.5796804095691707,2.22410646517277,-0.0944144287953561,True,True
M1_linear_normalization,cell_34,4.0,600.0,ALL_p75,58.24080169435776,0.6241672152492199,2.2079912339235856,-0.10240211521888438,True,True
M1_linear_normalization,cell_34,4.0,600.0,ALL_p95,68.9340289627691,0.7204062606649219,2.173128886574374,-0.12008736421479169,True,True
M1_linear_normalization,cell_34,4.0,600.0,ALL_p99,75.06870741496967,0.7756183667347271,2.153128442769338,-0.13049187327227063,True,True
M1_linear_normalization,cell_34,4.0,600.0,ALL_min,20.573683268650814,0.28516314941785736,2.3307945872274183,-0.04431948658228887,True,True
M1_linear_normalization,cell_34,4.0,600.0,ALL_max,88.69887391735354,0.8982898652561818,2.108691007081665,-0.1543152593185259,True,True
M1_linear_normalization,cell_34,4.0,600.0,domain::arxiv::mean,63.53173283056447,0.6717855954750802,2.190741597827653,-0.11108229700653494,True,True
M1_linear_normalization,cell_34,4.0,600.0,domain::book::mean,56.03252048079162,0.6042926843271246,2.2151907317720516,-0.09881924465933063,True,True
M1_linear_normalization,cell_34,4.0,600.0,domain::c4::mean,66.00211266187863,0.6940190139569077,2.1826875990112082,-0.11518213039960384,True,True
M1_linear_normalization,cell_34,4.0,600.0,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,2.1881204499721676,-0.11241326166165873,True,True
M1_linear_normalization,cell_34,4.0,600.0,domain::github::mean,51.68987795824728,0.5652089016242255,2.2293487318064873,-0.09184093629430451,True,True
M1_linear_normalization,cell_34,4.0,600.0,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,2.197731066254025,-0.10754870968401305,True,True
M1_linear_normalization,cell_34,4.0,600.0,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,2.198666641885689,-0.10707742605969217,True,True
M1_linear_normalization,cell_35,6.9,10.0,ALL_p01,37.836087196915436,0.4405247847722389,2.6936527820219602,-0.05924259221720811,True,True
M1_linear_normalization,cell_35,6.9,10.0,ALL_p05,42.88931989600419,0.48600387906403775,2.6771780967683845,-0.06576090653295148,True,True
M1_linear_normalization,cell_35,6.9,10.0,ALL_p25,49.31734182463843,0.5438560764217459,2.6562212866661254,-0.07416944878985653,True,True
M1_linear_normalization,cell_35,6.9,10.0,ALL_mean,54.23226387916365,0.588090374912473,2.6401975254985937,-0.08068874688578871,True,True
M1_linear_normalization,cell_35,6.9,10.0,ALL_p50,53.29782328546341,0.5796804095691707,2.64324401387269,-0.07944319192146274,True,True
M1_linear_normalization,cell_35,6.9,10.0,ALL_p75,58.24080169435776,0.6241672152492199,2.6271287826235055,-0.08606467038617673,True,True
M1_linear_normalization,cell_35,6.9,10.0,ALL_p95,68.9340289627691,0.7204062606649219,2.592266435274294,-0.10067071676609053,True,True
M1_linear_normalization,cell_35,6.9,10.0,ALL_p99,75.06870741496967,0.7756183667347271,2.5722659914692576,-0.10922889188932303,True,True
M1_linear_normalization,cell_35,6.9,10.0,ALL_min,20.573683268650814,0.28516314941785736,2.749932135927338,-0.03756442498529593,True,True
M1_linear_normalization,cell_35,6.9,10.0,ALL_max,88.69887391735354,0.8982898652561818,2.5278285557815847,-0.12872835020246798,True,True
M1_linear_normalization,cell_35,6.9,10.0,domain::arxiv::mean,63.53173283056447,0.6717855954750802,2.609879146527573,-0.09324286496493192,True,True
M1_linear_normalization,cell_35,6.9,10.0,domain::book::mean,56.03252048079162,0.6042926843271246,2.6343282804719714,-0.08309650566817164,True,True
M1_linear_normalization,cell_35,6.9,10.0,domain::c4::mean,66.00211266187863,0.6940190139569077,2.601825147711128,-0.09662701887253035,True,True
M1_linear_normalization,cell_35,6.9,10.0,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,2.6072579986720874,-0.09434193195120143,True,True
M1_linear_normalization,cell_35,6.9,10.0,domain::github::mean,51.68987795824728,0.5652089016242255,2.648486280506407,-0.07730660202494216,True,True
M1_linear_normalization,cell_35,6.9,10.0,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,2.616868614953945,-0.09032289166426126,True,True
M1_linear_normalization,cell_35,6.9,10.0,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,2.6178041905856086,-0.08993322175244928,True,True
M1_linear_normalization,cell_36,6.9,50.0,ALL_p01,37.836087196915436,0.4405247847722389,2.442591198751341,-0.06533183834513624,True,True
M1_linear_normalization,cell_36,6.9,50.0,ALL_p05,42.88931989600419,0.48600387906403775,2.426116513497765,-0.07256603613807142,True,True
M1_linear_normalization,cell_36,6.9,50.0,ALL_p25,49.31734182463843,0.5438560764217459,2.405159703395506,-0.08191159548273601,True,True
M1_linear_normalization,cell_36,6.9,50.0,ALL_mean,54.23226387916365,0.588090374912473,2.3891359422279743,-0.08916789794086724,True,True
M1_linear_normalization,cell_36,6.9,50.0,ALL_p50,53.29782328546341,0.5796804095691707,2.3921824306020705,-0.08778082256732209,True,True
M1_linear_normalization,cell_36,6.9,50.0,ALL_p75,58.24080169435776,0.6241672152492199,2.376067199352886,-0.09515849248712667,True,True
M1_linear_normalization,cell_36,6.9,50.0,ALL_p95,68.9340289627691,0.7204062606649219,2.3412048520036746,-0.11146624775888343,True,True
M1_linear_normalization,cell_36,6.9,50.0,ALL_p99,75.06870741496967,0.7756183667347271,2.3212044081986383,-0.12104309422314953,True,True
M1_linear_normalization,cell_36,6.9,50.0,ALL_min,20.573683268650814,0.28516314941785736,2.4988705526567188,-0.04133852364816267,True,True
M1_linear_normalization,cell_36,6.9,50.0,ALL_max,88.69887391735354,0.8982898652561818,2.2767669725109654,-0.14292336611927176,True,True
M1_linear_normalization,cell_36,6.9,50.0,domain::arxiv::mean,63.53173283056447,0.6717855954750802,2.3588175632569537,-0.10316720234118126,True,True
M1_linear_normalization,cell_36,6.9,50.0,domain::book::mean,56.03252048079162,0.6042926843271246,2.383266697201352,-0.09185017990102423,True,True
M1_linear_normalization,cell_36,6.9,50.0,domain::c4::mean,66.00211266187863,0.6940190139569077,2.3507635644405087,-0.10694678590985522,True,True
M1_linear_normalization,cell_36,6.9,50.0,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,2.356196415401468,-0.10439441936254566,True,True
M1_linear_normalization,cell_36,6.9,50.0,domain::github::mean,51.68987795824728,0.5652089016242255,2.3974246972357878,-0.08540225479936789,True,True
M1_linear_normalization,cell_36,6.9,50.0,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,2.3658070316833255,-0.09990803867038675,True,True
M1_linear_normalization,cell_36,6.9,50.0,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,2.3667426073149893,-0.09947324396357289,True,True
M1_linear_normalization,cell_37,6.9,150.0,ALL_p01,37.836087196915436,0.4405247847722389,2.326271708469298,-0.06859859609653214,True,True
M1_linear_normalization,cell_37,6.9,150.0,ALL_p05,42.88931989600419,0.48600387906403775,2.3097970232157223,-0.07622040240944938,True,True
M1_linear_normalization,cell_37,6.9,150.0,ALL_p25,49.31734182463843,0.5438560764217459,2.2888402131134633,-0.08607436533453798,True,True
M1_linear_normalization,cell_37,6.9,150.0,ALL_mean,54.23226387916365,0.588090374912473,2.2728164519459315,-0.09373138322764553,True,True
M1_linear_normalization,cell_37,6.9,150.0,ALL_p50,53.29782328546341,0.5796804095691707,2.2758629403200277,-0.09226730563125103,True,True
M1_linear_normalization,cell_37,6.9,150.0,ALL_p75,58.24080169435776,0.6241672152492199,2.2597477090708433,-0.10005673280735312,True,True
M1_linear_normalization,cell_37,6.9,150.0,ALL_p95,68.9340289627691,0.7204062606649219,2.2248853617216318,-0.11729382761806874,True,True
M1_linear_normalization,cell_37,6.9,150.0,ALL_p99,75.06870741496967,0.7756183667347271,2.2048849179165955,-0.12742876583248774,True,True
M1_linear_normalization,cell_37,6.9,150.0,ALL_min,20.573683268650814,0.28516314941785736,2.382551062374676,-0.04335672845212346,True,True
M1_linear_normalization,cell_37,6.9,150.0,ALL_max,88.69887391735354,0.8982898652561818,2.1604474822289226,-0.15061842616268267,True,True
M1_linear_normalization,cell_37,6.9,150.0,domain::arxiv::mean,63.53173283056447,0.6717855954750802,2.242498072974911,-0.10851853643362525,True,True
M1_linear_normalization,cell_37,6.9,150.0,domain::book::mean,56.03252048079162,0.6042926843271246,2.2669472069193093,-0.09656311105168837,True,True
M1_linear_normalization,cell_37,6.9,150.0,domain::c4::mean,66.00211266187863,0.6940190139569077,2.234444074158466,-0.1125141642874153,True,True
M1_linear_normalization,cell_37,6.9,150.0,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,2.2398769251194253,-0.10981574654010641,True,True
M1_linear_normalization,cell_37,6.9,150.0,domain::github::mean,51.68987795824728,0.5652089016242255,2.281105206953745,-0.08975713800112328,True,True
M1_linear_normalization,cell_37,6.9,150.0,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,2.2494875414012827,-0.10507421626387488,True,True
M1_linear_normalization,cell_37,6.9,150.0,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,2.2504231170329465,-0.10461480021002639,True,True
M1_linear_normalization,cell_38,6.9,300.0,ALL_p01,37.836087196915436,0.4405247847722389,2.269445125242304,-0.07031629518825103,True,True
M1_linear_normalization,cell_38,6.9,300.0,ALL_p05,42.88931989600419,0.48600387906403775,2.252970439988728,-0.0781429065685085,True,True
M1_linear_normalization,cell_38,6.9,300.0,ALL_p25,49.31734182463843,0.5438560764217459,2.232013629886469,-0.08826580001929958,True,True
M1_linear_normalization,cell_38,6.9,300.0,ALL_mean,54.23226387916365,0.588090374912473,2.215989868718937,-0.09613501978084255,True,True
M1_linear_normalization,cell_38,6.9,300.0,ALL_p50,53.29782328546341,0.5796804095691707,2.2190363570930334,-0.0946301491717929,True,True
M1_linear_normalization,cell_38,6.9,300.0,ALL_p75,58.24080169435776,0.6241672152492199,2.202921125843849,-0.10263779764330823,True,True
M1_linear_normalization,cell_38,6.9,300.0,ALL_p95,68.9340289627691,0.7204062606649219,2.1680587784946375,-0.12036819420040787,True,True
M1_linear_normalization,cell_38,6.9,300.0,ALL_p99,75.06870741496967,0.7756183667347271,2.148058334689601,-0.1307998760347344,True,True
M1_linear_normalization,cell_38,6.9,300.0,ALL_min,20.573683268650814,0.28516314941785736,2.3257244791476817,-0.044416103610240946,True,True
M1_linear_normalization,cell_38,6.9,300.0,ALL_max,88.69887391735354,0.8982898652561818,2.1036208990019283,-0.1546871870948038,True,True
M1_linear_normalization,cell_38,6.9,300.0,domain::arxiv::mean,63.53173283056447,0.6717855954750802,2.1856714897479166,-0.11133997491202542,True,True
M1_linear_normalization,cell_38,6.9,300.0,domain::book::mean,56.03252048079162,0.6042926843271246,2.210120623692315,-0.09904594009188296,True,True
M1_linear_normalization,cell_38,6.9,300.0,domain::c4::mean,66.00211266187863,0.6940190139569077,2.1776174909314716,-0.11545030690553855,True,True
M1_linear_normalization,cell_38,6.9,300.0,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,2.183050341892431,-0.1126743401055604,True,True
M1_linear_normalization,cell_38,6.9,300.0,domain::github::mean,51.68987795824728,0.5652089016242255,2.2242786237267507,-0.09205028213263126,True,True
M1_linear_normalization,cell_38,6.9,300.0,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,2.1926609581742884,-0.10779739545547322,True,True
M1_linear_normalization,cell_38,6.9,300.0,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,2.193596533805952,-0.10732491647766831,True,True
M1_linear_normalization,cell_39,6.9,600.0,ALL_p01,37.836087196915436,0.4405247847722389,2.2227341016208926,-0.07179400056160778,True,True
M1_linear_normalization,cell_39,6.9,600.0,ALL_p05,42.88931989600419,0.48600387906403775,2.206259416367317,-0.07979735170197218,True,True
M1_linear_normalization,cell_39,6.9,600.0,ALL_p25,49.31734182463843,0.5438560764217459,2.185302606265058,-0.09015248878169067,True,True
M1_linear_normalization,cell_39,6.9,600.0,ALL_mean,54.23226387916365,0.588090374912473,2.169278845097526,-0.09820509260249766,True,True
M1_linear_normalization,cell_39,6.9,600.0,ALL_p50,53.29782328546341,0.5796804095691707,2.172325333471622,-0.09666496001027683,True,True
M1_linear_normalization,cell_39,6.9,600.0,ALL_p75,58.24080169435776,0.6241672152492199,2.156210102222438,-0.10486128995754265,True,True
M1_linear_normalization,cell_39,6.9,600.0,ALL_p95,68.9340289627691,0.7204062606649219,2.1213477548732262,-0.12301864203464233,True,True
M1_linear_normalization,cell_39,6.9,600.0,ALL_p99,75.06870741496967,0.7756183667347271,2.10134731106819,-0.13370743732503357,True,True
M1_linear_normalization,cell_39,6.9,600.0,ALL_min,20.573683268650814,0.28516314941785736,2.2790134555262704,-0.04532646316072018,True,True
M1_linear_normalization,cell_39,6.9,600.0,ALL_max,88.69887391735354,0.8982898652561818,2.056909875380517,-0.15820002785501375,True,True
M1_linear_normalization,cell_39,6.9,600.0,domain::arxiv::mean,63.53173283056447,0.6717855954750802,2.1389604661265054,-0.1137714383637746,True,True
M1_linear_normalization,cell_39,6.9,600.0,domain::book::mean,56.03252048079162,0.6042926843271246,2.1634096000709038,-0.10118447975958399,True,True
M1_linear_normalization,cell_39,6.9,600.0,domain::c4::mean,66.00211266187863,0.6940190139569077,2.1309064673100604,-0.11798106181932479,True,True
M1_linear_normalization,cell_39,6.9,600.0,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,2.1363393182710197,-0.11513796267580703,True,True
M1_linear_normalization,cell_39,6.9,600.0,domain::github::mean,51.68987795824728,0.5652089016242255,2.1775676001053395,-0.09402485362370548,True,True
M1_linear_normalization,cell_39,6.9,600.0,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,2.145949934552877,-0.11014382796276112,True,True
M1_linear_normalization,cell_39,6.9,600.0,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,2.146885510184541,-0.10966004645314774,True,True
M1_linear_normalization,cell_40,11.97,10.0,ALL_p01,37.836087196915436,0.4405247847722389,2.6487532368369453,-0.06024682523111861,True,True
M1_linear_normalization,cell_40,11.97,10.0,ALL_p05,42.88931989600419,0.48600387906403775,2.6322785515833695,-0.06688260955047891,True,True
M1_linear_normalization,cell_40,11.97,10.0,ALL_p25,49.31734182463843,0.5438560764217459,2.6113217414811105,-0.07544473190200149,True,True
M1_linear_normalization,cell_40,11.97,10.0,ALL_mean,54.23226387916365,0.588090374912473,2.5952979803135787,-0.08208468988123734,True,True
M1_linear_normalization,cell_40,11.97,10.0,ALL_p50,53.29782328546341,0.5796804095691707,2.598344468687675,-0.0808159749486189,True,True
M1_linear_normalization,cell_40,11.97,10.0,ALL_p75,58.24080169435776,0.6241672152492199,2.5822292374384905,-0.0875611543159578,True,True
M1_linear_normalization,cell_40,11.97,10.0,ALL_p95,68.9340289627691,0.7204062606649219,2.547366890089279,-0.10244512524012409,True,True
M1_linear_normalization,cell_40,11.97,10.0,ALL_p99,75.06870741496967,0.7756183667347271,2.5273664462842427,-0.11116938119751343,True,True
M1_linear_normalization,cell_40,11.97,10.0,ALL_min,20.573683268650814,0.28516314941785736,2.705032590742323,-0.03818793895061697,True,True
M1_linear_normalization,cell_40,11.97,10.0,ALL_max,88.69887391735354,0.8982898652561818,2.48292901059657,-0.13105618331885635,True,True
M1_linear_normalization,cell_40,11.97,10.0,domain::arxiv::mean,63.53173283056447,0.6717855954750802,2.564979601342558,-0.09487506594870657,True,True
M1_linear_normalization,cell_40,11.97,10.0,domain::book::mean,56.03252048079162,0.6042926843271246,2.5894287352869565,-0.0845373622015535,True,True
M1_linear_normalization,cell_40,11.97,10.0,domain::c4::mean,66.00211266187863,0.6940190139569077,2.556925602526113,-0.09832378673925053,True,True
M1_linear_normalization,cell_40,11.97,10.0,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,2.5623584534870725,-0.09599506125117115,True,True
M1_linear_normalization,cell_40,11.97,10.0,domain::github::mean,51.68987795824728,0.5652089016242255,2.603586735321392,-0.07863977492201886,True,True
M1_linear_normalization,cell_40,11.97,10.0,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,2.57196906976893,-0.09189968230423776,True,True
M1_linear_normalization,cell_40,11.97,10.0,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,2.5729046454005937,-0.091502638932727,True,True
M1_linear_normalization,cell_41,11.97,50.0,ALL_p01,37.836087196915436,0.4405247847722389,2.3976916535663264,-0.06655525246656191,True,True
M1_linear_normalization,cell_41,11.97,50.0,ALL_p05,42.88931989600419,0.48600387906403775,2.3812169683127506,-0.07393432053291485,True,True
M1_linear_normalization,cell_41,11.97,50.0,ALL_p25,49.31734182463843,0.5438560764217459,2.3602601582104916,-0.08346981073699941,True,True
M1_linear_normalization,cell_41,11.97,50.0,ALL_mean,54.23226387916365,0.588090374912473,2.34423639704296,-0.09087574535237355,True,True
M1_linear_normalization,cell_41,11.97,50.0,ALL_p50,53.29782328546341,0.5796804095691707,2.347282885417056,-0.08945992099799076,True,True
M1_linear_normalization,cell_41,11.97,50.0,ALL_p75,58.24080169435776,0.6241672152492199,2.3311676541678716,-0.0969912963292376,True,True
M1_linear_normalization,cell_41,11.97,50.0,ALL_p95,68.9340289627691,0.7204062606649219,2.29630530681866,-0.11364574184139623,True,True
M1_linear_normalization,cell_41,11.97,50.0,ALL_p99,75.06870741496967,0.7756183667347271,2.276304863013624,-0.1234306390405037,True,True
M1_linear_normalization,cell_41,11.97,50.0,ALL_min,20.573683268650814,0.28516314941785736,2.4539710074717043,-0.04209488177332845,True,True
M1_linear_normalization,cell_41,11.97,50.0,ALL_max,88.69887391735354,0.8982898652561818,2.231867427325951,-0.1457986238771912,True,True
M1_linear_normalization,cell_41,11.97,50.0,domain::arxiv::mean,63.53173283056447,0.6717855954750802,2.313918018071939,-0.10516907121767202,True,True
M1_linear_normalization,cell_41,11.97,50.0,domain::book::mean,56.03252048079162,0.6042926843271246,2.3383671520163376,-0.09361381710366012,True,True
M1_linear_normalization,cell_41,11.97,50.0,domain::c4::mean,66.00211266187863,0.6940190139569077,2.3058640192554942,-0.10902924264028376,True,True
M1_linear_normalization,cell_41,11.97,50.0,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,2.3112968702164536,-0.10642239855017507,True,True
M1_linear_normalization,cell_41,11.97,50.0,domain::github::mean,51.68987795824728,0.5652089016242255,2.3525251520507733,-0.08703221501251318,True,True
M1_linear_normalization,cell_41,11.97,50.0,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,2.320907486498311,-0.1018408281170679,True,True
M1_linear_normalization,cell_41,11.97,50.0,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,2.321843062129975,-0.1013968465898181,True,True
M1_linear_normalization,cell_42,11.97,150.0,ALL_p01,37.836087196915436,0.4405247847722389,2.281372163284283,-0.0699486808458046,True,True
M1_linear_normalization,cell_42,11.97,150.0,ALL_p05,42.88931989600419,0.48600387906403775,2.2648974780307074,-0.07773140298903354,True,True
M1_linear_normalization,cell_42,11.97,150.0,ALL_p25,49.31734182463843,0.5438560764217459,2.2439406679284484,-0.08779664788453846,True,True
M1_linear_normalization,cell_42,11.97,150.0,ALL_mean,54.23226387916365,0.588090374912473,2.2279169067609166,-0.0956203659198242,True,True
M1_linear_normalization,cell_42,11.97,150.0,ALL_p50,53.29782328546341,0.5796804095691707,2.2309633951350127,-0.09412424334135597,True,True
M1_linear_normalization,cell_42,11.97,150.0,ALL_p75,58.24080169435776,0.6241672152492199,2.2148481638858284,-0.10208508936424995,True,True
M1_linear_normalization,cell_42,11.97,150.0,ALL_p95,68.9340289627691,0.7204062606649219,2.179985816536617,-0.11970964127754828,True,True
M1_linear_normalization,cell_42,11.97,150.0,ALL_p99,75.06870741496967,0.7756183667347271,2.1599853727315805,-0.13007762341346799,True,True
M1_linear_normalization,cell_42,11.97,150.0,ALL_min,20.573683268650814,0.28516314941785736,2.337651517189661,-0.044189486189491804,True,True
M1_linear_normalization,cell_42,11.97,150.0,ALL_max,88.69887391735354,0.8982898652561818,2.1155479370439076,-0.15381509153375286,True,True
M1_linear_normalization,cell_42,11.97,150.0,domain::arxiv::mean,63.53173283056447,0.6717855954750802,2.197598527789896,-0.1107356988809051,True,True
M1_linear_normalization,cell_42,11.97,150.0,domain::book::mean,56.03252048079162,0.6042926843271246,2.2220476617342944,-0.09851430221762716,True,True
M1_linear_normalization,cell_42,11.97,150.0,domain::c4::mean,66.00211266187863,0.6940190139569077,2.189544528973451,-0.11482141802741826,True,True
M1_linear_normalization,cell_42,11.97,150.0,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,2.1949773799344103,-0.11206209181859442,True,True
M1_linear_normalization,cell_42,11.97,150.0,domain::github::mean,51.68987795824728,0.5652089016242255,2.23620566176873,-0.09155932227346408,True,True
M1_linear_normalization,cell_42,11.97,150.0,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,2.2045879962162678,-0.10721420093630211,True,True
M1_linear_normalization,cell_42,11.97,150.0,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,2.2055235718479316,-0.10674452442109697,True,True
M1_linear_normalization,cell_43,11.97,300.0,ALL_p01,37.836087196915436,0.4405247847722389,2.2245455800572893,-0.07173553770742044,True,True
M1_linear_normalization,cell_43,11.97,300.0,ALL_p05,42.88931989600419,0.48600387906403775,2.2080708948037135,-0.0797318867831465,True,True
M1_linear_normalization,cell_43,11.97,300.0,ALL_p25,49.31734182463843,0.5438560764217459,2.1871140847014545,-0.09007781993356892,True,True
M1_linear_normalization,cell_43,11.97,300.0,ALL_mean,54.23226387916365,0.588090374912473,2.1710903235339227,-0.0981231538615501,True,True
M1_linear_normalization,cell_43,11.97,300.0,ALL_p50,53.29782328546341,0.5796804095691707,2.174136811908019,-0.09658441931492837,True,True
M1_linear_normalization,cell_43,11.97,300.0,ALL_p75,58.24080169435776,0.6241672152492199,2.1580215806588345,-0.10477326768414497,True,True
M1_linear_normalization,cell_43,11.97,300.0,ALL_p95,68.9340289627691,0.7204062606649219,2.123159233309623,-0.12291368258844328,True,True
M1_linear_normalization,cell_43,11.97,300.0,ALL_p99,75.06870741496967,0.7756183667347271,2.1031587895045867,-0.13359227334373608,True,True
M1_linear_normalization,cell_43,11.97,300.0,ALL_min,20.573683268650814,0.28516314941785736,2.280824933962667,-0.045290463944212524,True,True
M1_linear_normalization,cell_43,11.97,300.0,ALL_max,88.69887391735354,0.8982898652561818,2.058721353816914,-0.15806082691916812,True,True
M1_linear_normalization,cell_43,11.97,300.0,domain::arxiv::mean,63.53173283056447,0.6717855954750802,2.140771944562902,-0.11367516724634087,True,True
M1_linear_normalization,cell_43,11.97,300.0,domain::book::mean,56.03252048079162,0.6042926843271246,2.1652210785073005,-0.1010998262777747,True,True
M1_linear_normalization,cell_43,11.97,300.0,domain::c4::mean,66.00211266187863,0.6940190139569077,2.132717945746457,-0.11788085159236292,True,True
M1_linear_normalization,cell_43,11.97,300.0,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,2.1381507967074165,-0.11504041579701856,True,True
M1_linear_normalization,cell_43,11.97,300.0,domain::github::mean,51.68987795824728,0.5652089016242255,2.179379078541736,-0.09394670109094891,True,True
M1_linear_normalization,cell_43,11.97,300.0,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,2.147761412989274,-0.11005092976277947,True,True
M1_linear_normalization,cell_43,11.97,300.0,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,2.1486969886209377,-0.10956759655884615,True,True
M1_linear_normalization,cell_44,11.97,600.0,ALL_p01,37.836087196915436,0.4405247847722389,2.1778345564358776,-0.07327414879541318,True,True
M1_linear_normalization,cell_44,11.97,600.0,ALL_p05,42.88931989600419,0.48600387906403775,2.161359871182302,-0.08145504177300479,True,True
M1_linear_normalization,cell_44,11.97,600.0,ALL_p25,49.31734182463843,0.5438560764217459,2.140403061080043,-0.09204363060315329,True,True
M1_linear_normalization,cell_44,11.97,600.0,ALL_mean,54.23226387916365,0.588090374912473,2.124379299912511,-0.10028069369354858,True,True
M1_linear_normalization,cell_44,11.97,600.0,ALL_p50,53.29782328546341,0.5796804095691707,2.1274257882866072,-0.09870508416581064,True,True
M1_linear_normalization,cell_44,11.97,600.0,ALL_p75,58.24080169435776,0.6241672152492199,2.111310557037423,-0.10709129075534768,True,True
M1_linear_normalization,cell_44,11.97,600.0,ALL_p95,68.9340289627691,0.7204062606649219,2.0764482096882113,-0.1256787040823555,True,True
M1_linear_normalization,cell_44,11.97,600.0,ALL_p99,75.06870741496967,0.7756183667347271,2.056447765883175,-0.13662674469736044,True,True
M1_linear_normalization,cell_44,11.97,600.0,ALL_min,20.573683268650814,0.28516314941785736,2.2341139103412555,-0.04623740041031226,True,True
M1_linear_normalization,cell_44,11.97,600.0,ALL_max,88.69887391735354,0.8982898652561818,2.012010330195502,-0.16173038214412747,True,True
M1_linear_normalization,cell_44,11.97,600.0,domain::arxiv::mean,63.53173283056447,0.6717855954750802,2.0940609209414904,-0.11621085442206279,True,True
M1_linear_normalization,cell_44,11.97,600.0,domain::book::mean,56.03252048079162,0.6042926843271246,2.118510054885889,-0.10332897612886478,True,True
M1_linear_normalization,cell_44,11.97,600.0,domain::c4::mean,66.00211266187863,0.6940190139569077,2.0860069221250455,-0.12052050498221534,True,True
