mapping_id,grid,anchor,Q_A,mapped_q,epsilon_q,L_m1_frozen,epsilon_q_valid
M1_linear_normalization,cell,ALL_p01,37.836087196915436,0.4405247847722389,-0.06254701236738004,2.551344457553977,True
M1_linear_normalization,cell,ALL_p05,42.88931989600419,0.48600387906403775,-0.0694527429051637,2.5348697723004014,True
M1_linear_normalization,cell,ALL_p25,49.31734182463843,0.5438560764217459,-0.07836805476496922,2.5139129621981424,True
M1_linear_normalization,cell,ALL_mean,54.23226387916365,0.588090374912473,-0.08528570033272306,2.4978892010306106,True
M1_linear_normalization,cell,ALL_p50,53.29782328546341,0.5796804095691707,-0.08396367102879349,2.500935689404707,True
M1_linear_normalization,cell,ALL_p75,58.24080169435776,0.6241672152492199,-0.09099368608159543,2.4848204581555224,True
M1_linear_normalization,cell,ALL_p95,68.9340289627691,0.7204062606649219,-0.10651827838879038,2.449958110806311,True
M1_linear_normalization,cell,ALL_p99,75.06870741496967,0.7756183667347271,-0.11562578546461175,2.4299576670012746,True
M1_linear_normalization,cell,ALL_min,20.573683268650814,0.28516314941785736,-0.03961446393484401,2.607623811459355,True
M1_linear_normalization,cell,ALL_max,88.69887391735354,0.8982898652561818,-0.13640764614319173,2.3855202313136017,True
M1_linear_normalization,cell,domain::arxiv::mean,63.53173283056447,0.6717855954750802,-0.0986203138158948,2.46757082205959,True
M1_linear_normalization,cell,domain::book::mean,56.03252048079162,0.6042926843271246,-0.08784178247155003,2.4920199560039884,True
M1_linear_normalization,cell,domain::c4::mean,66.00211266187863,0.6940190139569077,-0.10221788494188863,2.459516823243145,True
M1_linear_normalization,cell,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,-0.0997885511676294,2.4649496742041044,True
M1_linear_normalization,cell,domain::github::mean,51.68987795824728,0.5652089016242255,-0.08169630347370634,2.506177956038424,True
M1_linear_normalization,cell,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,-0.09551722838067238,2.474560290485962,True
M1_linear_normalization,cell,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,-0.09510319447458934,2.4754958661176256,True
M1_linear_normalization,cell_00,ALL_p01,37.836087196915436,0.4405247847722389,-0.04542431064697213,3.5130741901685254,True
M1_linear_normalization,cell_00,ALL_p05,42.88931989600419,0.48600387906403775,-0.05034996382805155,3.4965995049149496,True
M1_linear_normalization,cell_00,ALL_p25,49.31734182463843,0.5438560764217459,-0.056683176607866856,3.4756426948126906,True
M1_linear_normalization,cell_00,ALL_mean,54.23226387916365,0.588090374912473,-0.061577368475950155,3.459618933645159,True
M1_linear_normalization,cell_00,ALL_p50,53.29782328546341,0.5796804095691707,-0.06064338187398168,3.462665422019255,True
M1_linear_normalization,cell_00,ALL_p75,58.24080169435776,0.6241672152492199,-0.06560269261246737,3.4465501907700706,True
M1_linear_normalization,cell_00,ALL_p95,68.9340289627691,0.7204062606649219,-0.07649155844987118,3.411687843420859,True
M1_linear_normalization,cell_00,ALL_p99,75.06870741496967,0.7756183667347271,-0.08283952227572709,3.3916873996158228,True
M1_linear_normalization,cell_00,ALL_min,20.573683268650814,0.28516314941785736,-0.028940708214853787,3.5693535440739033,True
M1_linear_normalization,cell_00,ALL_max,88.69887391735354,0.8982898652561818,-0.09721508793402905,3.34724996392815,True
M1_linear_normalization,cell_00,domain::arxiv::mean,63.53173283056447,0.6717855954750802,-0.07096275317798335,3.429300554674138,True
M1_linear_normalization,cell_00,domain::book::mean,56.03252048079162,0.6042926843271246,-0.06338139547617973,3.4537496886185366,True
M1_linear_normalization,cell_00,domain::c4::mean,66.00211266187863,0.6940190139569077,-0.07348391983631257,3.421246555857693,True
M1_linear_normalization,cell_00,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,-0.07178195783372424,3.4266794068186526,True
M1_linear_normalization,cell_00,domain::github::mean,51.68987795824728,0.5652089016242255,-0.05904005908968031,3.4679076886529723,True
M1_linear_normalization,cell_00,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,-0.0687843979463712,3.43629002310051,True
M1_linear_normalization,cell_00,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,-0.068493486392998,3.437225598732174,True
M1_linear_normalization,cell_01,ALL_p01,37.836087196915436,0.4405247847722389,-0.04892040361911133,3.2620126068979065,True
M1_linear_normalization,cell_01,ALL_p05,42.88931989600419,0.48600387906403775,-0.0542448317795203,3.2455379216443307,True
M1_linear_normalization,cell_01,ALL_p25,49.31734182463843,0.5438560764217459,-0.06109645311471012,3.2245811115420717,True
M1_linear_normalization,cell_01,ALL_mean,54.23226387916365,0.588090374912473,-0.06639564346218524,3.20855735037454,True
M1_linear_normalization,cell_01,ALL_p50,53.29782328546341,0.5796804095691707,-0.06538407351361396,3.211603838748636,True
M1_linear_normalization,cell_01,ALL_p75,58.24080169435776,0.6241672152492199,-0.07075693282332209,3.1954886074994517,True
M1_linear_normalization,cell_01,ALL_p95,68.9340289627691,0.7204062606649219,-0.08256759850983983,3.16062626015024,True
M1_linear_normalization,cell_01,ALL_p99,75.06870741496967,0.7756183667347271,-0.08946171251299913,3.140625816345204,True
M1_linear_normalization,cell_01,ALL_min,20.573683268650814,0.28516314941785736,-0.03113035882764534,3.3182919608032844,True
M1_linear_normalization,cell_01,ALL_max,88.69887391735354,0.8982898652561818,-0.10509799778763639,3.096188380657531,True
M1_linear_normalization,cell_01,domain::arxiv::mean,63.53173283056447,0.6717855954750802,-0.07656837985565229,3.1782389714035193,True
M1_linear_normalization,cell_01,domain::book::mean,56.03252048079162,0.6042926843271246,-0.06834991972041682,3.2026881053479177,True
M1_linear_normalization,cell_01,domain::c4::mean,66.00211266187863,0.6940190139569077,-0.07930345068973793,3.1701849725870743,True
M1_linear_normalization,cell_01,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,-0.07745697699074121,3.1756178235480337,True
M1_linear_normalization,cell_01,domain::github::mean,51.68987795824728,0.5652089016242255,-0.0636478924226598,3.2168461053823534,True
M1_linear_normalization,cell_01,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,-0.07420602473984995,3.185228439829891,True
M1_linear_normalization,cell_01,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,-0.07389059810918804,3.186164015461555,True
M1_linear_normalization,cell_02,ALL_p01,37.836087196915436,0.4405247847722389,-0.0507293519819728,3.1456931166158633,True
M1_linear_normalization,cell_02,ALL_p05,42.88931989600419,0.48600387906403775,-0.056261223834415,3.1292184313622875,True
M1_linear_normalization,cell_02,ALL_p25,49.31734182463843,0.5438560764217459,-0.06338284633069137,3.1082616212600285,True
M1_linear_normalization,cell_02,ALL_mean,54.23226387916365,0.588090374912473,-0.06889322215887665,3.0922378600924967,True
M1_linear_normalization,cell_02,ALL_p50,53.29782328546341,0.5796804095691707,-0.06784117962970794,3.095284348466593,True
M1_linear_normalization,cell_02,ALL_p75,58.24080169435776,0.6241672152492199,-0.07342986504841768,3.0791691172174085,True
M1_linear_normalization,cell_02,ALL_p95,68.9340289627691,0.7204062606649219,-0.0857224122978382,3.044306769868197,True
M1_linear_normalization,cell_02,ALL_p99,75.06870741496967,0.7756183667347271,-0.09290254808894317,3.0243063260631606,True
M1_linear_normalization,cell_02,ALL_min,20.573683268650814,0.28516314941785736,-0.03226124533727837,3.201972470521241,True
M1_linear_normalization,cell_02,ALL_max,88.69887391735354,0.8982898652561818,-0.10920050899938998,2.9798688903754877,True
M1_linear_normalization,cell_02,domain::arxiv::mean,63.53173283056447,0.6717855954750802,-0.0794771418173709,3.061919481121476,True
M1_linear_normalization,cell_02,domain::book::mean,56.03252048079162,0.6042926843271246,-0.07092590101568015,3.0863686150658745,True
M1_linear_normalization,cell_02,domain::c4::mean,66.00211266187863,0.6940190139569077,-0.08232406080347314,3.053865482305031,True
M1_linear_normalization,cell_02,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,-0.08040201702962244,3.0592983332659904,True
M1_linear_normalization,cell_02,domain::github::mean,51.68987795824728,0.5652089016242255,-0.06603570950124037,3.10052661510031,True
M1_linear_normalization,cell_02,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,-0.07701862267465273,3.068908949547848,True
M1_linear_normalization,cell_02,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,-0.0766903870360209,3.0698445251795117,True
M1_linear_normalization,cell_03,ALL_p01,37.836087196915436,0.4405247847722389,-0.05166263145885984,3.0888665333888694,True
M1_linear_normalization,cell_03,ALL_p05,42.88931989600419,0.48600387906403775,-0.05730182453794158,3.0723918481352936,True
M1_linear_normalization,cell_03,ALL_p25,49.31734182463843,0.5438560764217459,-0.06456321902330375,3.0514350380330346,True
M1_linear_normalization,cell_03,ALL_mean,54.23226387916365,0.588090374912473,-0.07018298689442508,3.035411276865503,True
M1_linear_normalization,cell_03,ALL_p50,53.29782328546341,0.5796804095691707,-0.06910997542622974,3.038457765239599,True
M1_linear_normalization,cell_03,ALL_p75,58.24080169435776,0.6241672152492199,-0.07481050549224307,3.0223425339904146,True
M1_linear_normalization,cell_03,ALL_p95,68.9340289627691,0.7204062606649219,-0.08735298773015213,2.987480186641203,True
M1_linear_normalization,cell_03,ALL_p99,75.06870741496967,0.7756183667347271,-0.09468161141489208,2.967479742836167,True
M1_linear_normalization,cell_03,ALL_min,20.573683268650814,0.28516314941785736,-0.032844142413872325,3.1451458872942473,True
M1_linear_normalization,cell_03,ALL_max,88.69887391735354,0.8982898652561818,-0.1113234655497991,2.923042307148494,True
M1_linear_normalization,cell_03,domain::arxiv::mean,63.53173283056447,0.6717855954750802,-0.08098006188260178,3.005092897894482,True
M1_linear_normalization,cell_03,domain::book::mean,56.03252048079162,0.6042926843271246,-0.0722562923998098,3.0295420318388806,True
M1_linear_normalization,cell_03,domain::c4::mean,66.00211266187863,0.6940190139569077,-0.08388499986711753,2.997038899078037,True
M1_linear_normalization,cell_03,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,-0.08192375388269779,3.0024717500389966,True
M1_linear_normalization,cell_03,domain::github::mean,51.68987795824728,0.5652089016242255,-0.06726861146353269,3.0437000318733163,True
M1_linear_normalization,cell_03,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,-0.07847167230582719,3.012082366320854,True
M1_linear_normalization,cell_03,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,-0.07813679483895242,3.013017941952518,True
M1_linear_normalization,cell_04,ALL_p01,37.836087196915436,0.4405247847722389,-0.052455889525605925,3.0421555097674577,True
M1_linear_normalization,cell_04,ALL_p05,42.88931989600419,0.48600387906403775,-0.05818646076852344,3.025680824513882,True
M1_linear_normalization,cell_04,ALL_p25,49.31734182463843,0.5438560764217459,-0.0655669098895554,3.004724014411623,True
M1_linear_normalization,cell_04,ALL_mean,54.23226387916365,0.588090374912473,-0.07127989152883539,2.988700253244091,True
M1_linear_normalization,cell_04,ALL_p50,53.29782328546341,0.5796804095691707,-0.07018900984104244,2.9917467416181873,True
M1_linear_normalization,cell_04,ALL_p75,58.24080169435776,0.6241672152492199,-0.07598486974971275,2.975631510369003,True
M1_linear_normalization,cell_04,ALL_p95,68.9340289627691,0.7204062606649219,-0.08874049801983226,2.9407691630197914,True
M1_linear_normalization,cell_04,ALL_p99,75.06870741496967,0.7756183667347271,-0.0961958275040398,2.920768719214755,True
M1_linear_normalization,cell_04,ALL_min,20.573683268650814,0.28516314941785736,-0.03333929031260879,3.0984348636728356,True
M1_linear_normalization,cell_04,ALL_max,88.69887391735354,0.8982898652561818,-0.11313133554679666,2.8763312835270822,True
M1_linear_normalization,cell_04,domain::arxiv::mean,63.53173283056447,0.6717855954750802,-0.08225868707171502,2.9583818742730705,True
M1_linear_normalization,cell_04,domain::book::mean,56.03252048079162,0.6042926843271246,-0.07338782327493643,2.982831008217469,True
M1_linear_normalization,cell_04,domain::c4::mean,66.00211266187863,0.6940190139569077,-0.0852131079200805,2.9503278754566256,True
M1_linear_normalization,cell_04,domain::commoncrawl::mean,64.33570995356357,0.6790213895820721,-0.08321842647529547,2.955760726417585,True
M1_linear_normalization,cell_04,domain::github::mean,51.68987795824728,0.5652089016242255,-0.06831705898549588,2.9969890082519046,True
M1_linear_normalization,cell_04,domain::stackexchange::mean,61.387873335966574,0.6524908600236992,-0.07970777116667084,2.9653713426994424,True
M1_linear_normalization,cell_04,domain::wikipedia::mean,61.100906920424926,0.6499081622838243,-0.0793672304512852,2.966306918331106,True
M1_linear_normalization,cell_05,ALL_p01,37.836087196915436,0.4405247847722389,-0.04866179541153723,3.2793482441513153,True
M1_linear_normalization,cell_05,ALL_p05,42.88931989600419,0.48600387906403775,-0.05395662915394273,3.2628735588977396,True
