Q_A,M1_linear_normalization,M5_linear_normalization_clamped,M2_minmax_observed,M3_robust_quantile_p05_p95,M4_rank_quantile_isotonic
0.0,0.1,0.1,-0.17179835778027772,-1.3820817467168747,0.1
20.573683268650814,0.28516314941785736,0.28516314941785736,0.1,-0.671138311168424,0.1
42.88931989600419,0.48600387906403775,0.48600387906403775,0.39481125518142657,0.1,0.1
53.29782328546341,0.5796804095691707,0.5796804095691707,0.5323177041368349,0.45967585686979917,0.500000000000031
68.9340289627691,0.7204062606649219,0.7204062606649219,0.7388871827037635,1.0000000000000002,1.0
88.69887391735354,0.8982898652561818,0.8982898652561818,1.0,1.6829932487833137,1.0
100.0,1.0,1.0,1.1492988625430807,2.073514542313938,1.0
