candidate_index,observed_scalar_loss_z,predicted_scalar_loss_z_mean,predicted_scalar_loss_z_median,predicted_scalar_loss_z_min,predicted_scalar_loss_z_max,model_representation_count,predicted_policy_rank,budget_flops,Lctx,eta,K_product_B2,relaxed_N_B,relaxed_D_B,relaxed_loss,relaxed_within_B1_support,bounded_N_B,bounded_D_B,bounded_loss,bounded_cost_flops,budget_slack_flops,bounded_support_status,n_starts,successful_starts,unique_objectives,p_effect_in_nd_objective,joint_A_B_loss_claim
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,1e+19,2048,0.0002,1.5601597603594608,0.2213087272165201,7.049698310510184,2.998934933221866,True,0.2213087351783419,7.049698056902854,2.9989349332214896,1.0000000000018747e+19,-18747392.0,inside_B1_support,6,6,2,False,False
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,1e+22,2048,0.0002,1560.1597603594607,5.006854557836051,311.6047694890018,2.1431796460994392,False,5.202388052937296,299.89299999999986,2.143211279481731,1.0000000000000405e+22,-402653184.0,inside_B1_support,6,5,1,False,False
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,1e+24,2048,0.0002,156015.97603594608,40.050622093387474,3895.4694804030255,1.9133865675169903,False,11.965825000000002,299.89299999999986,2.0933794714941443,2.3000639087744557e+22,9.769993609122556e+23,bounded_to_B1_support,6,6,1,False,False
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,1e+19,4096,0.0002,1.4664476771468793,0.2152045581992318,6.814203608964792,3.01144294009333,True,0.2152045581992318,6.814203608964792,3.01144294009333,1e+19,0.0,inside_B1_support,6,6,1,False,False
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,1e+22,4096,0.0002,1466.4476771468794,4.868754778173456,301.19563296162283,2.147511434604076,False,4.889902989439242,299.89299999999986,2.1475118436476213,1.0000000000443405e+22,-443402944512.0,inside_B1_support,6,5,2,False,False
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,1e+24,4096,0.0002,146644.76771468794,38.94594009742449,3765.341582405033,1.9155228237030435,False,11.965825000000002,299.89299999999986,2.0933794714941443,2.447047523513912e+22,9.755295247648608e+23,bounded_to_B1_support,6,6,1,False,False
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,1e+19,8192,0.0002,1.3091746962714703,0.2044586246594072,6.4031277646141325,3.0346606413122403,True,0.2044586246594072,6.4031277646141325,3.0346606413122403,1e+19,0.0,inside_B1_support,6,6,1,False,False
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,1e+22,8192,0.0002,1309.1746962714706,4.625640432893095,283.02560807837165,2.1555522177822177,True,4.625640432893095,283.02560807837153,2.1555522177822177,9.999999999999996e+21,4194304.0,inside_B1_support,6,6,1,False,False
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,1e+24,8192,0.0002,130917.46962714705,37.00122996937289,3538.192371862007,1.919488200310565,False,11.965825000000002,299.89299999999986,2.0933794714941443,2.741014752992823e+22,9.725898524700716e+23,bounded_to_B1_support,6,6,1,False,False
46,-0.70846920243805,-0.6180655157697704,-0.6580568192316948,-0.8956620768165682,-0.2650536389911932,6,1,1e+19,32768,0.0002,0.7965842467499362,0.1633737801822533,4.8758389862883655,3.1412393940549226,True,0.163373775717011,4.875839119553161,3.141239394054874,1.0000000000002138e+19,-2138112.0,inside_B1_support,6,6,1,False,False
