run_id,task_id,topic,status,path,script,created_utc,note
q2-q-scale-bridge-20260926-r01,P-Q2-001,q2_q_scale_bridge,EXPLORATORY_Q_SCALE_BRIDGE,experiments/runs/q2-q-scale-bridge-20260926-r01/metrics.json,scripts/q2_q_scale_bridge.py,2026-09-26T02:00:36+00:00,scale compatibility only; no A-B row join; M1 not refit; M1 label order corrected + FEEDBACK_REQUIRED
