block,alpha,cv_mean_target_r2,cv_sd_target_r2,cv_mean_target_spearman,cv_mae,cv_rmse,cv_replicates
p_only,10.0,0.7271038801559399,0.022545179522943905,0.8693755991362234,0.28930232874966844,0.4002218631913658,5
p_q_raw_coverage,0.1,0.7447122799617801,0.021933399831807067,0.8805428994333779,0.28156605976175597,0.393611148980747,5
p_q_renorm_coverage,10.0,0.7465373637116778,0.016661692307324505,0.8796107504532198,0.2803828887022335,0.38913905927034853,5
