dataset_id,subset,domain,n_records,n_unique_ids,mean,median,sd,p10,p90,domain_rank,model,run_id
A1+A2+A3,all_file_rows_diagnostic,stackexchange,10000,10000,66.642530375474081,66.927528247606261,6.6660630557606106,58.173908388862117,74.722758448279393,4,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,wikipedia,10000,10000,66.445677673870321,66.513789146843749,8.4957679725356581,56.07078968203593,77.272609113514378,5,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,full,ALL,51230,51230,57.788643496101301,57.856911000772584,9.4327117886758121,45.706934015882602,69.954358072631024,,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,full,arxiv,1419,1419,60.608517872756735,61.179191810222996,6.2422774380771759,53.024824334899748,68.188541410439072,3,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,full,book,171,171,50.97305514322003,50.555916631127928,5.8805207297153368,43.161155791102004,58.735688415275277,6,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,full,c4,10000,10000,63.451157224884106,64.410934935409514,9.5810437092539509,49.785961195033103,75.08855780484248,1,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,full,commoncrawl,9640,9640,60.943193342721671,61.818052025725748,8.1659181754698515,49.849419943472071,70.593270134496166,2,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,full,github,10000,10000,47.211349567321989,47.556399225769042,6.536750493981728,39.347109069558961,54.787597256513031,7,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,full,stackexchange,10000,10000,58.499829905668847,58.381066077604437,6.5314135433404266,50.28008116998781,66.766259561839448,5,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,full,wikipedia,10000,10000,58.667657621175074,57.957536069754681,7.178293241174611,50.12074661228214,68.545775799581918,4,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,fit,ALL,40919,40919,57.75782382201902,57.829055202716326,9.4362157416649879,45.684524197396421,69.927871325491694,,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,fit,arxiv,1146,1146,60.632063868384861,61.240018536852055,6.241338695549377,53.076514119168529,68.064941990504622,3,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,fit,book,135,135,51.194521615663376,50.332346295457157,5.8679609376487756,43.943617528655906,58.874874253776227,6,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,fit,c4,7944,7944,63.445779546106991,64.414552460594862,9.5369546749654557,49.859858364071364,75.035049384338805,1,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,fit,commoncrawl,7676,7676,60.88199343894118,61.744894337565682,8.1688818893742372,49.78823046626303,70.566804557367561,2,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,fit,github,8001,8001,47.172224566577732,47.541973311493109,6.5720306708877585,39.246879825772297,54.786221941490041,7,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,fit,stackexchange,7957,7957,58.495297166653643,58.41980616998341,6.5348585943136426,50.265000667384406,66.721935205172187,5,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,fit,wikipedia,8060,8060,58.657727630034103,57.922214324617855,7.2165359457102349,50.096937228622465,68.614156488068318,4,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,holdout,ALL,10311,10311,57.910950764433423,57.97176902866962,9.4182563664360721,45.797770661623403,70.106073503764307,,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,holdout,arxiv,273,273,60.509676440559524,61.158723661675637,6.2567143973742176,52.547274042179126,68.42673077319408,3,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,holdout,book,36,36,50.142555871557434,51.008016152424076,5.9358957896512683,42.071641345964707,57.451212839393563,6,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,holdout,c4,2056,2056,63.471935571287496,64.366260834314517,9.7518451874609973,49.396197901498788,75.462286877833421,1,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,holdout,commoncrawl,1964,1964,61.182384005358657,62.029866969877062,8.151994876510976,50.079057030022682,70.817992500808899,2,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,holdout,github,1999,1999,47.367947431731622,47.601705990598091,6.3928128074241934,39.774380374276006,54.804280482033732,7,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,holdout,stackexchange,2043,2043,58.517483848078967,58.210350407820698,6.5195459518147487,50.414393660894333,66.906756764224269,5,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,holdout,wikipedia,1940,1940,58.708913151379321,58.208175881956656,7.0188562239407082,50.21462614581764,68.391160948967013,4,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A2,full,ALL,17523,17523,60.213735648525315,60.448758416663679,6.1053743309223982,52.815761065766544,67.759698916179488,,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A2,full,arxiv,17523,17523,60.213735648525315,60.448758416663679,6.1053743309223982,52.815761065766544,67.759698916179488,1,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A2,overlap_A1,ALL,1419,1419,60.608517872756735,61.179191810222996,6.2422774380771759,53.024824334899748,68.188541410439072,,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A2,overlap_A1,arxiv,1419,1419,60.608517872756735,61.179191810222996,6.2422774380771759,53.024824334899748,68.188541410439072,1,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A2,new_only,ALL,16104,16104,60.178949509914766,60.393337558378505,6.0921351205329159,52.804996677894252,67.729607881570644,,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A2,new_only,arxiv,16104,16104,60.178949509914766,60.393337558378505,6.0921351205329159,52.804996677894252,67.729607881570644,1,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A3,full,ALL,203752,203752,47.231931425954663,47.540778385385636,6.5520362030177326,39.406241249266266,54.774223173992993,,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A3,full,github,203752,203752,47.231931425954663,47.540778385385636,6.5520362030177326,39.406241249266266,54.774223173992993,1,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A3,overlap_A1,ALL,10000,10000,47.211349567321989,47.556399225769042,6.536750493981728,39.347109069558961,54.787597256513031,,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A3,overlap_A1,github,10000,10000,47.211349567321989,47.556399225769042,6.536750493981728,39.347109069558961,54.787597256513031,1,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A3,new_only,ALL,193752,193752,47.232993704467027,47.540191242275014,6.5528392442789931,39.40853656676407,54.772514906134198,,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A3,new_only,github,193752,193752,47.232993704467027,47.540191242275014,6.5528392442789931,39.40853656676407,54.772514906134198,1,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,unique_union,ALL,261086,261086,50.102728623675063,49.041166728760842,8.6935870775295694,40.456224334382497,62.335385449783573,,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,unique_union,arxiv,17523,17523,60.213735648525315,60.448758416663679,6.1053743309223982,52.815761065766544,67.759698916179488,3,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,unique_union,book,171,171,50.97305514322003,50.555916631127928,5.8805207297153368,43.161155791102004,58.735688415275277,6,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,unique_union,c4,10000,10000,63.451157224884106,64.410934935409514,9.5810437092539509,49.785961195033103,75.08855780484248,1,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,unique_union,commoncrawl,9640,9640,60.943193342721671,61.818052025725748,8.1659181754698515,49.849419943472071,70.593270134496166,2,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,unique_union,github,203752,203752,47.231931425954663,47.540778385385636,6.5520362030177326,39.406241249266266,54.774223173992993,7,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,unique_union,stackexchange,10000,10000,58.499829905668847,58.381066077604437,6.5314135433404266,50.28008116998781,66.766259561839448,5,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,unique_union,wikipedia,10000,10000,58.667657621175074,57.957536069754681,7.178293241174611,50.12074661228214,68.545775799581918,4,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,ALL,272505,261086,50.05133112410963,49.014232399141918,8.6637706780536288,40.432794595967671,62.235819527096226,,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,arxiv,18942,17523,60.243309926647179,60.504343862556475,6.1164517204078779,52.825290824112763,67.797382432948979,3,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,book,171,171,50.97305514322003,50.555916631127928,5.8805207297153368,43.161155791102004,58.735688415275277,6,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,c4,10000,10000,63.451157224884106,64.410934935409514,9.5810437092539509,49.785961195033103,75.08855780484248,1,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,commoncrawl,9640,9640,60.943193342721671,61.818052025725748,8.1659181754698515,49.849419943472071,70.593270134496166,2,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,github,213752,203752,47.230968540992983,47.54136723171279,6.551308065892532,39.403475369607008,54.775489724615085,7,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,stackexchange,10000,10000,58.499829905668847,58.381066077604437,6.5314135433404266,50.28008116998781,66.766259561839448,5,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,wikipedia,10000,10000,58.667657621175074,57.957536069754681,7.178293241174611,50.12074661228214,68.545775799581918,4,TOPSIS_NO_3_COST,q1-topsis-no3cost-20260924-r01
A1,full,ALL,51230,51230,57.837004586756443,58.059927212576099,9.6632876094580684,45.070225936972285,70.2716264335142,,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,full,arxiv,1419,1419,66.800663517912412,67.199819399025927,4.1292369482899138,62.073820217837643,71.434535281555668,1,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,full,book,171,171,60.588044810113203,60.368971597370468,5.428891817296952,53.817505997716843,68.38508407297995,4,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,full,c4,10000,10000,63.311304400608861,64.409623972372145,9.8058121448422053,49.551624485725704,74.990935862298244,2,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,full,commoncrawl,9640,9640,61.625097273684631,62.489189919419147,8.0267782152965523,50.824764791298662,71.059505150831683,3,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,full,github,10000,10000,47.334773057626109,47.292394304718982,6.0737554940802969,39.760487630538321,54.824174808241573,7,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,full,stackexchange,10000,10000,58.069272242013781,58.093130640332809,6.6224070368100669,49.681830297621005,66.380723846995281,5,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,full,wikipedia,10000,10000,57.661961306427806,57.402211101061951,8.4119392452654083,47.564276786096272,68.635887743219016,6,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,fit,ALL,40919,40919,57.81563830609614,58.015753169834824,9.6601203677852272,45.07145459255964,70.236492512063379,,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,fit,arxiv,1146,1146,66.789733755705342,67.262740689608052,4.1771770206724295,61.960930231692245,71.462779241767635,1,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,fit,book,135,135,60.819702333181191,60.459342984100402,5.4555927903259409,54.018382794672092,68.949877625447527,4,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,fit,c4,7944,7944,63.305445819904698,64.393136314165972,9.7665535217501169,49.685062370839795,74.942548006035011,2,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,fit,commoncrawl,7676,7676,61.575394249576838,62.43114439922779,8.0200479493133514,50.832721847371943,71.021872188505284,3,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,fit,github,8001,8001,47.308470643157214,47.279366151974855,6.0926259003428127,39.705994843335525,54.800798172006296,7,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,fit,stackexchange,7957,7957,58.06026292434877,58.110484549190716,6.6344398272814162,49.647020103307881,66.391864661453354,5,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,fit,wikipedia,8060,8060,57.686679353611858,57.364946433791381,8.4144019421342016,47.59535065469985,68.680293939605434,6,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,holdout,ALL,10311,10311,57.921796249867548,58.243560506878985,9.6758502752153639,45.068106118097681,70.403742983064433,,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,holdout,arxiv,273,273,66.846544497726654,67.131608880279188,3.9286612091183479,62.226383408374936,71.212970775886134,1,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,holdout,book,36,36,59.719329098608227,59.555321087492374,5.312159760566697,53.186427894762829,66.385182100172528,4,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,holdout,c4,2056,2056,63.333940862240105,64.466491449847283,9.9584165550888475,49.020926548337378,75.203046126122715,2,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,holdout,commoncrawl,1964,1964,61.819354103140526,62.761659285350291,8.0521323154628295,50.794137739562593,71.174944507451528,3,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,holdout,github,1999,1999,47.440048504432319,47.329474660928099,5.9979874267402904,40.063729538380635,54.870055220275717,7,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,holdout,stackexchange,2043,2043,58.104361395543187,57.990264554869391,6.5768303541284201,49.878736343363187,66.378073715873867,5,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,holdout,wikipedia,1940,1940,57.559266739261076,57.625947357781364,8.4030884709399842,47.34232299641598,68.614250507918086,6,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A2,full,ALL,17523,17523,66.623607248930625,66.886468974587984,3.9652670131621091,62.176449505947851,71.140610666311687,,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A2,full,arxiv,17523,17523,66.623607248930625,66.886468974587984,3.9652670131621091,62.176449505947851,71.140610666311687,1,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A2,overlap_A1,ALL,1419,1419,66.800663517912412,67.199819399025927,4.1292369482899138,62.073820217837643,71.434535281555668,,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A2,overlap_A1,arxiv,1419,1419,66.800663517912412,67.199819399025927,4.1292369482899138,62.073820217837643,71.434535281555668,1,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A2,new_only,ALL,16104,16104,66.608005979327743,66.86727081332657,3.9502452337456471,62.183910774916022,71.110648088829876,,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A2,new_only,arxiv,16104,16104,66.608005979327743,66.86727081332657,3.9502452337456471,62.183910774916022,71.110648088829876,1,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A3,full,ALL,203752,203752,47.313321337658145,47.222241334831175,6.110044618799674,39.814422456158233,54.812246848085152,,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A3,full,github,203752,203752,47.313321337658145,47.222241334831175,6.110044618799674,39.814422456158233,54.812246848085152,1,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A3,overlap_A1,ALL,10000,10000,47.334773057626109,47.292394304718982,6.0737554940802969,39.760487630538321,54.824174808241573,,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A3,overlap_A1,github,10000,10000,47.334773057626109,47.292394304718982,6.0737554940802969,39.760487630538321,54.824174808241573,1,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A3,new_only,ALL,193752,193752,47.31221416354029,47.217792728795416,6.1119252818602288,39.817168246964307,54.812178725049797,,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A3,new_only,github,193752,193752,47.31221416354029,47.217792728795416,6.1119252818602288,39.817168246964307,54.812178725049797,1,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,unique_union,ALL,261086,261086,50.567557019085214,48.881787880715578,9.0061220497868657,40.568773839600311,64.887007812169841,,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,unique_union,arxiv,17523,17523,66.623607248930625,66.886468974587984,3.9652670131621091,62.176449505947851,71.140610666311687,1,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,unique_union,book,171,171,60.588044810113203,60.368971597370468,5.428891817296952,53.817505997716843,68.38508407297995,4,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,unique_union,c4,10000,10000,63.311304400608861,64.409623972372145,9.8058121448422053,49.551624485725704,74.990935862298244,2,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,unique_union,commoncrawl,9640,9640,61.625097273684631,62.489189919419147,8.0267782152965523,50.824764791298662,71.059505150831683,3,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,unique_union,github,203752,203752,47.313321337658145,47.222241334831175,6.110044618799674,39.814422456158233,54.812246848085152,7,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,unique_union,stackexchange,10000,10000,58.069272242013781,58.093130640332809,6.6224070368100669,49.681830297621005,66.380723846995281,5,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,unique_union,wikipedia,10000,10000,57.661961306427806,57.402211101061951,8.4119392452654083,47.564276786096272,68.635887743219016,6,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,ALL,272505,261086,50.533454666861381,48.853439550808652,8.9949029066160975,40.552222120004835,64.875211449070548,,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,arxiv,18942,17523,66.636871046084323,66.904628371839323,3.9779452857956636,62.169200763238877,71.160728181809631,1,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,book,171,171,60.588044810113203,60.368971597370468,5.428891817296952,53.817505997716843,68.38508407297995,4,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,c4,10000,10000,63.311304400608861,64.409623972372145,9.8058121448422053,49.551624485725704,74.990935862298244,2,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,commoncrawl,9640,9640,61.625097273684631,62.489189919419147,8.0267782152965523,50.824764791298662,71.059505150831683,3,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,github,213752,203752,47.314324917506191,47.225541808474475,6.108339249698596,39.812089884548648,54.812382194478374,7,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,stackexchange,10000,10000,58.069272242013781,58.093130640332809,6.6224070368100669,49.681830297621005,66.380723846995281,5,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,wikipedia,10000,10000,57.661961306427806,57.402211101061951,8.4119392452654083,47.564276786096272,68.635887743219016,6,TOPSIS_NO_DSIR,q1-topsis-nodsir-20260924-r01
A1,full,ALL,51230,51230,59.703412010344451,59.958707189571413,9.2314020133940371,47.496446227881982,71.594090278554759,,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,full,arxiv,1419,1419,64.078506451079718,64.325625771387109,4.879136015484665,58.167785014567876,70.086023971446366,2,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,full,book,171,171,57.670400977371237,57.470061863609359,4.8114607813254819,51.664332798202153,64.385665427730558,6,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,full,c4,10000,10000,65.604706396013526,66.710547945551809,9.2106867132734838,52.506848875538417,76.614819722015653,1,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,full,commoncrawl,9640,9640,62.976077628194879,63.839470633787784,7.7208409170657806,52.465837980314625,72.062246204928471,3,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,full,github,10000,10000,49.246782545141372,49.325247739829294,5.9487662182367735,41.651523721945694,56.445283188136749,7,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,full,stackexchange,10000,10000,60.239770381214484,60.187596727690895,6.37578120305949,52.203894012079026,68.362836646616088,4,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,full,wikipedia,10000,10000,59.981477650924049,59.708132492931682,7.5393816524121462,50.790554978585803,69.842691923942795,5,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,fit,ALL,40919,40919,59.676693834526624,59.91132627128826,9.2309077953480241,47.479291518574968,71.567702859756224,,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,fit,arxiv,1146,1146,64.094352305803824,64.322122885104605,4.9034043270579986,58.200168061492725,70.047086365354318,2,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,fit,book,135,135,57.834313159273478,57.395716122761549,4.8079145059822013,51.936911980097626,64.485953717555503,6,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,fit,c4,7944,7944,65.600572540529399,66.727406257965058,9.1709705477312582,52.609343601206952,76.532722656007905,1,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,fit,commoncrawl,7676,7676,62.923163521426424,63.744935239365205,7.721406069741291,52.492211799367823,72.058801712262465,3,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,fit,github,8001,8001,49.214989628891402,49.321252240243751,5.9732281212643246,41.564973892226163,56.431825071361679,7,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,fit,stackexchange,7957,7957,60.227587835816855,60.216973453102646,6.3854755739782982,52.193121145908236,68.31623045186123,4,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,fit,wikipedia,8060,8060,59.990282272115707,59.675805786097712,7.5477417063486261,50.80149844700118,69.81514214749761,5,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,holdout,ALL,10311,10311,59.809442563762033,60.122764745077895,9.2330485022424629,47.565498179361825,71.652981006807252,,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,holdout,arxiv,273,273,64.011988687292828,64.43777176111773,4.7842050540227099,57.840784037350431,70.14055636015955,2,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,holdout,book,36,36,57.055730295237886,57.783524715346374,4.8425144477962876,50.760306618293313,63.825807214734617,6,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,holdout,c4,2056,2056,65.620678841522249,66.628443965381109,9.3648012079198928,52.03844282522531,76.874553375670985,1,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,holdout,commoncrawl,1964,1964,63.182884493548627,64.117282635071604,7.7171167234841285,52.37761774846453,72.075230009502945,3,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,holdout,github,1999,1999,49.374033732192913,49.331851328404262,5.849579136671017,42.045815086332865,56.487985406958977,7,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,holdout,stackexchange,2043,2043,60.287218503450816,60.054154265752281,6.3392157878769035,52.238606362367385,68.460661851066362,4,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1,holdout,wikipedia,1940,1940,59.944897626797896,59.936187681305029,7.5063775252296114,50.741001461981668,69.924318861932647,5,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A2,full,ALL,17523,17523,63.773424525096694,63.810921900699476,4.7466910142332637,58.146100350782838,69.681043577072046,,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A2,full,arxiv,17523,17523,63.773424525096694,63.810921900699476,4.7466910142332637,58.146100350782838,69.681043577072046,1,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A2,overlap_A1,ALL,1419,1419,64.078506451079718,64.325625771387109,4.879136015484665,58.167785014567876,70.086023971446366,,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A2,overlap_A1,arxiv,1419,1419,64.078506451079718,64.325625771387109,4.879136015484665,58.167785014567876,70.086023971446366,1,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A2,new_only,ALL,16104,16104,63.746542306208859,63.764052629262181,4.7340559379025642,58.145451447907092,69.64641219407028,,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A2,new_only,arxiv,16104,16104,63.746542306208859,63.764052629262181,4.7340559379025642,58.145451447907092,69.64641219407028,1,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A3,full,ALL,203752,203752,49.239195306571339,49.279489613041434,5.9730278821252352,41.7356704730648,56.487146036368479,,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A3,full,github,203752,203752,49.239195306571339,49.279489613041434,5.9730278821252352,41.7356704730648,56.487146036368479,1,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A3,overlap_A1,ALL,10000,10000,49.246782545141372,49.325247739829294,5.9487662182367735,41.651523721945694,56.445283188136749,,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A3,overlap_A1,github,10000,10000,49.246782545141372,49.325247739829294,5.9487662182367735,41.651523721945694,56.445283188136749,1,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A3,new_only,ALL,193752,193752,49.238803711203538,49.278092821158737,5.9742924412270648,41.739968036932687,56.488947633971456,,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A3,new_only,github,193752,193752,49.238803711203538,49.278092821158737,5.9742924412270648,41.739968036932687,56.488947633971456,1,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
A1+A2+A3,unique_union,ALL,261086,261086,52.187006623266825,50.854871020994636,8.3886024707482232,42.603223788012031,64.485598256510087,,TOPSIS_WEIGHT_SQUARED,q1-topsis-wsquared-20260924-r01
