dataset_id,subset,domain,n_records,n_unique_ids,mean,median,sd,p10,p90,domain_rank,model,run_id
A1,holdout,wikipedia,1940,1940,61.040794778733286,61.115554085712134,7.2683645247984492,52.238988426194631,70.726557239647448,5,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A2,full,ALL,17523,17523,63.504958911768838,63.767158013773944,5.4920014497301262,56.692645104158366,70.367824093611972,,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A2,full,arxiv,17523,17523,63.504958911768838,63.767158013773944,5.4920014497301262,56.692645104158366,70.367824093611972,1,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A2,overlap_A1,ALL,1419,1419,63.862359595226806,64.405653734340603,5.6028494851220048,56.906174482532123,70.651443264974063,,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A2,overlap_A1,arxiv,1419,1419,63.862359595226806,64.405653734340603,5.6028494851220048,56.906174482532123,70.651443264974063,1,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A2,new_only,ALL,16104,16104,63.473466638431347,63.704456784709933,5.4811866865427943,56.682858649086306,70.329682887358544,,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A2,new_only,arxiv,16104,16104,63.473466638431347,63.704456784709933,5.4811866865427943,56.682858649086306,70.329682887358544,1,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A3,full,ALL,203752,203752,51.68931209513098,51.871708774228708,5.7298912611995263,44.517183555275409,58.442048773799506,,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A3,full,github,203752,203752,51.68931209513098,51.871708774228708,5.7298912611995263,44.517183555275409,58.442048773799506,1,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A3,overlap_A1,ALL,10000,10000,51.701407532414713,51.938064102872389,5.7047356160229059,44.435631057928731,58.417488464301094,,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A3,overlap_A1,github,10000,10000,51.701407532414713,51.938064102872389,5.7047356160229059,44.435631057928731,58.417488464301094,1,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A3,new_only,ALL,193752,193752,51.688687820941112,51.868391960986003,5.7312005750251362,44.521202543962154,58.443320512951367,,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A3,new_only,github,193752,193752,51.688687820941112,51.868391960986003,5.7312005750251362,44.521202543962154,58.443320512951367,1,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,unique_union,ALL,261086,261086,54.232263879163661,53.297823285463409,7.7224911498550854,45.386539019930112,65.270892487780884,,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,unique_union,arxiv,17523,17523,63.504958911768838,63.767158013773944,5.4920014497301262,56.692645104158366,70.367824093611972,3,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,unique_union,book,171,171,56.032520480791618,55.477675739252255,4.793530056477266,49.598163803233597,62.387529669959278,6,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,unique_union,c4,10000,10000,66.002112661878627,66.911227190765203,8.8246313753386261,53.625345557942289,76.617331295351079,1,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,unique_union,commoncrawl,9640,9640,64.335709953563565,65.084162425509632,7.2241902535951779,54.696296549653923,72.906316087931216,2,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,unique_union,github,203752,203752,51.68931209513098,51.871708774228708,5.7298912611995263,44.517183555275409,58.442048773799506,7,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,unique_union,stackexchange,10000,10000,61.387873335966582,61.410510310038923,5.9646170002418675,53.874201198766578,68.855801624065435,4,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,unique_union,wikipedia,10000,10000,61.100906920424919,60.818230990289933,7.3010067009734021,52.359561219924586,70.726557239647448,5,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,ALL,272505,261086,54.18953637821361,53.271085756798186,7.6948994542706615,45.3659621560655,65.193215732347525,,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,arxiv,18942,17523,63.531732830564465,63.809430493690819,5.50103727759981,56.705274154622494,70.399309062121105,3,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,book,171,171,56.032520480791618,55.477675739252255,4.793530056477266,49.598163803233597,62.387529669959278,6,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,c4,10000,10000,66.002112661878627,66.911227190765203,8.8246313753386261,53.625345557942289,76.617331295351079,1,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,commoncrawl,9640,9640,64.335709953563565,65.084162425509632,7.2241902535951779,54.696296549653923,72.906316087931216,2,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,github,213752,203752,51.68987795824728,51.875250616829561,5.7287041383591815,44.51371697561418,58.441401628364773,7,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,stackexchange,10000,10000,61.387873335966582,61.410510310038923,5.9646170002418675,53.874201198766578,68.855801624065435,4,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1+A2+A3,all_file_rows_diagnostic,wikipedia,10000,10000,61.100906920424919,60.818230990289933,7.3010067009734021,52.359561219924586,70.726557239647448,5,TOPSIS_CRITIC,q1-critic-topsis-20260924-r01
A1,full,ALL,51230,51230,64.008171052280858,64.508638665171063,10.827594566757911,49.770340039238626,77.83551109784301,,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,full,arxiv,1419,1419,68.828975515837939,69.620489828410925,6.8497206662502013,60.252487355450739,76.95834472953706,2,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,full,book,171,171,58.813104019060013,58.101620503076802,6.9348536828331948,49.452600573524137,68.411614974710261,6,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,full,c4,10000,10000,70.79985936471158,72.627905482567698,10.864128416955776,55.424910421991008,83.217941817169205,1,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,full,commoncrawl,9640,9640,68.139131067851935,69.210910116544014,8.9290622123446415,56.227497760973428,78.421538948975268,3,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,full,github,10000,10000,52.150919542328097,52.644093313375457,7.6465993174609332,42.138324123574776,61.2035288389771,7,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,full,stackexchange,10000,10000,64.371031781385483,64.568033385643275,7.2209394128300977,55.249278681583206,73.265909274984395,4,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,full,wikipedia,10000,10000,64.133391558577003,64.096211234871248,8.976772154472572,53.284415959544106,75.635126827433865,5,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,fit,ALL,40919,40919,63.979325473784805,64.463118652697588,10.831436071896466,49.759339768128562,77.811053366030706,,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,fit,arxiv,1146,1146,68.823590353167972,69.536665854876304,6.8216105374430169,60.395279997346861,76.864098344338899,2,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,fit,book,135,135,59.081993319137105,57.99898826890206,6.9341283390862847,50.287019598503647,68.789833428155177,6,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,fit,c4,7944,7944,70.799530989441038,72.599366884688777,10.827917048361053,55.661445519622909,83.130657399625633,1,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,fit,commoncrawl,7676,7676,68.079240230491678,69.126485749696656,8.931038723167056,56.237305235740379,78.404315762990848,3,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,fit,github,8001,8001,52.109600451483367,52.642343476110966,7.6879216529771908,41.948521769195061,61.187365074056785,7,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,fit,stackexchange,7957,7957,64.359874509641216,64.586403878791003,7.2370762279522403,55.213488919460239,73.269267872775444,4,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,fit,wikipedia,8060,8060,64.153096593558217,64.019144367910769,8.9839794250096059,53.318188940614,75.651495460756834,5,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,holdout,ALL,10311,10311,64.12264416124016,64.702337044149488,10.812102155842888,49.856605487052278,77.937679021130961,,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,holdout,arxiv,273,273,68.851581363529519,69.764334241472099,6.9791316669726831,59.879108901468612,77.609694355722183,2,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,holdout,book,36,36,57.804769143770969,58.938496479960563,6.9411891604817644,48.353920868904822,66.738495710643662,6,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,holdout,c4,2056,2056,70.801128145426176,72.704901456212767,11.005581954486916,54.772340348566566,83.418798499665257,1,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,holdout,commoncrawl,1964,1964,68.373205440345544,69.592437036093557,8.9197479192677616,56.273162323489871,78.43511623135484,3,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,holdout,github,1999,1999,52.316299255108795,52.654147133260686,7.478527574124648,42.705076329727383,61.30192975595768,7,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,holdout,stackexchange,2043,2043,64.414486706137936,64.4534305796913,7.1593381633081794,55.371250287514819,73.240516101159599,4,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,holdout,wikipedia,1940,1940,64.051524248294285,64.398001809180812,8.9486120160140619,53.125991899995952,75.399370736260309,5,CRITIC_SUM,q1-critic-sum-20260924-r02
A2,full,ALL,17523,17523,68.423453391387071,68.85301086520758,6.6999602920180257,60.072301019849732,76.537097137636678,,CRITIC_SUM,q1-critic-sum-20260924-r02
A2,full,arxiv,17523,17523,68.423453391387071,68.85301086520758,6.6999602920180257,60.072301019849732,76.537097137636678,1,CRITIC_SUM,q1-critic-sum-20260924-r02
A2,overlap_A1,ALL,1419,1419,68.828975515837939,69.620489828410925,6.8497206662502013,60.252487355450739,76.95834472953706,,CRITIC_SUM,q1-critic-sum-20260924-r02
A2,overlap_A1,arxiv,1419,1419,68.828975515837939,69.620489828410925,6.8497206662502013,60.252487355450739,76.95834472953706,1,CRITIC_SUM,q1-critic-sum-20260924-r02
A2,new_only,ALL,16104,16104,68.387720909109646,68.770887560141617,6.6856412889498245,60.06862925201596,76.482921599871815,,CRITIC_SUM,q1-critic-sum-20260924-r02
A2,new_only,arxiv,16104,16104,68.387720909109646,68.770887560141617,6.6856412889498245,60.06862925201596,76.482921599871815,1,CRITIC_SUM,q1-critic-sum-20260924-r02
A3,full,ALL,203752,203752,52.131344436537084,52.559415958089502,7.6784699581142348,42.248799723594978,61.198683069477063,,CRITIC_SUM,q1-critic-sum-20260924-r02
A3,full,github,203752,203752,52.131344436537084,52.559415958089502,7.6784699581142348,42.248799723594978,61.198683069477063,1,CRITIC_SUM,q1-critic-sum-20260924-r02
A3,overlap_A1,ALL,10000,10000,52.150919542328097,52.644093313375457,7.6465993174609332,42.138324123574776,61.2035288389771,,CRITIC_SUM,q1-critic-sum-20260924-r02
A3,overlap_A1,github,10000,10000,52.150919542328097,52.644093313375457,7.6465993174609332,42.138324123574776,61.2035288389771,1,CRITIC_SUM,q1-critic-sum-20260924-r02
A3,new_only,ALL,193752,193752,52.130334118925369,52.555229821671674,7.680129589650611,42.254294235958213,61.1981918428867,,CRITIC_SUM,q1-critic-sum-20260924-r02
A3,new_only,github,193752,193752,52.130334118925369,52.555229821671674,7.680129589650611,42.254294235958213,61.1981918428867,1,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,unique_union,ALL,261086,261086,55.463758902195721,54.507580505262496,10.119623652560707,43.473860358230922,69.748113617466657,,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,unique_union,arxiv,17523,17523,68.423453391387071,68.85301086520758,6.6999602920180257,60.072301019849732,76.537097137636678,2,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,unique_union,book,171,171,58.813104019060013,58.101620503076802,6.9348536828331948,49.452600573524137,68.411614974710261,6,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,unique_union,c4,10000,10000,70.79985936471158,72.627905482567698,10.864128416955776,55.424910421991008,83.217941817169205,1,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,unique_union,commoncrawl,9640,9640,68.139131067851935,69.210910116544014,8.9290622123446415,56.227497760973428,78.421538948975268,3,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,unique_union,github,203752,203752,52.131344436537084,52.559415958089502,7.6784699581142348,42.248799723594978,61.198683069477063,7,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,unique_union,stackexchange,10000,10000,64.371031781385483,64.568033385643275,7.2209394128300977,55.249278681583206,73.265909274984395,4,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,unique_union,wikipedia,10000,10000,64.133391558577003,64.096211234871248,8.976772154472572,53.284415959544106,75.635126827433865,5,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,ALL,272505,261086,55.411784988968762,54.473209544487489,10.091350113389204,43.438658864787392,69.65818843038636,,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,arxiv,18942,17523,68.453832226494015,68.913021899291948,6.7119601830585518,60.07533602127728,76.574192250709132,2,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,book,171,171,58.813104019060013,58.101620503076802,6.9348536828331948,49.452600573524137,68.411614974710261,6,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,c4,10000,10000,70.79985936471158,72.627905482567698,10.864128416955776,55.424910421991008,83.217941817169205,1,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,commoncrawl,9640,9640,68.139131067851935,69.210910116544014,8.9290622123446415,56.227497760973428,78.421538948975268,3,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,github,213752,203752,52.132260222391309,52.563220694460043,7.6769651881299863,42.242350887995329,61.19890894930375,7,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,stackexchange,10000,10000,64.371031781385483,64.568033385643275,7.2209394128300977,55.249278681583206,73.265909274984395,4,CRITIC_SUM,q1-critic-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,wikipedia,10000,10000,64.133391558577003,64.096211234871248,8.976772154472572,53.284415959544106,75.635126827433865,5,CRITIC_SUM,q1-critic-sum-20260924-r02
A1,full,ALL,51230,51230,66.356212393836046,66.829214015546569,9.9182281078875612,53.593168136875626,78.929219317895004,,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,full,arxiv,1419,1419,67.645156642512958,68.688389494006245,8.0902264333121288,56.946914178692083,77.432999749682494,3,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,full,book,171,171,56.09650613827894,55.496852766841883,7.2406349615495058,46.738035759243751,65.387575804088144,7,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,full,c4,10000,10000,72.252109696393049,73.865912822009363,9.9654400739836326,58.197244554795262,83.664520948691248,1,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,full,commoncrawl,9640,9640,70.466465739801478,71.435528359831252,8.1646437079103524,59.798807223787499,79.852190128408736,2,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,full,github,10000,10000,56.114787392178769,56.858340497440622,7.4539533125456892,46.560765882361494,64.58114773442189,6,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,full,stackexchange,10000,10000,66.642530375474081,66.927528247606261,6.6660630557606106,58.173908388862117,74.722758448279393,4,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,full,wikipedia,10000,10000,66.445677673870321,66.513789146843749,8.4957679725356581,56.07078968203593,77.272609113514378,5,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,fit,ALL,40919,40919,66.33047477554986,66.790311410343747,9.9251569956946017,53.583482661801625,78.906931876065883,,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,fit,arxiv,1146,1146,67.653858070959458,68.663027490540301,8.0220635066675055,57.159326191420632,77.305199654771883,3,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,fit,book,135,135,56.362235987085086,55.4576337811,7.2276800733669466,47.39667527308,65.854417458407497,6,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,fit,c4,7944,7944,72.253154507876459,73.847737072888435,9.9340619948581992,58.400385268924516,83.596418325010006,1,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,fit,commoncrawl,7676,7676,70.41437613065041,71.37050293298438,8.1695420695663721,59.798058390912502,79.82702948650936,2,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,fit,github,8001,8001,56.070785161326903,56.849181788049997,7.5064976672783761,46.375175955540001,64.562282343700005,7,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,fit,stackexchange,7957,7957,66.633552190530992,66.949390667431885,6.6869793074576842,58.17343287027974,74.741667844310015,4,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,fit,wikipedia,8060,8060,66.467882963756068,66.450434937956246,8.5000906765341497,56.145191817441805,77.403415976280627,5,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,holdout,ALL,10311,10311,66.458351624041882,66.995608581731886,9.8905030923695545,53.627031662137504,78.960893704131223,,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,holdout,arxiv,273,273,67.608629767056257,68.85827559826248,8.3853402257918912,56.312343682495758,78.060088819497494,3,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,holdout,book,36,36,55.100019205255904,56.496639640481249,7.3040121660535302,45.180170002973128,63.336767381834377,7,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,holdout,c4,2056,2056,72.248072739961088,73.993464256099998,10.088199443529858,57.698042438737495,83.858019146984375,1,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,holdout,commoncrawl,1964,1964,70.670050179640427,71.82952671983125,8.1443513840983819,59.835664491170625,79.992460567552513,2,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,holdout,github,1999,1999,56.290906376193703,56.888290030893749,7.2389878509903127,47.247990716998871,64.685792394558732,6,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,holdout,stackexchange,2043,2043,66.677498274442357,66.779077903406247,6.5854714675561299,58.218142232466619,74.699905108919992,4,EQUAL_SUM,q1-equal-sum-20260924-r02
A1,holdout,wikipedia,1940,1940,66.353422706613131,66.841017257168758,8.4793502119207051,55.857182771965618,77.048271650800018,5,EQUAL_SUM,q1-equal-sum-20260924-r02
A2,full,ALL,17523,17523,67.15773315127862,67.890040008106254,7.9739003636141685,56.819001719476752,76.994607213976252,,EQUAL_SUM,q1-equal-sum-20260924-r02
A2,full,arxiv,17523,17523,67.15773315127862,67.890040008106254,7.9739003636141685,56.819001719476752,76.994607213976252,1,EQUAL_SUM,q1-equal-sum-20260924-r02
A2,overlap_A1,ALL,1419,1419,67.645156642512958,68.688389494006245,8.0902264333121288,56.946914178692083,77.432999749682494,,EQUAL_SUM,q1-equal-sum-20260924-r02
A2,overlap_A1,arxiv,1419,1419,67.645156642512958,68.688389494006245,8.0902264333121288,56.946914178692083,77.432999749682494,1,EQUAL_SUM,q1-equal-sum-20260924-r02
A2,new_only,ALL,16104,16104,67.114783950206743,67.826122291443738,7.9623930362843121,56.796503323035004,76.94383426684,,EQUAL_SUM,q1-equal-sum-20260924-r02
A2,new_only,arxiv,16104,16104,67.114783950206743,67.826122291443738,7.9623930362843121,56.796503323035004,76.94383426684,1,EQUAL_SUM,q1-equal-sum-20260924-r02
A3,full,ALL,203752,203752,56.090472752321389,56.758226901594682,7.4827309494038907,46.661355313344558,64.55397098193562,,EQUAL_SUM,q1-equal-sum-20260924-r02
A3,full,github,203752,203752,56.090472752321389,56.758226901594682,7.4827309494038907,46.661355313344558,64.55397098193562,1,EQUAL_SUM,q1-equal-sum-20260924-r02
A3,overlap_A1,ALL,10000,10000,56.114787392178769,56.858340497440622,7.4539533125456892,46.560765882361494,64.58114773442189,,EQUAL_SUM,q1-equal-sum-20260924-r02
A3,overlap_A1,github,10000,10000,56.114787392178769,56.858340497440622,7.4539533125456892,46.560765882361494,64.58114773442189,1,EQUAL_SUM,q1-equal-sum-20260924-r02
A3,new_only,ALL,193752,193752,56.089217816121639,56.754427145334375,7.4842302505696763,46.665739113233819,64.551462636339991,,EQUAL_SUM,q1-equal-sum-20260924-r02
A3,new_only,github,193752,193752,56.089217816121639,56.754427145334375,7.4842302505696763,46.665739113233819,64.551462636339991,1,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,unique_union,ALL,261086,261086,58.78386191515267,58.383528953790623,9.2574720802664885,47.857302577872574,71.182259542996889,,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,unique_union,arxiv,17523,17523,67.15773315127862,67.890040008106254,7.9739003636141685,56.819001719476752,76.994607213976252,3,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,unique_union,book,171,171,56.09650613827894,55.496852766841883,7.2406349615495058,46.738035759243751,65.387575804088144,6,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,unique_union,c4,10000,10000,72.252109696393049,73.865912822009363,9.9654400739836326,58.197244554795262,83.664520948691248,1,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,unique_union,commoncrawl,9640,9640,70.466465739801478,71.435528359831252,8.1646437079103524,59.798807223787499,79.852190128408736,2,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,unique_union,github,203752,203752,56.090472752321389,56.758226901594682,7.4827309494038907,46.661355313344558,64.55397098193562,7,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,unique_union,stackexchange,10000,10000,66.642530375474081,66.927528247606261,6.6660630557606106,58.173908388862117,74.722758448279393,4,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,unique_union,wikipedia,10000,10000,66.445677673870321,66.513789146843749,8.4957679725356581,56.07078968203593,77.272609113514378,5,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,ALL,272505,261086,58.732058946357178,58.352400573799997,9.2280289009069651,47.825361834514375,71.061899034725002,,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,arxiv,18942,17523,67.194247454628936,67.939492985499385,7.9834887312444236,56.837254766825311,77.037073864470003,3,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,book,171,171,56.09650613827894,55.496852766841883,7.2406349615495058,46.738035759243751,65.387575804088144,6,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,c4,10000,10000,72.252109696393049,73.865912822009363,9.9654400739836326,58.197244554795262,83.664520948691248,1,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,commoncrawl,9640,9640,70.466465739801478,71.435528359831252,8.1646437079103524,59.798807223787499,79.852190128408736,2,EQUAL_SUM,q1-equal-sum-20260924-r02
A1+A2+A3,all_file_rows_diagnostic,github,213752,203752,56.091610268688839,56.76230240408438,7.4813714915766356,46.656907748091982,64.55532863980001,7,EQUAL_SUM,q1-equal-sum-20260924-r02
