model_a,model_b,domain,n,spearman,mean_abs_rank_gap_pp,conflict10_n,conflict20_n,conflict30_n,conflict20_rate,strong_n,top10_jaccard
CRITIC,GROUP_EQUAL,wikipedia,10000,0.99067882098678806,2.8104080000000002,239,9,1,0.00089999999999999998,0,0.89933523266856596
CRITIC,GROUP_CRITIC,ALL,261086,0.97521503399821663,3.5538595477582073,11421,5638,3648,0.021594417165225251,0,0.80678869243278784
CRITIC,GROUP_CRITIC,arxiv,17523,0.98135472475253427,4.0958995400470384,1419,62,4,0.0035382069280374363,0,0.72525849335302806
CRITIC,GROUP_CRITIC,book,171,0.95761393908848735,5.70431927772648,23,6,2,0.035087719298245612,0,0.47826086956521741
CRITIC,GROUP_CRITIC,c4,10000,0.99493714696937186,2.1220060000000003,49,0,0,0,0,0.86219739292364994
CRITIC,GROUP_CRITIC,commoncrawl,9640,0.98541635189301313,3.6003770596236291,547,18,1,0.0018672199170124482,0,0.78024007386888272
CRITIC,GROUP_CRITIC,github,203752,0.99039655411294081,2.7952821777884056,5227,436,69,0.0021398562958891199,0,0.81797903189828236
CRITIC,GROUP_CRITIC,stackexchange,10000,0.99374825611348283,2.3819140000000001,79,1,0,0.0001,0,0.86219739292364994
CRITIC,GROUP_CRITIC,wikipedia,10000,0.98855477465754815,2.9661140000000001,373,25,6,0.0025000000000000001,0,0.87265917602996257
CRITIC,TOPSIS_CRITIC,ALL,261086,0.99904127624682448,0.90154542585858088,0,0,0,0,0,0.89380916113589381
CRITIC,TOPSIS_CRITIC,arxiv,17523,0.98900617019880877,3.1657681044395067,474,6,0,0.00034240712206813899,0,0.75551102204408815
CRITIC,TOPSIS_CRITIC,book,171,0.99538963688290516,1.8125235115078144,2,0,0,0,0,0.61904761904761907
CRITIC,TOPSIS_CRITIC,c4,10000,0.99327862541678691,2.3110620000000002,136,0,0,0,0,0.78094390026714156
CRITIC,TOPSIS_CRITIC,commoncrawl,9640,0.99413843597231266,2.156475439472461,82,0,0,0,0,0.800186741363212
CRITIC,TOPSIS_CRITIC,github,203752,0.99906713696780569,0.87782611418012024,0,0,0,0,0,0.90402766096626486
CRITIC,TOPSIS_CRITIC,stackexchange,10000,0.99619207250592123,1.7500099999999998,38,0,0,0,0,0.86393289841565701
CRITIC,TOPSIS_CRITIC,wikipedia,10000,0.99705102795451028,1.5933539999999999,3,0,0,0,0,0.88146754468485422
