donor,receiver,model_epsilon_count,median_delta_scalar_loss_z,min_delta_scalar_loss_z,max_delta_scalar_loss_z,improving_fraction,sign_consistent
train_the_pile_hackernews,train_the_pile_github,6,0.005609285666640734,0.003936342532782355,0.012197359100778016,0.0,True
train_the_pile_hackernews,train_the_pile_gutenberg_pg_19,6,-0.0015266536421074672,-0.014078896733513202,0.026965518340919647,0.6666666666666666,False
train_the_pile_hackernews,train_the_pile_nih_exporter,6,0.020850634639045657,-0.026297273446173386,0.07212441062095576,0.3333333333333333,False
train_the_pile_hackernews,train_the_pile_philpapers,6,-0.002417749571070299,-0.018251663299250764,0.017084402224745776,0.5,False
train_the_pile_hackernews,train_the_pile_pile_cc,6,3.289692761379581e-05,-0.008257551400640217,0.018564935543261107,0.5,False
train_the_pile_hackernews,train_the_pile_pubmed_abstracts,6,0.0015459983388755594,-0.0009155591608694946,0.01924822062532472,0.3333333333333333,False
train_the_pile_hackernews,train_the_pile_pubmed_central,6,0.0022518849001130214,-0.0005916969363582436,0.01275994787170287,0.16666666666666666,False
train_the_pile_hackernews,train_the_pile_stackexchange,6,-6.414732415760405e-05,-0.002277867935105371,0.020208376879273793,0.5,False
train_the_pile_hackernews,train_the_pile_ubuntu_irc,6,-0.02088553440314217,-0.03470747540416236,0.02558738402884153,0.8333333333333334,False
train_the_pile_hackernews,train_the_pile_uspto_backgrounds,6,0.0010348083086934023,-6.540648808467386e-05,0.024088009069419658,0.16666666666666666,False
train_the_pile_hackernews,train_the_pile_wikipedia_en,6,0.0013939245017681734,-0.001224392633762117,0.024751967406328235,0.5,False
train_the_pile_philpapers,train_the_pile_arxiv,6,-0.100540039646174,-0.26838799055928375,0.03420067622918774,0.6666666666666666,False
train_the_pile_philpapers,train_the_pile_dm_mathematics,6,0.004085070096579185,-0.02664319740477722,0.03112028313940074,0.5,False
train_the_pile_philpapers,train_the_pile_enron_emails,6,0.3984560441797744,0.20592365130496926,0.736818149686164,0.0,True
train_the_pile_philpapers,train_the_pile_europarl,6,0.13230531381786265,0.03550108187169698,0.23740982934268118,0.0,True
train_the_pile_philpapers,train_the_pile_freelaw,6,0.005846233957593205,-0.026248921762188793,0.03602200047293491,0.5,False
train_the_pile_philpapers,train_the_pile_github,6,0.005972725702426823,-0.02184586913866876,0.03038981003912422,0.5,False
train_the_pile_philpapers,train_the_pile_gutenberg_pg_19,6,0.002173968448066277,-0.041025725934431156,0.030548347903281425,0.5,False
train_the_pile_philpapers,train_the_pile_hackernews,6,-0.0011726359824459909,-0.026798941020859723,0.026669330208392017,0.5,False
train_the_pile_philpapers,train_the_pile_nih_exporter,6,0.015460728895766968,-0.013875989954031276,0.06386561102716892,0.16666666666666666,False
train_the_pile_philpapers,train_the_pile_pile_cc,6,0.0038388386948415287,-0.03520438060155834,0.03205362134771439,0.5,False
train_the_pile_philpapers,train_the_pile_pubmed_abstracts,6,0.005416198830018704,-0.027862388361787505,0.034339931616166997,0.5,False
train_the_pile_philpapers,train_the_pile_pubmed_central,6,0.004975072595321484,-0.027538526137276087,0.030728520187659925,0.5,False
train_the_pile_philpapers,train_the_pile_stackexchange,6,0.0037753789129521265,-0.029224697136022992,0.030587357828451345,0.5,False
train_the_pile_philpapers,train_the_pile_ubuntu_irc,6,-0.0155614235768132,-0.06165430460508042,0.029980613478326035,0.6666666666666666,False
train_the_pile_philpapers,train_the_pile_uspto_backgrounds,6,0.004869599070153552,-0.027012235689002517,0.033393503047994266,0.5,False
train_the_pile_philpapers,train_the_pile_wikipedia_en,6,0.0052184937291556155,-0.02817122183467985,0.03589958262063064,0.5,False
train_the_pile_pile_cc,train_the_pile_arxiv,6,-0.08999743017499323,-0.29261125768164,0.04241381715440845,0.5,False
train_the_pile_pile_cc,train_the_pile_dm_mathematics,6,0.002127889368700092,-0.0008420427798367935,0.010583954001151419,0.3333333333333333,False
train_the_pile_pile_cc,train_the_pile_enron_emails,6,0.41127685173562245,0.21413679223018983,0.7645839031230954,0.0,True
train_the_pile_pile_cc,train_the_pile_europarl,6,0.14210889704702892,0.04641158373668147,0.22316090126121857,0.0,True
train_the_pile_pile_cc,train_the_pile_freelaw,6,0.004703162286792073,0.002140555032832503,0.01097822964373979,0.0,True
train_the_pile_pile_cc,train_the_pile_github,6,0.006843373842999989,-0.004872431948610312,0.015381282267259488,0.3333333333333333,False
train_the_pile_pile_cc,train_the_pile_gutenberg_pg_19,6,-0.0008559675923085486,-0.003977867605205021,0.009367969644302976,0.6666666666666666,False
train_the_pile_pile_cc,train_the_pile_hackernews,6,0.0003825857767413565,-0.015791590132146593,0.010428210385068859,0.5,False
train_the_pile_pile_cc,train_the_pile_nih_exporter,6,0.02410149018411567,-0.0276234206140904,0.07905006583996865,0.3333333333333333,False
train_the_pile_pile_cc,train_the_pile_philpapers,6,-0.00219704690042144,-0.03006302749958467,0.027364724429757015,0.5,False
train_the_pile_pile_cc,train_the_pile_pubmed_abstracts,6,0.001971729644022535,0.0015770438029614198,0.009364763044141355,0.0,True
train_the_pile_pile_cc,train_the_pile_pubmed_central,6,0.0024845660527213764,-0.0048334855403913135,0.009688625268652606,0.3333333333333333,False
train_the_pile_pile_cc,train_the_pile_stackexchange,6,0.0018943835576347434,-0.0014074162886146269,0.008002454269905535,0.3333333333333333,False
train_the_pile_pile_cc,train_the_pile_ubuntu_irc,6,-0.02128244393846579,-0.027434281840176267,0.009081853028295117,0.8333333333333334,False
train_the_pile_pile_cc,train_the_pile_uspto_backgrounds,6,0.0036416077177811312,0.0003936209966942661,0.010214915716926287,0.0,True
train_the_pile_pile_cc,train_the_pile_wikipedia_en,6,0.004135587835973453,0.001557881206930234,0.009055929571248622,0.0,True
train_the_pile_pubmed_abstracts,train_the_pile_arxiv,6,-0.09580408130947757,-0.2970967847432491,0.04049291305603006,0.5,False
