model,epsilon,donor,receiver,delta_mass,delta_scalar_loss_z,direction
ilr_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_hackernews,0.01,0.000266458847957729,worsens
ilr_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_uspto_backgrounds,0.01,0.000502682012544553,worsens
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_arxiv,0.01,0.030889335692325603,worsens
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_freelaw,0.01,0.0003324125857450677,worsens
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_nih_exporter,0.01,0.03020728784032284,worsens
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_pubmed_central,0.01,0.0010034133116083588,worsens
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_wikipedia_en,0.01,-0.0007495975614897343,improves
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_dm_mathematics,0.01,-0.00027841295877439887,improves
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_github,0.01,0.005816383836376615,worsens
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_philpapers,0.01,0.009005973657223776,worsens
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_stackexchange,0.01,-0.0013407176321143521,improves
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_enron_emails,0.01,0.26731518837746926,worsens
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_gutenberg_pg_19,0.01,-0.005277992008430543,improves
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_pile_cc,0.01,-0.004117215960132092,improves
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_ubuntu_irc,0.01,-0.024504424683445047,improves
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_europarl,0.01,0.05937533505873971,worsens
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_hackernews,0.01,-0.00020289924231775558,improves
ilr_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_pubmed_abstracts,0.01,-0.000354050099661829,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_arxiv,0.01,-0.29966441663080345,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_nih_exporter,0.01,-0.014246634086526933,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_pubmed_central,0.01,-0.005551124024174903,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_wikipedia_en,0.01,-9.751979991956539e-05,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_dm_mathematics,0.01,-0.004842478964912966,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_github,0.01,-0.005331279215487483,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_philpapers,0.01,-0.02797584059325775,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_stackexchange,0.01,-0.005440349160437674,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_enron_emails,0.01,0.5788036921792937,worsens
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_gutenberg_pg_19,0.01,-0.0049062288686936295,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_pile_cc,0.01,-0.0037398330405749025,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_ubuntu_irc,0.01,-0.027104968567076115,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_europarl,0.01,0.21650989009444022,worsens
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_hackernews,0.01,-0.009154891137470034,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_pubmed_abstracts,0.01,-0.0020202448951460727,improves
quadratic_ridge,0.0001,train_the_pile_freelaw,train_the_pile_uspto_backgrounds,0.01,-0.002601550602687963,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_arxiv,0.01,-0.2904467363215071,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_freelaw,0.01,0.007339199148646336,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_nih_exporter,0.01,-0.006582970250609721,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_wikipedia_en,0.01,0.00726865304541735,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_dm_mathematics,0.01,0.0025213552018349406,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_github,0.01,0.002567376727020121,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_philpapers,0.01,-0.02043613722049109,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_stackexchange,0.01,0.0019845351465198613,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_enron_emails,0.01,0.5784775103680424,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_gutenberg_pg_19,0.01,0.002296775389110106,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_pile_cc,0.01,0.0036936564446805598,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_ubuntu_irc,0.01,-0.020153938077389966,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_europarl,0.01,0.22659074571334242,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_hackernews,0.01,-0.0016998251499943384,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_pubmed_abstracts,0.01,0.005207769721449318,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_central,train_the_pile_uspto_backgrounds,0.01,0.00475400584417951,worsens
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_arxiv,0.01,-0.3002718418360427,improves
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_freelaw,0.01,-0.00012416419800975742,improves
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_nih_exporter,0.01,-0.013923502049196346,improves
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_pubmed_central,0.01,-0.0056399585320393575,improves
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_dm_mathematics,0.01,-0.004898378438377371,improves
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_github,0.01,-0.005300000919927661,improves
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_philpapers,0.01,-0.028090144382058035,improves
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_stackexchange,0.01,-0.005490655340683159,improves
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_enron_emails,0.01,0.5800564169118075,worsens
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_gutenberg_pg_19,0.01,-0.005002354112338958,improves
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_pile_cc,0.01,-0.0038155039499060406,improves
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_ubuntu_irc,0.01,-0.027397923200896623,improves
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_europarl,0.01,0.21720780376170068,worsens
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_hackernews,0.01,-0.009194917215388343,improves
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_pubmed_abstracts,0.01,-0.0020609131972891825,improves
quadratic_ridge,0.0001,train_the_pile_wikipedia_en,train_the_pile_uspto_backgrounds,0.01,-0.0026700915615428533,improves
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_arxiv,0.01,-0.2962729500746255,improves
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_freelaw,0.01,0.004961111255081807,worsens
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_nih_exporter,0.01,-0.008972253810979214,improves
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_pubmed_central,0.01,-0.000558705315175545,improves
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_wikipedia_en,0.01,0.004931591190866502,worsens
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_github,0.01,-0.0004154773393715283,improves
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_philpapers,0.01,-0.023032238034737085,improves
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_stackexchange,0.01,-0.0004027645565880533,improves
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_enron_emails,0.01,0.5835450459416243,worsens
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_gutenberg_pg_19,0.01,4.4973221416610976e-05,worsens
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_pile_cc,0.01,0.0012545489337015825,worsens
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_ubuntu_irc,0.01,-0.02239798319892783,improves
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_europarl,0.01,0.22164748198969658,worsens
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_hackernews,0.01,-0.004166541617126818,improves
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_pubmed_abstracts,0.01,0.0030377253340576615,worsens
quadratic_ridge,0.0001,train_the_pile_dm_mathematics,train_the_pile_uspto_backgrounds,0.01,0.0024248820173393693,worsens
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_arxiv,0.01,-0.2605088713425694,improves
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_freelaw,0.01,0.023642070011497873,worsens
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_nih_exporter,0.01,0.008489241627733457,worsens
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_pubmed_central,0.01,0.01896641243986341,worsens
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_wikipedia_en,0.01,0.023765756744019595,worsens
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_dm_mathematics,0.01,0.0186548995920931,worsens
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_philpapers,0.01,-0.004759785583724363,improves
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_stackexchange,0.01,0.01780585928584022,worsens
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_enron_emails,0.01,0.5895955192849149,worsens
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_gutenberg_pg_19,0.01,0.01995394873894807,worsens
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_pile_cc,0.01,0.02043432578390536,worsens
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_ubuntu_irc,0.01,-0.003160622887608877,improves
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_europarl,0.01,0.2412828964385168,worsens
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_hackernews,0.01,0.01460035933802939,worsens
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_pubmed_abstracts,0.01,0.021705540964053527,worsens
quadratic_ridge,0.0001,train_the_pile_github,train_the_pile_uspto_backgrounds,0.01,0.021170786990646007,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_arxiv,0.01,-0.26838799055928375,improves
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_freelaw,0.01,0.03602200047293491,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_nih_exporter,0.01,0.01500646674973305,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_pubmed_central,0.01,0.030728520187659925,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_wikipedia_en,0.01,0.03589958262063064,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_dm_mathematics,0.01,0.03112028313940074,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_github,0.01,0.03038981003912422,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_stackexchange,0.01,0.030587357828451345,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_enron_emails,0.01,0.5967581054664955,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_gutenberg_pg_19,0.01,0.030548347903281425,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_pile_cc,0.01,0.03205362134771439,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_ubuntu_irc,0.01,0.00868965162235702,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_europarl,0.01,0.23740982934268118,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_hackernews,0.01,0.026669330208392017,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_pubmed_abstracts,0.01,0.034339931616166997,worsens
quadratic_ridge,0.0001,train_the_pile_philpapers,train_the_pile_uspto_backgrounds,0.01,0.033393503047994266,worsens
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_arxiv,0.01,-0.29460599304859814,improves
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_freelaw,0.01,0.005806255711832908,worsens
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_nih_exporter,0.01,-0.007684843780532691,improves
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_pubmed_central,0.01,0.00034089431904860135,worsens
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_wikipedia_en,0.01,0.005782386275690499,worsens
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_dm_mathematics,0.01,0.0010406099229014476,worsens
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_github,0.01,0.00029518844781972753,worsens
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_philpapers,0.01,-0.02214222416042444,improves
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_enron_emails,0.01,0.584824938873143,worsens
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_gutenberg_pg_19,0.01,0.0011683896525793713,worsens
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_pile_cc,0.01,0.002129424300845728,worsens
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_ubuntu_irc,0.01,-0.021280720803949826,improves
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_europarl,0.01,0.22120527170722837,worsens
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_hackernews,0.01,-0.0032774471983384457,improves
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_pubmed_abstracts,0.01,0.0038716755931266222,worsens
quadratic_ridge,0.0001,train_the_pile_stackexchange,train_the_pile_uspto_backgrounds,0.01,0.003293111065970522,worsens
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_arxiv,0.01,-0.33102007262624633,improves
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_freelaw,0.01,-0.027645275380029588,improves
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_nih_exporter,0.01,-0.03488119698899761,improves
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_pubmed_central,0.01,-0.033603337857583626,improves
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_wikipedia_en,0.01,-0.0278346025324534,improves
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_dm_mathematics,0.01,-0.0326789716817657,improves
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_github,0.01,-0.030546578398681357,improves
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_philpapers,0.01,-0.05693479961785952,improves
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_stackexchange,0.01,-0.03233976972867236,improves
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_enron_emails,0.01,0.4806163232991023,worsens
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_pile_cc,0.01,-0.033335726385201214,improves
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_ubuntu_irc,0.01,-0.04973300613417042,improves
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_europarl,0.01,0.20239070880807264,worsens
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_hackernews,0.01,-0.03712870277971703,improves
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_pubmed_abstracts,0.01,-0.029516688578031358,improves
quadratic_ridge,0.0001,train_the_pile_gutenberg_pg_19,train_the_pile_uspto_backgrounds,0.01,-0.030452707453415218,improves
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_arxiv,0.01,-0.29261125768164,improves
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_freelaw,0.01,0.003971306465706315,worsens
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_nih_exporter,0.01,-0.010218855309879982,improves
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_pubmed_central,0.01,-0.0014816423320901384,improves
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_wikipedia_en,0.01,0.0039181677113034885,worsens
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_dm_mathematics,0.01,-0.0008420427798367935,improves
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_github,0.01,-0.0010078149872776443,improves
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_philpapers,0.01,-0.024160300469425855,improves
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_stackexchange,0.01,-0.0014074162886146269,improves
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_enron_emails,0.01,0.5818493857218149,worsens
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_gutenberg_pg_19,0.01,-0.0015365486983199839,improves
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_ubuntu_irc,0.01,-0.023163068715619795,improves
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_europarl,0.01,0.2182414173671987,worsens
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_hackernews,0.01,-0.005133273820255968,improves
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_pubmed_abstracts,0.01,0.001985361807656405,worsens
quadratic_ridge,0.0001,train_the_pile_pile_cc,train_the_pile_uspto_backgrounds,0.01,0.001426880997501656,worsens
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_arxiv,0.01,-0.29058795237007473,improves
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_freelaw,0.01,0.009841972673759636,worsens
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_nih_exporter,0.01,-0.004302295955591062,improves
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_pubmed_central,0.01,0.004406508671931375,worsens
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_wikipedia_en,0.01,0.009828883391216903,worsens
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_dm_mathematics,0.01,0.005024525373605426,worsens
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_github,0.01,0.004611558332275556,worsens
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_philpapers,0.01,-0.018251663299250764,improves
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_stackexchange,0.01,0.004472807504652954,worsens
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_enron_emails,0.01,0.5846949157897676,worsens
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_gutenberg_pg_19,0.01,0.004880906279247643,worsens
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_pile_cc,0.01,0.0061545801549902635,worsens
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_ubuntu_irc,0.01,-0.01756787155749462,improves
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_europarl,0.01,0.22420471742332032,worsens
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_pubmed_abstracts,0.01,0.00787124636813108,worsens
quadratic_ridge,0.0001,train_the_pile_hackernews,train_the_pile_uspto_backgrounds,0.01,0.007319579916770902,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_arxiv,0.01,-0.2970967847432491,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_freelaw,0.01,0.0018561849534364239,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_nih_exporter,0.01,-0.01284357472762232,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_pubmed_central,0.01,-0.0037834595189473186,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_wikipedia_en,0.01,0.0018425855389917478,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_dm_mathematics,0.01,-0.002887285636729242,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_github,0.01,-0.003386249733536295,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_philpapers,0.01,-0.025855659398467012,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_stackexchange,0.01,-0.00349755449677136,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_enron_emails,0.01,0.5797111483254014,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_gutenberg_pg_19,0.01,-0.0029506646768521216,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_pile_cc,0.01,-0.0018447920211795976,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_ubuntu_irc,0.01,-0.02540040365370888,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_europarl,0.01,0.22006345576877628,worsens
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_hackernews,0.01,-0.00724823471585756,improves
quadratic_ridge,0.0001,train_the_pile_pubmed_abstracts,train_the_pile_uspto_backgrounds,0.01,-0.0006977950865703075,improves
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_arxiv,0.01,-0.29792423310780347,improves
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_freelaw,0.01,0.0025516515683934315,worsens
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_nih_exporter,0.01,-0.011338280760064934,improves
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_pubmed_central,0.01,-0.0029739668398628405,improves
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_wikipedia_en,0.01,0.002509676991385268,worsens
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_dm_mathematics,0.01,-0.002225335274240514,improves
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_github,0.01,-0.0026748320831423422,improves
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_philpapers,0.01,-0.02541727825482576,improves
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_stackexchange,0.01,-0.0028006005351456364,improves
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_enron_emails,0.01,0.5819688297675445,worsens
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_gutenberg_pg_19,0.01,-0.0023626887125477447,improves
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_pile_cc,0.01,-0.0011290000764212493,improves
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_ubuntu_irc,0.01,-0.024461201670334276,improves
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_europarl,0.01,0.21792872228035898,worsens
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_hackernews,0.01,-0.006524424318289146,improves
quadratic_ridge,0.0001,train_the_pile_uspto_backgrounds,train_the_pile_pubmed_abstracts,0.01,0.0005802396062262183,worsens
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_arxiv,0.01,0.005570625450349531,worsens
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_nih_exporter,0.01,0.06809772835318462,worsens
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_pubmed_central,0.01,-0.0012637122181316518,improves
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_wikipedia_en,0.01,-0.0018964079155351365,improves
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_dm_mathematics,0.01,-0.0003683834856323398,improves
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_github,0.01,0.004428944780476007,worsens
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_philpapers,0.01,0.016412386942973256,worsens
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_stackexchange,0.01,-0.002949883216878335,improves
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_enron_emails,0.01,0.31875798295547375,worsens
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_gutenberg_pg_19,0.01,-0.014750912015286277,improves
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_pile_cc,0.01,-0.008929566682413348,improves
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_ubuntu_irc,0.01,-0.03537949068593543,improves
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_europarl,0.01,0.06177589579084175,worsens
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_hackernews,0.01,-0.0005241271017150662,improves
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_pubmed_abstracts,0.01,-0.0015875744426425142,improves
ilr_ridge,0.001,train_the_pile_freelaw,train_the_pile_uspto_backgrounds,0.01,-0.0007374217698576935,improves
ilr_ridge,0.001,train_the_pile_pubmed_central,train_the_pile_arxiv,0.01,0.007289730861255006,worsens
ilr_ridge,0.001,train_the_pile_pubmed_central,train_the_pile_freelaw,0.01,0.001744997567861395,worsens
ilr_ridge,0.001,train_the_pile_pubmed_central,train_the_pile_nih_exporter,0.01,0.06981683376408993,worsens
ilr_ridge,0.001,train_the_pile_pubmed_central,train_the_pile_wikipedia_en,0.01,-0.00017730250462960617,improves
ilr_ridge,0.001,train_the_pile_pubmed_central,train_the_pile_dm_mathematics,0.01,0.0013507219252726355,worsens
ilr_ridge,0.001,train_the_pile_pubmed_central,train_the_pile_github,0.01,0.006148050191381593,worsens
ilr_ridge,0.001,train_the_pile_pubmed_central,train_the_pile_philpapers,0.01,0.018131492353878342,worsens
ilr_ridge,0.001,train_the_pile_pubmed_central,train_the_pile_stackexchange,0.01,-0.0012307778059731378,improves
ilr_ridge,0.001,train_the_pile_pubmed_central,train_the_pile_enron_emails,0.01,0.320477088366379,worsens
ilr_ridge,0.001,train_the_pile_pubmed_central,train_the_pile_gutenberg_pg_19,0.01,-0.013031806604381191,improves
ilr_ridge,0.001,train_the_pile_pubmed_central,train_the_pile_pile_cc,0.01,-0.007210461271508095,improves
ilr_ridge,0.001,train_the_pile_pubmed_central,train_the_pile_ubuntu_irc,0.01,-0.03366038527503007,improves
