target,n_months,observed_slope_per_month,perm_mean,perm_sd,one_sided_exceedance,two_sided_exceedance,perm_q025,perm_q975
loo_exclude_MATH,10,0.4595383539159912,0.0004144964287324546,0.25257751933216394,0.02727,0.05563,-0.4684415194532065,0.4658132738887751
IFEval,10,0.30186759683163017,-0.0009821350192565034,0.24214802045672135,0.1162,0.23302,-0.4615979943318105,0.46145265605697455
BBH,10,0.3868856942976041,0.00015516477042691807,0.22506805355581647,0.04035,0.07951,-0.4202032475422505,0.42078132479104724
MATH,10,3.1941087613293067,0.001862096951387456,1.1487789168606761,7e-05,0.00016,-2.2028517806463435,2.2165384967499797
GPQA,10,0.43082672361195756,0.0007670561317881753,0.176140227590188,0.00121,0.00252,-0.32644396990034474,0.32827435428106544
MUSR,10,0.24178290844957634,9.143017476907862e-06,0.15072629031599946,0.05611,0.11278,-0.2903659611992928,0.2889229597562947
MMLU_PRO,10,0.7403917835267617,-0.0018752015332844183,0.3347949778491086,0.00247,0.00504,-0.6135286962040655,0.6125416817778871
