base_model,correction,dataset,role,n,rmse_mean_loss,mae_mean_loss,bias_observed_minus_pred_mean_loss,r2_mean_loss,spearman_mean_loss,rmse_domain_macro,mae_domain_macro,rmse_pooled_all_domains,r2_domain_macro,spearman_domain_macro
quadratic_ridge_qproxy,C1_domain,A10_A11_test_1b,cross_scale_retrospective,64,0.2269521696656491,0.1926659651260225,-0.1692833218449823,-18.092387014772807,0.4907509157509158,0.5944414352491054,0.551157210140296,0.6618401199524157,-19.54368503781096,0.8427761341222877
quadratic_ridge_qproxy,C1_domain,A12_A13_est_10b,supplied_estimate_extrapolation_audit,63,0.4518614333100648,0.3675894043966246,-0.2693907910204346,-21.101925702196848,-0.5859254992319509,1.000316934580406,0.9038354829607768,1.0915165012125394,-21.26261654460996,0.610586316897673
quadratic_ridge_qproxy,C1_domain,A14_A15_est_70b,supplied_estimate_extrapolation_audit,63,0.3777830347235953,0.3121058098426704,0.0412880942811157,-12.155621938855688,-0.6632584485407066,1.084791779262113,0.9725125596249412,1.2343165267282945,-34.720954434637655,0.5295570149258164
quadratic_ridge_qproxy,C2_mixture_conditioned,A4_A5_train_1m,base_fit,512,0.1844319052421286,0.1401723003334728,-1.2663481374630692e-16,0.6769209421905429,0.8285032823210996,0.2087552391927552,0.1582257085741981,0.2281812033453842,0.9200865632602708,0.9590154423202368
quadratic_ridge_qproxy,C2_mixture_conditioned,A6_A7_test_1m,same_scale_retrospective; also_scale_calibration_member,256,0.2221708939665682,0.1755523609890813,-0.0436265636630203,0.3599188042147729,0.6924224650949874,0.257753203995714,0.2021712896566114,0.28459804087601,0.865837400654956,0.9343672421078576
quadratic_ridge_qproxy,C2_mixture_conditioned,A8_A9_test_60m,scale_calibration_in_sample,256,0.2115721458387635,0.1667888962274341,-0.0436265636630202,0.065658113948571,0.6340710116731516,0.2703783676018268,0.2125735685359796,0.3023502538752487,0.7489218742754509,0.909677777875592
quadratic_ridge_qproxy,C2_mixture_conditioned,A10_A11_test_1b,cross_scale_retrospective,64,0.1872675913133418,0.1583672733671999,-0.1333145072859166,-11.999205227246115,0.4196886446886446,0.5648760849268543,0.5241005458275801,0.6268540540774807,-19.064834332502645,0.7200514229360382
quadratic_ridge_qproxy,C2_mixture_conditioned,A12_A13_est_10b,supplied_estimate_extrapolation_audit,63,0.4178453227402388,0.3354414896423472,-0.251060662812669,-17.89951475426925,-0.5593798003072197,0.9510297956403024,0.859631789293868,1.0648827616645251,-20.603055788638805,0.5316192685856738
quadratic_ridge_qproxy,C2_mixture_conditioned,A14_A15_est_70b,supplied_estimate_extrapolation_audit,63,0.3502496093208867,0.2859689971811534,0.0634909113442795,-10.307895894958351,-0.592741935483871,1.044021144669371,0.947500360889692,1.2192911605788277,-33.937096440071734,0.4205031217231464
qproxy_only,C0_none,A4_A5_train_1m,base_fit,512,0.3243372024539518,0.2563273969771192,-3.9898639947466563e-17,0.0008510526824949,0.1203736188359025,0.7134128491511528,0.6095820881323422,0.7834129806101091,0.0907294232199884,0.268653521261443
