axis,to_domain,from_domain,to_index,from_index,derivative_per_fraction,loss_change_per_1pp_linearization,pair_logratio_elasticity,finite_difference,finite_step,finite_delta_loss,min_convex_weight,witness_reconstruction_max_error,finite_endpoints_in_training_convex_hull,one_percentage_point_support_verified
Q_A_topsis_0_1,nih_exporter,uspto_backgrounds,2,16,-2.1468175930164315,-0.021468175930164316,-0.004916972135525544,-2.1468175930161593,0.0001,-0.00021468175930161593,0.0018768557049196346,6.938893903907228e-17,True,False
quality_score_soft_proxy_0_1,nih_exporter,uspto_backgrounds,2,16,-2.116753880932226,-0.021167538809322258,-0.004848115594061861,-2.1167538809319097,0.0001,-0.00021167538809319097,0.0018768557049196346,6.938893903907228e-17,True,False
Q_A_topsis_0_1,pubmed_central,arxiv,3,0,-0.05934955619426563,-0.0005934955619426563,-0.0014104502509605403,-0.0593495561940216,0.0001,-5.93495561940216e-06,0.001948941847103078,5.551115123125783e-17,True,False
quality_score_soft_proxy_0_1,pubmed_central,arxiv,3,0,-0.14067810226094712,-0.0014067810226094713,-0.003343234176665617,-0.14067810226059407,0.0001,-1.4067810226059407e-05,0.001948941847103078,5.551115123125783e-17,True,False
Q_A_topsis_0_1,pubmed_central,freelaw,3,1,-0.21263205964621512,-0.002126320596462151,-0.00466202012065379,-0.2126320596462783,0.0001,-2.1263205964849874e-05,0.001948086392189467,5.551115123125783e-17,True,False
quality_score_soft_proxy_0_1,pubmed_central,freelaw,3,1,-0.11607586294344441,-0.001160758629434444,-0.002544997257069188,-0.11607586294370975,0.0001,-1.1607586294370975e-05,0.001948086392189467,5.551115123125783e-17,True,False
Q_A_topsis_0_1,pubmed_central,nih_exporter,3,2,2.216119776078164,0.02216119776078164,0.0052019747426908045,2.2161197760772744,0.0001,0.0002216119776075054,0.0018777808980931644,4.163336342344337e-17,True,False
quality_score_soft_proxy_0_1,pubmed_central,nih_exporter,3,2,2.2265839381148336,0.022265839381148338,0.005226537632840412,2.226583938114146,0.0001,0.0002226583938114146,0.0018777808980931644,4.163336342344337e-17,True,False
Q_A_topsis_0_1,pubmed_central,wikipedia_en,3,4,0.09383008486515843,0.0009383008486515843,0.0017789005661439736,0.09383008486629763,0.0001,9.383008486629763e-06,0.0019470876304137233,5.551115123125783e-17,True,False
quality_score_soft_proxy_0_1,pubmed_central,wikipedia_en,3,4,0.3668234589485334,0.003668234589485334,0.006954512081452278,0.3668234589504493,0.0001,3.668234589504493e-05,0.0019470876304137233,5.551115123125783e-17,True,False
Q_A_topsis_0_1,pubmed_central,dm_mathematics,3,5,1.3423845141495763,0.013423845141495763,0.01170753203690673,1.342384514149142,0.0001,0.00013423845141469215,0.0019373085418103123,6.938893903907228e-17,True,False
quality_score_soft_proxy_0_1,pubmed_central,dm_mathematics,3,5,1.331920352112906,0.01331920352112906,0.011616269428471984,1.3319203521122702,0.0001,0.00013319203521122702,0.0019373085418103123,6.938893903907228e-17,True,False
Q_A_topsis_0_1,pubmed_central,github,3,6,-0.2811794632553828,-0.0028117946325538277,-0.006612696086783076,-0.2811794632551212,0.0001,-2.8117946325512122e-05,0.0019491515706821034,5.551115123125783e-17,True,False
quality_score_soft_proxy_0_1,pubmed_central,github,3,6,0.10966859655088501,0.0010966859655088502,0.002579153864435532,0.10966859655070493,0.0001,1.0966859655070493e-05,0.0019491515706821034,5.551115123125783e-17,True,False
Q_A_topsis_0_1,pubmed_central,philpapers,3,7,4.331986819097236,0.04331986819097236,0.0095065335394419,4.331986819097189,0.0001,0.0004331986819097189,0.001874305953094384,5.551115123125783e-17,True,False
quality_score_soft_proxy_0_1,pubmed_central,philpapers,3,7,4.341786594121004,0.04341786594121004,0.009528039119637052,4.3417865941197675,0.0001,0.00043417865941197675,0.001874305953094384,5.551115123125783e-17,True,False
