axis,Q_A_reference,Q_B_reference,t_hull_max,t_safe,delta_QB_safe,delta_QB_formal,lp_objective,dual_objective,t_upper_price,observed_joint_support
Q_A_topsis_0_1,0.6083759051961491,0.749395747680061,0.014617630750048549,0.014471454442548062,0.10415880058273051,0.250604252319939,-0.014617630750048549,-0.014617630750048549,0.0,False
quality_score_soft_proxy_0_1,0.2214279307297116,0.4816880916292793,0.10682271227830445,0.10575448515552141,0.19728490996518072,0.5183119083707207,-0.10682271227830445,-0.10682271227830444,0.0,False
