branch_id,target_domain,baseline_weights,c4_branch_weights,baseline_domain_q_0_100,c4_branch_domain_q_0_100,domain_q_delta_0_100,baseline_range_low_0_100,baseline_range_high_0_100,c4_branch_range_low_0_100,c4_branch_range_high_0_100,wide_row_count,mean_delta_q_soft_0_100,max_abs_delta_q_soft_0_100,mean_abs_delta_q_soft_0_100,spearman_baseline_vs_branch,formal_mapping_change,formal_q2_fit
nih_exporter_c4,nih_exporter,"{""arxiv"":0.6,""wikipedia"":0.2,""commoncrawl"":0.2}","{""c4"":0.5,""arxiv"":0.4,""wikipedia"":0.1}",63.40473913193378,64.65609086107253,1.2513517291387473,61.10090692042493,64.33570995356357,61.10090692042493,66.00211266187863,1214,0.007752570974619517,0.31659198747210127,0.007752570974619517,0.9999145666443505,NO,NO
pubmed_abstracts_c4,pubmed_abstracts,"{""arxiv"":0.7,""wikipedia"":0.2,""commoncrawl"":0.1}","{""c4"":0.5,""arxiv"":0.4,""wikipedia"":0.1}",63.357404096100105,64.65609086107253,1.2986867649724232,61.10090692042493,64.33570995356357,61.10090692042493,66.00211266187863,1214,0.08270810668188013,0.7472962803437753,0.08270810668188013,0.9949749854749714,NO,NO
uspto_backgrounds_c4,uspto_backgrounds,"{""book"":0.4,""arxiv"":0.3,""wikipedia"":0.2,""commoncrawl"":0.1}","{""c4"":0.4,""book"":0.3,""arxiv"":0.2,""wikipedia"":0.1}",60.225468450326034,62.09316382007678,1.8676953697507486,56.03252048079162,64.33570995356357,56.03252048079162,66.00211266187863,1214,0.1386226398900535,1.2954573672422853,0.1386226398900535,0.9868075754543854,NO,NO
