model,dataset,destination,source,delta,target,valid_rows,mean_effect,bootstrap_ci_low,bootstrap_ci_high
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_gutenberg_pg_19,0.01,metric/the_pile_stackexchange_val_loss,201,0.01159527306835634,0.008397439842716105,0.014721715187062428
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_gutenberg_pg_19,0.01,metric/the_pile_gutenberg_pg_19_val_loss,201,0.06352019143109322,0.05513684025689459,0.07289236891409664
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_gutenberg_pg_19,0.01,metric/the_pile_pile_cc_val_loss,201,0.025139449578546177,0.021362996163205073,0.029404303175580775
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_gutenberg_pg_19,0.01,metric/the_pile_ubuntu_irc_val_loss,201,0.04334610163105414,0.035960997762594225,0.05261128147211292
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_gutenberg_pg_19,0.01,metric/the_pile_hackernews_val_loss,201,0.02875462980765457,0.024833405365752168,0.032617449226712884
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_gutenberg_pg_19,0.01,metric/the_pile_pubmed_abstracts_val_loss,201,0.018355758751167444,0.01501842748594507,0.021605247811430334
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_gutenberg_pg_19,0.01,metric/the_pile_uspto_backgrounds_val_loss,201,0.01480739792979692,0.012175087465606605,0.01776921063243835
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_pile_cc,0.01,metric/the_pile_arxiv_val_loss,263,-0.47696228186762285,-0.530094286853006,-0.42507079910349577
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_pile_cc,0.01,metric/the_pile_freelaw_val_loss,263,0.04834530999417472,0.04342905233212592,0.053698905327486265
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_pile_cc,0.01,metric/the_pile_pubmed_central_val_loss,263,-0.015218149062905901,-0.017215444910011105,-0.013346629987369053
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_pile_cc,0.01,metric/the_pile_wikipedia_en_val_loss,263,0.04654453525125766,0.04211458477391375,0.05286354738915067
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_pile_cc,0.01,metric/the_pile_dm_mathematics_val_loss,263,0.031849131187226654,0.02423437372217443,0.040916460211768965
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_pile_cc,0.01,metric/the_pile_github_val_loss,263,0.0389509010930215,0.0326366945339485,0.045598725732525665
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_pile_cc,0.01,metric/the_pile_stackexchange_val_loss,263,0.019620817422089706,0.016824437805621262,0.022407650155253454
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_pile_cc,0.01,metric/the_pile_gutenberg_pg_19_val_loss,263,0.05043951983493631,0.04457953205346957,0.056986792480298774
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_pile_cc,0.01,metric/the_pile_pile_cc_val_loss,263,0.05406692214985184,0.04720331268863442,0.06231478843664379
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_pile_cc,0.01,metric/the_pile_ubuntu_irc_val_loss,263,0.0548242960795484,0.04797330051507042,0.06267599784642865
ilr_ridge,A4_A5_train_1m,train_the_pile_arxiv,train_the_pile_pile_cc,0.01,metric/the_pile_hackernews_val_loss,263,0.04438961408977041,0.039469461222828975,0.049104772734654155
