budget,context,axis,cost,scope,lambda_q,cost_coordinate,Q0,Q_star,Q_B_star,Q_upper,regime,predicted_loss,scale_loss,remaining_p,benefit_vs_same_recipe_no_processing,N_B,D_B,train_share,attention_share,quality_share,utilization,N_outside_B1,D_outside_B1,recipe
3.162277660168379e+19,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_A,0.6083759051961491,0.6431939714590791,1.0,0.6431939714590791,map_saturation,2.7022816541594987,2.7929992121998106,0.0,0.08457934932823052,0.38778469943331223,12.280896699715672,0.903591211256994,0.061685160021810806,0.0347236287211951,1.0,False,False,reference
3.162277660168379e+19,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_B,0.749395747680061,0.749395747680061,0.749395747680061,1.0,no_processing,2.7868610034877292,2.7868610034877292,0.0,0.0,0.37218564024032863,13.255907329720191,0.9360958562156763,0.0639041437843235,0.0,0.9999999999999998,False,False,reference
3.981071705534986e+19,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_A,0.6083759051961491,0.6431939714590791,1.0,0.6431939714590791,map_saturation,2.6633977852104667,2.7541153432507786,0.0,0.08536341355665256,0.4286186291023332,14.034235657397176,0.9065902791365529,0.06188989638905535,0.031519824474391604,0.9999999999999998,False,False,reference
3.981071705534986e+19,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_B,0.749395747680061,0.7811650095324297,0.7811650095324297,1.0,interior,2.748251719762231,2.7597520427986924,0.0,0.0005094790048882913,0.4448232517644222,13.097846120543451,0.8780891579043616,0.05994421984627108,0.06196662224936732,0.9999999999999998,False,False,reference
5.011872336272715e+19,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_A,0.6083759051961491,0.6431939714590791,1.0,0.6431939714590791,map_saturation,2.625936097717035,2.716653655757347,0.0,0.08604846057510729,0.47391552368620626,16.027627221232645,0.9093297879546529,0.062076913524370975,0.028593298520976376,1.0000000000000002,False,False,reference
5.011872336272715e+19,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_B,0.749395747680061,0.8227969109493554,0.8227969109493554,1.0,interior,2.7091515320177444,2.7357224071224797,0.0,0.002833026274398076,0.5359772665578695,12.747350054728983,0.8179326263451151,0.05583753395849318,0.12622983969639195,1.0000000000000002,False,False,reference
6.309573444801943e+19,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_A,0.6083759051961491,0.6431939714590791,1.0,0.6431939714590791,map_saturation,2.5898383669931158,2.6805559250334277,0.0,0.08664676303308116,0.5241652492082565,18.293383338371648,0.9118292309588035,0.06224754216678766,0.025923226874408695,0.9999999999999999,False,False,reference
6.309573444801943e+19,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_B,0.749395747680061,0.8601046506313099,0.8601046506313099,1.0,interior,2.669972512096554,2.7100486131047576,0.0,0.006512617929642861,0.6334266762377058,12.861361121431125,0.774701741565672,0.052886305557549876,0.1724119528767782,1.0000000000000002,False,False,reference
7.94328234724279e+19,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_A,0.6083759051961491,0.6431939714590791,1.0,0.6431939714590791,map_saturation,2.5550494386653013,2.645766996705613,0.0,0.08716911913099423,0.5799112869759078,20.8681665762913,0.9141071517080357,0.06240304822326858,0.02348980006869555,0.9999999999999998,False,False,reference
7.94328234724279e+19,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_B,0.749395747680061,0.8949259925382655,0.8949259925382655,1.0,interior,2.631012945986541,2.6836942086240567,0.0,0.011205611809754767,0.7403058628903046,13.24802095333013,0.7408212742316705,0.05057339898754872,0.20860532678078073,1.0,False,False,reference
1e+20,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_A,0.6083759051961491,0.6431939714590791,1.0,0.6431939714590791,map_saturation,2.5215170053340925,2.6122345633744044,0.0,0.08762502053637711,0.6417566086989129,23.79357646096832,0.9161810963045587,0.06254462950772455,0.021274274187716765,1.0,False,False,reference
1e+20,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_B,0.749395747680061,0.9281306640285207,0.9281306640285207,1.0,interior,2.5924523660996908,2.657153563296342,0.0,0.016689659770778853,0.8589783551504453,13.831362487689,0.7128504599498802,0.04866392473257848,0.2384856153175413,1.0,False,False,reference
1.2589254117941713e+20,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_A,0.6083759051961491,0.6431939714590791,1.0,0.6431939714590791,map_saturation,2.4891914024967523,2.579908960537064,0.0,0.08802280296320442,0.7103701958423588,27.116814643701282,0.9180675875760191,0.06267341397852291,0.019258998445457857,0.9999999999999999,False,False,reference
1.2589254117941713e+20,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_B,0.749395747680061,0.9602109325934093,0.9602109325934093,1.0,interior,2.554406652101105,2.6307207552981247,0.0,0.022807553358851873,0.9916687479942162,14.576313926727645,0.6889149196609576,0.04702992518218805,0.2640551551568541,0.9999999999999999,False,False,reference
1.5848931924611108e+20,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_A,0.6083759051961491,0.6431939714590791,1.0,0.6431939714590791,map_saturation,2.458025422213813,2.548742980254125,0.0,0.08836978086548575,0.7864942736880671,30.891439513767107,0.9197821177778305,0.06279045924029988,0.017427422981869826,1.0,False,False,reference
1.5848931924611108e+20,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_B,0.749395747680061,0.9914767982757711,0.9914767982757711,1.0,interior,2.516952763939637,2.6045849631324867,0.0,0.02944243913966149,1.14068927657331,15.46597509381617,0.6678761203032507,0.045593676479368586,0.28653020321738076,1.0,False,False,reference
1.995262314968883e+20,2048,Q_A_topsis_0_1,exponential,unrestricted,1.0,Q_A,0.6083759051961491,0.6431939714590791,1.0,0.6431939714590791,map_saturation,2.427974143061225,2.518691701101537,0.0,0.08867236763861186,0.870952338309498,35.178222304837334,0.9213391565844486,0.06289675308949835,0.01576409032605308,1.0,False,False,reference
