source,n,mae,rmse,r2
cerebras_training_log.csv,1029,1.17844181249242,1.2430848665789953,-5.072798817286311
scaling_baseline.csv,57,0.22726329326715694,0.29266667754542297,0.6045048852524264
published_scaling_data.csv,44,0.17072153146258112,0.19759507403683554,0.7305591129254251
