dataset_id,subset,domain,n_records,n_unique_ids,mean,median,sd,p10,p90,domain_rank
A1,full,ALL,51230,51230,57.788643496101301,57.856911000772584,9.4327117886758121,45.706934015882602,69.954358072631024,
A1,fit,ALL,40919,40919,57.75782382201902,57.829055202716326,9.4362157416649879,45.684524197396421,69.927871325491694,
A1,holdout,ALL,10311,10311,57.910950764433423,57.97176902866962,9.4182563664360721,45.797770661623403,70.106073503764307,
A2,full,ALL,17523,17523,60.213735648525315,60.448758416663679,6.1053743309223982,52.815761065766544,67.759698916179488,
A2,overlap_A1,ALL,1419,1419,60.608517872756735,61.179191810222996,6.2422774380771759,53.024824334899748,68.188541410439072,
A2,new_only,ALL,16104,16104,60.178949509914766,60.393337558378505,6.0921351205329159,52.804996677894252,67.729607881570644,
A3,full,ALL,203752,203752,47.231931425954663,47.540778385385636,6.5520362030177326,39.406241249266266,54.774223173992993,
A3,overlap_A1,ALL,10000,10000,47.211349567321989,47.556399225769042,6.536750493981728,39.347109069558961,54.787597256513031,
A3,new_only,ALL,193752,193752,47.232993704467027,47.540191242275014,6.5528392442789931,39.40853656676407,54.772514906134198,
A1+A2+A3,unique_union,ALL,261086,261086,50.102728623675063,49.041166728760842,8.6935870775295694,40.456224334382497,62.335385449783573,
A1+A2+A3,all_file_rows_diagnostic,ALL,272505,261086,50.05133112410963,49.014232399141918,8.6637706780536288,40.432794595967671,62.235819527096226,
