task,branch,axis,fold,n_calibration_groups,n_calibration_rows,repetition,calibration_groups,model,intercept,slope,n,mae,rmse,r2,signed_error,spearman
B2,scale,none,0,4,588,6,cerebras_0.256B;cerebras_1.3B;cerebras_13.0B;cerebras_2.7B,affine,-0.9409096025419381,1.958397406322095,147,0.48463858534596177,0.5242926916406587,-0.2884129280785126,0.4067755828591787,0.9973233092669779
B2,scale,none,0,4,588,6,cerebras_0.256B;cerebras_1.3B;cerebras_13.0B;cerebras_2.7B,mean,3.3887702380952383,0.0,147,0.42686173469387745,0.6289363122747458,-0.8540472841433469,-0.42686173469387745,
B2,scale,none,0,4,588,7,cerebras_0.256B;cerebras_1.3B;cerebras_13.0B;cerebras_6.7B,raw,0.0,1.0,147,1.1791307491242855,1.2435146236239525,-6.247851054585563,-1.1791307491242855,0.9973233092669779
B2,scale,none,0,4,588,7,cerebras_0.256B;cerebras_1.3B;cerebras_13.0B;cerebras_6.7B,offset,1.1778912441875742,1.0,147,0.2649161168377825,0.39494408719299606,0.2688967766898469,-0.0012395049367116438,0.9973233092669779
B2,scale,none,0,4,588,7,cerebras_0.256B;cerebras_1.3B;cerebras_13.0B;cerebras_6.7B,affine,-0.7117574256717245,1.8612620349684266,147,0.46583800067975306,0.5079678572053732,-0.20942775372011502,0.37983023429430784,0.9973233092669779
B2,scale,none,0,4,588,7,cerebras_0.256B;cerebras_1.3B;cerebras_13.0B;cerebras_6.7B,mean,3.3719374149659864,0.0,147,0.44369455782312917,0.6404801362991304,-0.922732186501823,-0.44369455782312917,
B2,scale,none,0,4,588,8,cerebras_0.256B;cerebras_1.3B;cerebras_2.7B;cerebras_6.7B,raw,0.0,1.0,147,1.1791307491242855,1.2435146236239525,-6.247851054585563,-1.1791307491242855,0.9973233092669779
B2,scale,none,0,4,588,8,cerebras_0.256B;cerebras_1.3B;cerebras_2.7B;cerebras_6.7B,offset,1.1782018802654046,1.0,147,0.2650238885382542,0.3949432344446196,0.26889993382744626,-0.0009288688588811906,0.9973233092669779
B2,scale,none,0,4,588,8,cerebras_0.256B;cerebras_1.3B;cerebras_2.7B;cerebras_6.7B,affine,-1.205853575440663,2.0738116610959456,147,0.5141834681795439,0.5508080722130942,-0.4220277082177597,0.4461214339000754,0.9973233092669779
B2,scale,none,0,4,588,8,cerebras_0.256B;cerebras_1.3B;cerebras_2.7B;cerebras_6.7B,mean,3.3983821428571432,0.0,147,0.4172498299319724,0.6224527009581936,-0.8160181204036827,-0.4172498299319724,
B2,scale,none,0,4,588,9,cerebras_0.256B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,raw,0.0,1.0,147,1.1791307491242855,1.2435146236239525,-6.247851054585563,-1.1791307491242855,0.9973233092669779
B2,scale,none,0,4,588,9,cerebras_0.256B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,offset,1.1778546677103292,1.0,147,0.2649034270395546,0.39494420367945116,0.2688963454205199,-0.0012760814139566184,0.9973233092669779
B2,scale,none,0,4,588,9,cerebras_0.256B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,affine,-0.6765242890305978,1.8521033383380128,147,0.4750594218344527,0.5167107088097952,-0.2514179809597654,0.3909164560621735,0.9973233092669779
B2,scale,none,0,4,588,9,cerebras_0.256B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,mean,3.354091836734694,0.0,147,0.4615401360544218,0.6529695563661636,-0.998450212097497,-0.4615401360544218,
B2,scale,none,0,4,588,10,cerebras_0.59B;cerebras_1.3B;cerebras_13.0B;cerebras_2.7B,raw,0.0,1.0,147,1.1791307491242855,1.2435146236239525,-6.247851054585563,-1.1791307491242855,0.9973233092669779
B2,scale,none,0,4,588,10,cerebras_0.59B;cerebras_1.3B;cerebras_13.0B;cerebras_2.7B,offset,1.178345527466474,1.0,147,0.26507372532229867,0.39494292272336345,0.26890108791401457,-0.000785221657811751,0.9973233092669779
B2,scale,none,0,4,588,10,cerebras_0.59B;cerebras_1.3B;cerebras_13.0B;cerebras_2.7B,affine,-2.786057242179997,2.821815858514533,147,0.8545460460697415,0.8813754517860372,-2.6410728363246365,0.8380317489612764,0.9973233092669779
B2,scale,none,0,4,588,10,cerebras_0.59B;cerebras_1.3B;cerebras_13.0B;cerebras_2.7B,mean,3.35441768707483,0.0,147,0.4612142857142856,0.6527392754376199,-0.9970408850732557,-0.4612142857142856,
B2,scale,none,0,4,588,11,cerebras_0.59B;cerebras_1.3B;cerebras_13.0B;cerebras_6.7B,raw,0.0,1.0,147,1.1791307491242855,1.2435146236239525,-6.247851054585563,-1.1791307491242855,0.9973233092669779
B2,scale,none,0,4,588,11,cerebras_0.59B;cerebras_1.3B;cerebras_13.0B;cerebras_6.7B,offset,1.178294543573586,1.0,147,0.2650560370329294,0.3949430273798282,0.2689007004441636,-0.0008362055506996917,0.9973233092669779
B2,scale,none,0,4,588,11,cerebras_0.59B;cerebras_1.3B;cerebras_13.0B;cerebras_6.7B,affine,-2.2869306612321125,2.6047981932363435,147,0.7883151041019762,0.8172374491116227,-2.1304299153174546,0.7649909898463294,0.9973233092669779
B2,scale,none,0,4,588,11,cerebras_0.59B;cerebras_1.3B;cerebras_13.0B;cerebras_6.7B,mean,3.337584863945578,0.0,147,0.4780471088435378,0.6647397856496599,-1.0711464629994891,-0.4780471088435378,
