task,branch,axis,fold,n_calibration_groups,n_calibration_rows,repetition,calibration_groups,model,intercept,slope,n,mae,rmse,r2,signed_error,spearman
B2,scale,none,3,4,588,6,cerebras_0.111B;cerebras_0.59B;cerebras_13.0B;cerebras_2.7B,mean,3.4605576530612248,0.0,147,0.34018069901429976,0.4696480138146361,-0.02237980030034281,0.06948554421768736,
B2,scale,none,3,4,588,7,cerebras_0.111B;cerebras_0.59B;cerebras_13.0B;cerebras_6.7B,raw,0.0,1.0,147,1.178186999256919,1.2434416104216381,-6.166680991018375,-1.178186999256919,0.9979173968404175
B2,scale,none,3,4,588,7,cerebras_0.111B;cerebras_0.59B;cerebras_13.0B;cerebras_6.7B,offset,1.1785304810404278,1.0,147,0.26729025240471793,0.3975205042380448,0.2675358900159205,0.00034348178350891874,0.9979173968404175
B2,scale,none,3,4,588,7,cerebras_0.111B;cerebras_0.59B;cerebras_13.0B;cerebras_6.7B,affine,0.19717449693117217,1.4332325765290186,147,0.24059589492034975,0.3691894187161955,0.3682201493093398,-0.02231858473683632,0.9979173968404175
B2,scale,none,3,4,588,7,cerebras_0.111B;cerebras_0.59B;cerebras_13.0B;cerebras_6.7B,mean,3.4437248299319734,0.0,147,0.33271880466472326,0.4674540887218991,-0.012850171418947731,0.05265272108843596,
B2,scale,none,3,4,588,8,cerebras_0.111B;cerebras_0.59B;cerebras_2.7B;cerebras_6.7B,raw,0.0,1.0,147,1.178186999256919,1.2434416104216381,-6.166680991018375,-1.178186999256919,0.9979173968404175
B2,scale,none,3,4,588,8,cerebras_0.111B;cerebras_0.59B;cerebras_2.7B;cerebras_6.7B,offset,1.178841117118258,1.0,147,0.2674022504463846,0.3975208940170445,0.2675344536157097,0.0006541178613391302,0.9979173968404175
B2,scale,none,3,4,588,8,cerebras_0.111B;cerebras_0.59B;cerebras_2.7B;cerebras_6.7B,affine,0.0002794808139539029,1.5143573550467295,147,0.23226844874947286,0.3652461812733527,0.38164390159621375,-0.039693786453699635,0.9979173968404175
B2,scale,none,3,4,588,8,cerebras_0.111B;cerebras_0.59B;cerebras_2.7B;cerebras_6.7B,mean,3.4701695578231297,0.0,147,0.34456163519829724,0.4711660243055346,-0.028999615142073276,0.07909744897959237,
B2,scale,none,3,4,588,9,cerebras_0.111B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,raw,0.0,1.0,147,1.178186999256919,1.2434416104216381,-6.166680991018375,-1.178186999256919,0.9979173968404175
B2,scale,none,3,4,588,9,cerebras_0.111B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,offset,1.1779515873213073,1.0,147,0.26708153562163367,0.3975204255490694,0.267536179997665,-0.00023541193561155705,0.9979173968404175
B2,scale,none,3,4,588,9,cerebras_0.111B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,affine,0.23843482701769814,1.4227399338373505,147,0.24670650323939758,0.36924145283532,0.3680420487300269,-0.004277267422915451,0.9979173968404175
B2,scale,none,3,4,588,9,cerebras_0.111B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,mean,3.4003977891156465,0.0,147,0.31549171988523306,0.46457290529834183,-0.0004031144106952933,0.009325680272109073,
B2,scale,none,3,4,588,10,cerebras_0.256B;cerebras_0.59B;cerebras_13.0B;cerebras_2.7B,raw,0.0,1.0,147,1.178186999256919,1.2434416104216381,-6.166680991018375,-1.178186999256919,0.9979173968404175
B2,scale,none,3,4,588,10,cerebras_0.256B;cerebras_0.59B;cerebras_13.0B;cerebras_2.7B,offset,1.1784845453223374,1.0,147,0.26727369054717515,0.3975204672008661,0.267536026503989,0.00029754606541855115,0.9979173968404175
B2,scale,none,3,4,588,10,cerebras_0.256B;cerebras_0.59B;cerebras_13.0B;cerebras_2.7B,affine,-0.8237682114828555,1.8955551350715871,147,0.22050872520466708,0.33816630325236713,0.46993645083128743,-0.020194587526026327,0.9979173968404175
B2,scale,none,3,4,588,10,cerebras_0.256B;cerebras_0.59B;cerebras_13.0B;cerebras_2.7B,mean,3.414251700680272,0.0,147,0.32057308528853723,0.4650573185130217,-0.002490455860539198,0.02317959183673476,
B2,scale,none,3,4,588,11,cerebras_0.256B;cerebras_0.59B;cerebras_13.0B;cerebras_6.7B,raw,0.0,1.0,147,1.178186999256919,1.2434416104216381,-6.166680991018375,-1.178186999256919,0.9979173968404175
B2,scale,none,3,4,588,11,cerebras_0.256B;cerebras_0.59B;cerebras_13.0B;cerebras_6.7B,offset,1.1784335614294494,1.0,147,0.2672553085993992,0.3975204323086283,0.2675361550875871,0.00024656217253061043,0.9979173968404175
B2,scale,none,3,4,588,11,cerebras_0.256B;cerebras_0.59B;cerebras_13.0B;cerebras_6.7B,affine,-0.5756203473287096,1.790475671927367,147,0.23009051558395904,0.34462772249488405,0.44948684631041314,-0.004575502687081284,0.9979173968404175
B2,scale,none,3,4,588,11,cerebras_0.256B;cerebras_0.59B;cerebras_13.0B;cerebras_6.7B,mean,3.3974188775510203,0.0,147,0.314417690545606,0.4645226555269729,-0.00018671216891674725,0.006346768707482938,
B2,scale,none,3,4,588,12,cerebras_0.256B;cerebras_0.59B;cerebras_2.7B;cerebras_6.7B,raw,0.0,1.0,147,1.178186999256919,1.2434416104216381,-6.166680991018375,-1.178186999256919,0.9979173968404175
B2,scale,none,3,4,588,12,cerebras_0.256B;cerebras_0.59B;cerebras_2.7B;cerebras_6.7B,offset,1.1787441975072799,1.0,147,0.26736730664106595,0.3975207463514628,0.26753499778801637,0.0005571982503610152,0.9979173968404175
B2,scale,none,3,4,588,12,cerebras_0.256B;cerebras_0.59B;cerebras_2.7B;cerebras_6.7B,affine,-1.0948653602664424,2.0126898149551122,147,0.21201021387866903,0.33127887858502375,0.49130815540456574,-0.03208614737916535,0.9979173968404175
B2,scale,none,3,4,588,12,cerebras_0.256B;cerebras_0.59B;cerebras_2.7B;cerebras_6.7B,mean,3.4238636054421767,0.0,147,0.3243882988569577,0.4656353705142931,-0.004984134537750373,0.03279149659863932,
B2,scale,none,3,4,588,13,cerebras_0.256B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,raw,0.0,1.0,147,1.178186999256919,1.2434416104216381,-6.166680991018375,-1.178186999256919,0.9979173968404175
B2,scale,none,3,4,588,13,cerebras_0.256B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,offset,1.1778546677103292,1.0,147,0.267046591816315,0.397520494759944,0.26753592494427536,-0.000332331546589672,0.9979173968404175
B2,scale,none,3,4,588,13,cerebras_0.256B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,affine,-0.6765242890305978,1.8521033383380128,147,0.2406558010965765,0.34187055285432016,0.45826029253760003,0.0308955009497202,0.9979173968404175
B2,scale,none,3,4,588,13,cerebras_0.256B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,mean,3.354091836734694,0.0,147,0.3006147299736221,0.4659490922300939,-0.006338806363491267,-0.03698027210884351,
B2,scale,none,3,4,588,14,cerebras_0.59B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,raw,0.0,1.0,147,1.178186999256919,1.2434416104216381,-6.166680991018375,-1.178186999256919,0.9979173968404175
B2,scale,none,3,4,588,14,cerebras_0.59B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,offset,1.1782579670963411,1.0,147,0.26719199907793834,0.39752036217830156,0.2675364135292676,7.096783942223166e-05,0.9979173968404175
B2,scale,none,3,4,588,14,cerebras_0.59B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,affine,-2.463370034828207,2.7005182208522642,147,0.24964406913258755,0.3086027122346489,0.5585650065371346,0.12149441541957863,0.9979173968404175
B2,scale,none,3,4,588,14,cerebras_0.59B;cerebras_13.0B;cerebras_2.7B;cerebras_6.7B,mean,3.319739285714286,0.0,147,0.292006778425656,0.46992487450697223,-0.02358555526133288,-0.07133282312925165,
B2,scale,none,4,1,147,0,cerebras_0.111B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,1,147,0,cerebras_0.111B,offset,1.1791307491242855,1.0,147,0.2663672535682073,0.39511446445235726,0.2688249648281452,0.0010900557763467,0.997671829101934
B2,scale,none,4,1,147,0,cerebras_0.111B,affine,-14.359165889790287,6.8935290829547915,147,2.9153353116553755,2.915354407016813,-38.8068866729258,-2.9153353116553755,0.997671829101934
B2,scale,none,4,1,147,0,cerebras_0.111B,mean,3.815631972789116,0.0,147,0.6190467814336622,0.6778434416106934,-1.1519604933193377,0.4959421768707488,
B2,scale,none,4,1,147,1,cerebras_0.256B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,1,147,1,cerebras_0.256B,offset,1.178743070680373,1.0,147,0.26623275288358456,0.3951135851015435,0.2688282193718513,0.0007023773324341917,0.997671829101934
B2,scale,none,4,1,147,1,cerebras_0.256B,affine,-13.266901472009264,6.892176947977323,147,1.8259666925354021,1.8259971926848737,-14.616212432528604,-1.8259666925354021,0.997671829101934
B2,scale,none,4,1,147,1,cerebras_0.256B,mean,3.630408163265306,0.0,147,0.4811920033319448,0.5568294104499865,-0.45217791784586736,0.3107183673469384,
B2,scale,none,4,1,147,2,cerebras_0.59B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,1,147,2,cerebras_0.59B,offset,1.1803562682244204,1.0,147,0.26679243366417243,0.39511974600731625,0.2688054172423665,0.002315574876481589,0.997671829101934
B2,scale,none,4,1,147,2,cerebras_0.59B,affine,-12.482323817431876,6.907824000175832,147,1.007878542659204,1.0079340304561055,-3.7581673644488145,-1.007878542659204,0.997671829101934
B2,scale,none,4,1,147,2,cerebras_0.59B,mean,3.4929979591836733,0.0,147,0.3940505483826182,0.4935066443217624,-0.14067390275900382,0.1733081632653059,
B2,scale,none,4,1,147,3,cerebras_1.3B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,1,147,3,cerebras_1.3B,offset,1.178186999256919,1.0,147,0.26603983014483523,0.3951129878949773,0.26883042967427995,0.00014630590898014024,0.997671829101934
B2,scale,none,4,1,147,3,cerebras_1.3B,affine,-11.949319570661741,6.932303721077938,147,0.4224473235879001,0.4225857698282102,0.16361692818775597,-0.4224473235879001,0.997671829101934
B2,scale,none,4,1,147,3,cerebras_1.3B,mean,3.3910721088435376,0.0,147,0.34047912443889133,0.4675559037525667,-0.023864741189876693,0.07138231292517026,
B2,scale,none,4,1,147,4,cerebras_13.0B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,1,147,4,cerebras_13.0B,offset,1.1767981490366177,1.0,147,0.26555798415003684,0.395114914568209,0.26882329891261536,-0.0012425443113210635,0.997671829101934
B2,scale,none,4,1,147,4,cerebras_13.0B,affine,-10.813624346848698,6.885988677999565,147,0.6140573297808349,0.6141483623955247,-0.766534377917955,0.6140573297808349,0.997671829101934
B2,scale,none,4,1,147,4,cerebras_13.0B,mean,3.213910884353741,0.0,147,0.28311001434587435,0.4740277066450119,-0.05240511581071239,-0.1057789115646262,
B2,scale,none,4,1,147,5,cerebras_6.7B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,1,147,5,cerebras_6.7B,offset,1.1778367577763875,1.0,147,0.2659183177944467,0.395113013437415,0.26883033514003607,-0.00020393557155130377,0.997671829101934
B2,scale,none,4,1,147,5,cerebras_6.7B,affine,-11.109548534172474,6.922996622167076,147,0.3973911728713848,0.3975350911097402,0.25983859000064213,0.3973911728713848,0.997671829101934
B2,scale,none,4,1,147,5,cerebras_6.7B,mean,3.2523585034013602,0.0,147,0.2904554259799157,0.4669545925326608,-0.02123290418919943,-0.06733129251700715,
B2,scale,none,4,2,294,0,cerebras_0.111B;cerebras_0.256B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,0,cerebras_0.111B;cerebras_0.256B,offset,1.178936909902329,1.0,147,0.2663000032258959,0.39511397722934316,0.2688267680781746,0.0008962165543902525,0.997671829101934
B2,scale,none,4,2,294,0,cerebras_0.111B;cerebras_0.256B,affine,-3.9876278493926143,3.0308159907410275,147,0.8163732986843558,0.8565211072901734,-2.4359879868075747,-0.8163732986843558,0.997671829101934
B2,scale,none,4,2,294,0,cerebras_0.111B;cerebras_0.256B,mean,3.723020068027211,0.0,147,0.5479754245916053,0.6133419901936654,-0.7618985305084658,0.40333027210884353,
B2,scale,none,4,2,294,1,cerebras_0.111B;cerebras_0.59B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,1,cerebras_0.111B;cerebras_0.59B,offset,1.179743508674353,1.0,147,0.2665798436161899,0.3951166300953598,0.26881694958911684,0.0017028153264142772,0.997671829101934
B2,scale,none,4,2,294,1,cerebras_0.111B;cerebras_0.59B,affine,-0.9456555803750031,1.8588958232622763,147,0.2842428046317984,0.44132972680496024,0.08777523149589184,-0.2842428046317984,0.997671829101934
B2,scale,none,4,2,294,1,cerebras_0.111B;cerebras_0.59B,mean,3.6543149659863956,0.0,147,0.4978996020176786,0.5705147614027084,-0.5244362545227628,0.3346251700680282,
B2,scale,none,4,2,294,2,cerebras_0.111B;cerebras_1.3B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,2,cerebras_0.111B;cerebras_1.3B,offset,1.1786588741906023,1.0,147,0.2662035418565213,0.39511344439974677,0.26882874011914426,0.0006181808426635651,0.997671829101934
B2,scale,none,4,2,294,2,cerebras_0.111B;cerebras_1.3B,affine,-0.12970943266226076,1.5396015977863409,147,0.21931397069798125,0.38988129081349493,0.2880650925470428,-0.15211284836551328,0.997671829101934
B2,scale,none,4,2,294,2,cerebras_0.111B;cerebras_1.3B,mean,3.603352040816327,0.0,147,0.46290375537970313,0.5421967887362322,-0.3768587196809463,0.28366224489795955,
B2,scale,none,4,2,294,3,cerebras_0.111B;cerebras_13.0B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,3,cerebras_0.111B;cerebras_13.0B,offset,1.1779644490804515,1.0,147,0.2659626188591221,0.3951129681636201,0.26883050270132824,-7.624426748726634e-05,0.997671829101934
B2,scale,none,4,2,294,3,cerebras_0.111B;cerebras_13.0B,affine,0.5144969206249317,1.2839205523941228,147,0.23632287648516415,0.3801732564838573,0.3230780092358442,-0.055485576486833624,0.997671829101934
B2,scale,none,4,2,294,3,cerebras_0.111B;cerebras_13.0B,mean,3.514771428571429,0.0,147,0.4067527696793006,0.5015674749561784,-0.17824126689210607,0.1950816326530617,
B2,scale,none,4,2,294,4,cerebras_0.111B;cerebras_6.7B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,4,cerebras_0.111B;cerebras_6.7B,offset,1.1784837534503365,1.0,147,0.266142785681327,0.3951132092200055,0.26882961053557264,0.00044306010239771016,0.997671829101934
B2,scale,none,4,2,294,4,cerebras_0.111B;cerebras_6.7B,affine,0.4250439645255035,1.319862498585277,147,0.23222655514306684,0.3798258668375112,0.3243145415181744,-0.06796349578134195,0.997671829101934
B2,scale,none,4,2,294,4,cerebras_0.111B;cerebras_6.7B,mean,3.533995238095238,0.0,147,0.41855895691609984,0.5093524428938735,-0.2151007362671542,0.21430544217687086,
B2,scale,none,4,2,294,5,cerebras_0.256B;cerebras_0.59B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,5,cerebras_0.256B;cerebras_0.59B,offset,1.1795496694523966,1.0,147,0.2665125932738785,0.39511584226244506,0.2688198654344932,0.0015089761044577816,0.997671829101934
B2,scale,none,4,2,294,5,cerebras_0.256B;cerebras_0.59B,affine,-5.573100820229055,3.834683321823422,147,0.6802445213224999,0.7105697589086643,-1.364770168138727,-0.6802445213224999,0.997671829101934
B2,scale,none,4,2,294,5,cerebras_0.256B;cerebras_0.59B,mean,3.5617030612244895,0.0,147,0.43588833125086746,0.5216162469857164,-0.2743177057009274,0.24201326530612216,
B2,scale,none,4,2,294,6,cerebras_0.256B;cerebras_1.3B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,6,cerebras_0.256B;cerebras_1.3B,offset,1.1784650349686459,1.0,147,0.26613629151420987,0.395113188673434,0.2688296865798251,0.0004243416207070451,0.997671829101934
B2,scale,none,4,2,294,6,cerebras_0.256B;cerebras_1.3B,affine,-2.126835034454864,2.4171999126023977,147,0.26973080681498796,0.4035999778134766,0.23708217042589874,-0.26973080681498796,0.997671829101934
B2,scale,none,4,2,294,6,cerebras_0.256B;cerebras_1.3B,mean,3.5107401360544217,0.0,147,0.404321032902957,0.5000133208239902,-0.1709507961150678,0.1910503401360543,
B2,scale,none,4,2,294,7,cerebras_0.256B;cerebras_13.0B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,7,cerebras_0.256B;cerebras_13.0B,offset,1.1777706098584952,1.0,147,0.26589536851681067,0.39511305311640715,0.2688301882854608,-0.0002700834894435446,0.997671829101934
B2,scale,none,4,2,294,7,cerebras_0.256B;cerebras_13.0B,affine,-0.08152863440564051,1.5610878027584185,147,0.22359764741277194,0.3622051980787107,0.38555239673970587,-0.05791613851279864,0.997671829101934
B2,scale,none,4,2,294,7,cerebras_0.256B;cerebras_13.0B,mean,3.422159523809524,0.0,147,0.35546914480077746,0.4733002574153327,-0.049177524460520816,0.10246972789115655,
B2,scale,none,4,2,294,8,cerebras_0.256B;cerebras_6.7B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,8,cerebras_0.256B;cerebras_6.7B,offset,1.17828991422838,1.0,147,0.26607553533901557,0.3951130394063511,0.2688302390272871,0.00024922088044123855,0.997671829101934
B2,scale,none,4,2,294,8,cerebras_0.256B;cerebras_6.7B,affine,-0.3244078131995094,1.664001633667514,147,0.21481552942023377,0.3597515069676653,0.39384911879025497,-0.08039000369811822,0.997671829101934
B2,scale,none,4,2,294,8,cerebras_0.256B;cerebras_6.7B,mean,3.441383333333333,0.0,147,0.3655012471655327,0.47783093828664985,-0.06936023056083962,0.12169353741496565,
B2,scale,none,4,2,294,9,cerebras_0.59B;cerebras_1.3B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,9,cerebras_0.59B;cerebras_1.3B,offset,1.1792716337406697,1.0,147,0.2664161319045038,0.3951148782469827,0.26882343334051084,0.0012309403927308524,0.997671829101934
B2,scale,none,4,2,294,9,cerebras_0.59B;cerebras_1.3B,affine,-7.455634264946486,4.816088724806848,147,0.46095196548270756,0.4816739282889831,-0.08663021449828845,-0.46095196548270756,0.997671829101934
B2,scale,none,4,2,294,9,cerebras_0.59B;cerebras_1.3B,mean,3.4420350340136054,0.0,147,0.3658514808644546,0.4779973282560406,-0.07010510403489145,0.12234523809523808,
B2,scale,none,4,2,294,10,cerebras_0.59B;cerebras_13.0B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,10,cerebras_0.59B;cerebras_13.0B,offset,1.178577208630519,1.0,147,0.26617520890710467,0.3951133250682973,0.2688291817731263,0.0005365152825802628,0.997671829101934
B2,scale,none,4,2,294,10,cerebras_0.59B;cerebras_13.0B,affine,-1.29627798954612,2.137928699250844,147,0.20288068397898731,0.32109650186735084,0.5171117413985231,-0.03727470535435387,0.997671829101934
B2,scale,none,4,2,294,10,cerebras_0.59B;cerebras_13.0B,mean,3.3534544217687077,0.0,147,0.3239743440233237,0.4633067434153597,-0.005339485118378562,0.033764625850340284,
B2,scale,none,4,2,294,11,cerebras_0.59B;cerebras_6.7B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,11,cerebras_0.59B;cerebras_6.7B,offset,1.179096513000404,1.0,147,0.2663553757293096,0.3951143714837718,0.26882530891223655,0.0010558196524652634,0.997671829101934
B2,scale,none,4,2,294,11,cerebras_0.59B;cerebras_6.7B,affine,-1.9581560238559756,2.430196336291038,147,0.18273152067164194,0.3081841560085348,0.5551679071937743,-0.07321801708669774,0.997671829101934
B2,scale,none,4,2,294,11,cerebras_0.59B;cerebras_6.7B,mean,3.372678231292517,0.0,147,0.3322618029524736,0.46510306687736747,-0.013150361425902979,0.05298843537414986,
B2,scale,none,4,2,294,12,cerebras_1.3B;cerebras_13.0B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,12,cerebras_1.3B;cerebras_13.0B,offset,1.1774925741467683,1.0,147,0.26579890714743604,0.39511334099538603,0.26882912282587257,-0.0005481192011704736,0.997671829101934
B2,scale,none,4,2,294,12,cerebras_1.3B;cerebras_13.0B,affine,-3.4470006648394236,3.1762332159916333,147,0.1829552991798712,0.25196634390170863,0.7026550508228531,0.0356865558250768,0.997671829101934
B2,scale,none,4,2,294,12,cerebras_1.3B;cerebras_13.0B,mean,3.3024914965986394,0.0,147,0.3050413832199546,0.4623947123776649,-0.0013853085144333033,-0.017198299319727963,
B2,scale,none,4,2,294,13,cerebras_1.3B;cerebras_6.7B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,13,cerebras_1.3B;cerebras_6.7B,offset,1.1780118785166533,1.0,147,0.26597907396964104,0.39511296185796285,0.2688305260389787,-2.8814831285448852e-05,0.997671829101934
B2,scale,none,4,2,294,13,cerebras_1.3B;cerebras_6.7B,affine,-4.973146038342689,3.8694071379683748,147,0.1349202353881015,0.20313345826074744,0.8067415812865144,-0.005923509751476013,0.997671829101934
B2,scale,none,4,2,294,13,cerebras_1.3B;cerebras_6.7B,mean,3.321715306122449,0.0,147,0.3116536096071082,0.46207920449520273,-1.9215176057851835e-05,0.0020255102040815645,
B2,scale,none,4,2,294,14,cerebras_13.0B;cerebras_6.7B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,2,294,14,cerebras_13.0B;cerebras_6.7B,offset,1.1773174534065025,1.0,147,0.2657381509722418,0.39511362273894124,0.26882808007315084,-0.0007232399414362803,0.997671829101934
B2,scale,none,4,2,294,14,cerebras_13.0B;cerebras_6.7B,affine,-10.087296522467835,6.479384915214195,147,0.4695825704906504,0.4705319623893315,-0.0369403072604495,0.4695825704906504,0.997671829101934
B2,scale,none,4,2,294,14,cerebras_13.0B;cerebras_6.7B,mean,3.233134693877551,0.0,147,0.2866170484520339,0.47011155508520386,-0.03508818003003289,-0.08655510204081622,
B2,scale,none,4,4,588,0,cerebras_0.111B;cerebras_0.256B;cerebras_0.59B;cerebras_1.3B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,4,588,0,cerebras_0.111B;cerebras_0.256B;cerebras_0.59B;cerebras_1.3B,offset,1.1791042718214992,1.0,147,0.26635806756519975,0.39511439229297496,0.26882523189573604,0.0010635784735603955,0.997671829101934
B2,scale,none,4,4,588,0,cerebras_0.111B;cerebras_0.256B;cerebras_0.59B;cerebras_1.3B,affine,-0.9601595839976103,1.8900903450232676,147,0.23882885388246605,0.4078822253457975,0.2208069730324328,-0.231939088719865,0.997671829101934
B2,scale,none,4,4,588,0,cerebras_0.111B;cerebras_0.256B;cerebras_0.59B;cerebras_1.3B,mean,3.5825275510204087,0.0,147,0.44915998195196477,0.531598320202776,-0.3235571457515054,0.26283775510204127,
B2,scale,none,4,4,588,1,cerebras_0.111B;cerebras_0.256B;cerebras_0.59B;cerebras_13.0B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,4,588,1,cerebras_0.111B;cerebras_0.256B;cerebras_0.59B;cerebras_13.0B,offset,1.178757059266424,1.0,147,0.2662376060665003,0.39511361021610825,0.2688281264210528,0.0007163659184852576,0.997671829101934
B2,scale,none,4,4,588,1,cerebras_0.111B;cerebras_0.256B;cerebras_0.59B;cerebras_13.0B,affine,-0.021288475950319796,1.5086058965549403,147,0.21871863427933078,0.37746473580712187,0.3326890273784665,-0.11007380737934258,0.997671829101934
B2,scale,none,4,4,588,1,cerebras_0.111B;cerebras_0.256B;cerebras_0.59B;cerebras_13.0B,mean,3.5382372448979598,0.0,147,0.42118496112730847,0.511151715238069,-0.22370051308392536,0.2185474489795924,
B2,scale,none,4,4,588,2,cerebras_0.111B;cerebras_0.256B;cerebras_0.59B;cerebras_6.7B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,4,588,2,cerebras_0.111B;cerebras_0.256B;cerebras_0.59B;cerebras_6.7B,offset,1.1790167114513666,1.0,147,0.26632768947760277,0.39511416629781293,0.2688260683214203,0.00097601810342777,0.997671829101934
B2,scale,none,4,4,588,2,cerebras_0.111B;cerebras_0.256B;cerebras_0.59B;cerebras_6.7B,affine,-0.17232217096390468,1.570466218132872,147,0.21638954758406792,0.3793862712272137,0.32587766032024534,-0.12862440020083202,0.997671829101934
B2,scale,none,4,4,588,2,cerebras_0.111B;cerebras_0.256B;cerebras_0.59B;cerebras_6.7B,mean,3.547849149659864,0.0,147,0.42713518788467764,0.5153346284066983,-0.24381030248233637,0.2281593537414965,
B2,scale,none,4,4,588,3,cerebras_0.111B;cerebras_0.256B;cerebras_1.3B;cerebras_13.0B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,4,588,3,cerebras_0.111B;cerebras_0.256B;cerebras_1.3B;cerebras_13.0B,offset,1.1782147420245486,1.0,147,0.2660494551866659,0.395112999141789,0.2688303880490901,0.00017404867660975647,0.997671829101934
B2,scale,none,4,4,588,3,cerebras_0.111B;cerebras_0.256B;cerebras_1.3B;cerebras_13.0B,affine,0.07690780875131376,1.4717445160600793,147,0.22164163545933607,0.3747002038246639,0.34242793399988214,-0.09082166513403511,0.997671829101934
B2,scale,none,4,4,588,3,cerebras_0.111B;cerebras_0.256B;cerebras_1.3B;cerebras_13.0B,mean,3.512755782312925,0.0,147,0.40553241242075055,0.5007869443564159,-0.17457700302216028,0.19306598639455766,
B2,scale,none,4,4,588,4,cerebras_0.111B;cerebras_0.256B;cerebras_1.3B;cerebras_6.7B,raw,0.0,1.0,147,1.1780406933479386,1.2425353624672297,-6.230910936525953,-1.1780406933479386,0.997671829101934
B2,scale,none,4,4,588,4,cerebras_0.111B;cerebras_0.256B;cerebras_1.3B;cerebras_6.7B,offset,1.178474394209491,1.0,147,0.2661395385977684,0.39511319883587137,0.2688296489679567,0.0004337008615522689,0.997671829101934
